Geneid	GeneType	Group	Dif_D6_1_S4	Dif_D6_2_S3	Dif_D6_3_S2	Dif_D6_4_S1	Undif_D2_1_S8	Undif_D2_2_S7	Undif_D2_3_S6	Undif_D2_4_S5
ENSMUSG00000028126.17	protein_coding	coding_genes	245	209	270	151	8	28	34	59
ENSMUSG00000064952.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000064590.3	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000008958.15	protein_coding	coding_genes	58	61	38	68	0	8	14	4
ENSMUSG00000005628.13	protein_coding	coding_genes	19	29	13	20	2	1	6	1
ENSMUSG00000092607.10	protein_coding	coding_genes	18	18	24	24	0	5	1	4
ENSMUSG00000053769.6	protein_coding	coding_genes	9	3	2	15	0	0	1	2
ENSMUSG00000098498.3	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000013707.4	protein_coding	coding_genes	5	7	6	11	0	0	2	0
ENSMUSG00000098198.2	processed_pseudogene	pseudogenes	8	13	11	10	0	6	3	4
ENSMUSG00000038777.20	protein_coding	coding_genes	67	41	76	38	4	22	7	15
ENSMUSG00000038766.17	protein_coding	coding_genes	232	145	220	275	41	30	28	75
ENSMUSG00000097167.3	lncRNA	long_non_conding_RNA	1	1	1	2	1	8	2	3
ENSMUSG00000053192.10	protein_coding	coding_genes	2	6	7	1	0	5	0	0
ENSMUSG00000046722.15	protein_coding	coding_genes	73	91	79	83	10	12	14	20
ENSMUSG00000068860.6	protein_coding	coding_genes	9	2	10	21	5	6	0	6
ENSMUSG00000028115.17	protein_coding	coding_genes	19	9	15	18	0	1	1	4
ENSMUSG00000015711.9	protein_coding	coding_genes	83	129	86	99	7	11	10	16
ENSMUSG00000038712.17	protein_coding	coding_genes	41	58	85	50	0	11	4	9
ENSMUSG00000120920.1	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000015702.14	protein_coding	coding_genes	34	31	54	44	5	1	4	8
ENSMUSG00000093424.5	lncRNA	long_non_conding_RNA	28	28	10	26	0	0	5	5
ENSMUSG00000015714.12	protein_coding	coding_genes	96	75	120	73	12	37	29	29
ENSMUSG00000015697.15	protein_coding	coding_genes	173	136	141	152	55	50	38	153
ENSMUSG00000105860.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000103900.2	TEC	unconfirmed_genes	0	0	2	0	0	0	0	0
ENSMUSG00000105734.2	protein_coding	coding_genes	24	11	31	35	0	13	4	4
ENSMUSG00000096177.3	processed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000104646.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000097532.4	transcribed_unprocessed_pseudogene	pseudogenes	2	0	8	7	0	6	0	0
ENSMUSG00000015522.19	protein_coding	coding_genes	285	222	284	199	10	24	45	34
ENSMUSG00000105395.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000028111.5	protein_coding	coding_genes	23	37	9	28	2	6	2	2
ENSMUSG00000120941.1	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000038642.11	protein_coding	coding_genes	41	24	41	52	1	8	1	9
ENSMUSG00000083822.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000028109.15	protein_coding	coding_genes	24	31	28	51	2	6	8	9
ENSMUSG00000046519.16	protein_coding	coding_genes	84	77	74	91	2	22	14	11
ENSMUSG00000105460.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000060438.6	processed_pseudogene	pseudogenes	60	40	51	30	2	22	13	24
ENSMUSG00000038619.13	protein_coding	coding_genes	60	73	68	64	3	2	2	10
ENSMUSG00000106383.2	TEC	unconfirmed_genes	0	3	0	7	1	3	0	1
ENSMUSG00000038612.17	protein_coding	coding_genes	162	118	178	110	21	35	47	59
ENSMUSG00000120405.1	lncRNA	long_non_conding_RNA	11	11	16	20	0	0	0	0
ENSMUSG00000015850.12	protein_coding	coding_genes	49	24	21	42	2	4	0	7
ENSMUSG00000028108.17	protein_coding	coding_genes	111	41	76	83	2	8	6	11
ENSMUSG00000098737.3	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000028107.15	protein_coding	coding_genes	148	130	206	139	13	56	93	195
ENSMUSG00000028106.14	protein_coding	coding_genes	210	157	222	255	6	25	50	55
ENSMUSG00000104967.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000089493.4	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000105093.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000015748.14	protein_coding	coding_genes	113	79	98	119	9	17	34	34
ENSMUSG00000097189.2	lncRNA	long_non_conding_RNA	17	12	7	4	2	5	0	5
ENSMUSG00000054312.7	protein_coding	coding_genes	26	38	25	21	0	11	4	9
ENSMUSG00000080727.4	lncRNA	long_non_conding_RNA	81	57	45	53	3	8	18	23
ENSMUSG00000038550.11	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000038543.14	protein_coding	coding_genes	0	2	4	5	0	1	0	0
ENSMUSG00000015750.16	protein_coding	coding_genes	9	2	14	6	1	0	0	0
ENSMUSG00000038526.15	protein_coding	coding_genes	20	7	20	15	1	5	2	1
ENSMUSG00000120720.1	lncRNA	long_non_conding_RNA	1	4	0	0	0	4	2	0
ENSMUSG00000015749.13	protein_coding	coding_genes	2623	3113	3974	2652	429	1983	3302	5203
ENSMUSG00000106262.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000121104.1	lncRNA	long_non_conding_RNA	0	1	6	4	2	0	1	1
ENSMUSG00000106640.2	processed_pseudogene	pseudogenes	1	0	1	1	0	0	0	0
ENSMUSG00000119955.1	lncRNA	long_non_conding_RNA	13	9	4	10	0	11	4	1
ENSMUSG00000015745.10	protein_coding	coding_genes	22	47	24	39	2	3	4	8
ENSMUSG00000015747.6	protein_coding	coding_genes	147	91	121	204	7	26	27	32
ENSMUSG00000105995.2	processed_pseudogene	pseudogenes	2	0	0	0	0	0	0	0
ENSMUSG00000038495.15	protein_coding	coding_genes	244	237	240	268	14	36	44	42
ENSMUSG00000045934.16	protein_coding	coding_genes	103	128	87	118	10	9	6	10
ENSMUSG00000097204.4	lncRNA	long_non_conding_RNA	2	5	0	1	1	0	0	0
ENSMUSG00000068856.4	protein_coding	coding_genes	14	12	8	12	9	3	12	5
ENSMUSG00000084686.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000038486.10	protein_coding	coding_genes	40	34	43	35	0	9	11	6
ENSMUSG00000015943.12	protein_coding	coding_genes	18	19	22	23	1	13	7	10
ENSMUSG00000086556.3	lncRNA	long_non_conding_RNA	0	0	2	0	0	6	3	5
ENSMUSG00000063689.5	protein_coding	coding_genes	2	10	2	1	1	2	1	2
ENSMUSG00000068855.4	protein_coding	coding_genes	8	14	18	10	0	4	8	5
ENSMUSG00002075180.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000068854.8	protein_coding	coding_genes	4	2	7	9	0	7	0	1
ENSMUSG00000081058.6	protein_coding	coding_genes	1	1	1	1	0	1	3	4
ENSMUSG00000093577.2	lncRNA	long_non_conding_RNA	0	1	3	6	0	6	0	0
ENSMUSG00000063954.8	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00002076697.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000093553.2	lncRNA	long_non_conding_RNA	1	0	4	4	2	0	4	0
ENSMUSG00000064220.7	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000070392.6	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00002076967.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000093769.5	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000093507.2	lncRNA	long_non_conding_RNA	8	0	0	1	0	2	1	0
ENSMUSG00000091405.3	protein_coding	coding_genes	31	41	33	43	4	21	3	9
ENSMUSG00000103940.2	TEC	unconfirmed_genes	7	3	1	0	1	2	0	2
ENSMUSG00000093656.2	lncRNA	long_non_conding_RNA	9	3	1	15	6	16	6	3
ENSMUSG00000074403.3	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000050936.6	lncRNA	long_non_conding_RNA	6	4	12	12	2	8	10	4
ENSMUSG00000105827.2	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000015947.11	protein_coding	coding_genes	11	12	19	27	0	0	1	9
ENSMUSG00000119427.1	snRNA	non_conding_RNA	0	0	1	0	0	0	0	0
ENSMUSG00000097851.6	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000097807.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000118876.1	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000119030.1	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000097539.2	lncRNA	long_non_conding_RNA	1	0	3	0	0	0	0	0
ENSMUSG00000097299.2	lncRNA	long_non_conding_RNA	30	21	26	13	0	0	3	1
ENSMUSG00000097041.2	processed_pseudogene	pseudogenes	18	20	15	10	1	2	0	8
ENSMUSG00000095836.4	processed_pseudogene	pseudogenes	2	6	2	0	1	0	0	0
ENSMUSG00000118406.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00002075569.1	misc_RNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000119563.1	snRNA	non_conding_RNA	5	1	12	11	1	3	1	2
ENSMUSG00000046317.15	protein_coding	coding_genes	75	68	75	56	5	12	13	22
ENSMUSG00000119774.1	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000104642.2	processed_pseudogene	pseudogenes	7	7	2	6	0	3	0	0
ENSMUSG00000106429.2	lncRNA	long_non_conding_RNA	421	275	353	315	115	213	117	207
ENSMUSG00000118677.1	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000106641.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00002074915.1	rRNA	non_conding_RNA	4	6	10	2	1	0	0	0
ENSMUSG00000118698.1	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000118936.1	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000038403.11	protein_coding	coding_genes	18	20	11	17	0	2	3	0
ENSMUSG00000074398.7	lncRNA	long_non_conding_RNA	36	25	27	56	1	11	5	4
ENSMUSG00000038393.15	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000087610.2	protein_coding	coding_genes	2	2	8	8	0	1	0	0
ENSMUSG00000028104.15	protein_coding	coding_genes	27	27	36	35	1	8	12	7
ENSMUSG00000049097.10	protein_coding	coding_genes	10	22	27	17	5	10	9	3
ENSMUSG00000049288.5	protein_coding	coding_genes	37	20	30	45	0	3	3	4
ENSMUSG00000045327.8	transcribed_processed_pseudogene	pseudogenes	2	7	3	10	0	0	3	0
ENSMUSG00000038374.11	protein_coding	coding_genes	38	20	32	23	1	13	10	6
ENSMUSG00000028102.16	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000106447.2	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000090210.8	protein_coding	coding_genes	39	18	17	40	0	0	4	9
ENSMUSG00000105144.2	processed_pseudogene	pseudogenes	0	0	0	2	0	0	0	0
ENSMUSG00000038354.14	protein_coding	coding_genes	110	139	105	129	4	20	19	52
ENSMUSG00000028101.19	protein_coding	coding_genes	37	63	66	72	0	8	25	8
ENSMUSG00000028100.12	protein_coding	coding_genes	2	1	3	6	0	1	6	4
ENSMUSG00000028099.9	protein_coding	coding_genes	41	60	41	39	2	16	7	17
ENSMUSG00000065669.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000104795.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000028098.14	protein_coding	coding_genes	259	239	265	672	185	32	67	317
ENSMUSG00000105976.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000038304.15	protein_coding	coding_genes	86	66	65	109	7	21	16	26
ENSMUSG00000038298.15	protein_coding	coding_genes	111	75	67	152	27	11	3	15
ENSMUSG00000087223.3	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000028096.14	protein_coding	coding_genes	123	98	115	137	5	13	17	20
ENSMUSG00000057123.15	protein_coding	coding_genes	356	290	274	369	8	62	35	48
ENSMUSG00000049908.7	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000105385.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000104766.2	lncRNA	long_non_conding_RNA	17	36	30	25	0	3	0	2
ENSMUSG00000106324.2	processed_pseudogene	pseudogenes	6	0	5	1	0	0	0	0
ENSMUSG00000088511.4	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000028093.16	protein_coding	coding_genes	31	39	58	65	0	10	11	14
ENSMUSG00000038256.16	protein_coding	coding_genes	249	238	277	272	23	37	51	68
ENSMUSG00000106536.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000104745.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000051392.6	protein_coding	coding_genes	53	22	13	40	0	7	3	0
ENSMUSG00000028089.6	protein_coding	coding_genes	131	114	152	154	5	23	49	28
ENSMUSG00000105004.2	TEC	unconfirmed_genes	7	7	12	5	0	2	6	1
ENSMUSG00000028088.15	protein_coding	coding_genes	50	45	74	76	4	10	9	11
ENSMUSG00000038205.13	protein_coding	coding_genes	74	40	52	36	3	13	18	2
ENSMUSG00000090441.3	protein_coding	coding_genes	0	0	0	1	0	0	0	0
ENSMUSG00000038170.16	protein_coding	coding_genes	1322	440	477	511	35	98	131	115
ENSMUSG00000098381.3	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000105245.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000086557.2	lncRNA	long_non_conding_RNA	9	7	13	12	0	1	0	1
ENSMUSG00000027879.10	protein_coding	coding_genes	109	97	79	101	2	23	33	16
ENSMUSG00000074388.5	lncRNA	long_non_conding_RNA	147	103	117	99	0	6	19	14
ENSMUSG00000120205.1	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000027878.12	protein_coding	coding_genes	472	413	426	517	23	72	71	98
ENSMUSG00000105728.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000106427.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000043468.5	protein_coding	coding_genes	28	46	28	50	0	0	1	1
ENSMUSG00000106486.2	processed_pseudogene	pseudogenes	1	5	5	15	1	3	0	0
ENSMUSG00000027876.5	protein_coding	coding_genes	141	85	88	103	0	6	15	5
ENSMUSG00000104842.2	processed_pseudogene	pseudogenes	1	0	0	0	0	0	0	5
ENSMUSG00000027875.13	protein_coding	coding_genes	36	6	27	45	1	3	7	12
ENSMUSG00000105909.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000053398.12	protein_coding	coding_genes	107	60	77	61	9	26	46	61
ENSMUSG00000120153.1	lncRNA	long_non_conding_RNA	9	8	2	6	0	1	0	0
ENSMUSG00000050064.15	protein_coding	coding_genes	245	137	155	226	10	23	42	33
ENSMUSG00000090817.8	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000106107.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000106129.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000095143.6	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000105696.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000095388.8	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000105641.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000106456.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000038092.7	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000081919.3	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000083331.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000063730.14	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000062410.15	protein_coding	coding_genes	20	3	15	6	0	6	0	1
ENSMUSG00000027869.15	protein_coding	coding_genes	15	16	15	31	0	1	4	1
ENSMUSG00000083222.2	unprocessed_pseudogene	pseudogenes	3	1	4	2	0	0	0	0
ENSMUSG00000082185.2	processed_pseudogene	pseudogenes	1	7	4	3	0	0	0	0
ENSMUSG00000082089.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000083577.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000082589.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000027871.17	protein_coding	coding_genes	7	8	5	13	0	0	1	2
ENSMUSG00000027870.9	protein_coding	coding_genes	287	216	209	221	5	126	86	156
ENSMUSG00000085121.3	lncRNA	long_non_conding_RNA	3	6	5	6	1	1	6	7
ENSMUSG00000086833.3	lncRNA	long_non_conding_RNA	3	0	5	2	0	0	0	1
ENSMUSG00000083888.2	processed_pseudogene	pseudogenes	1	0	3	1	0	0	0	0
ENSMUSG00000065709.3	snoRNA	non_conding_RNA	0	1	2	0	0	0	0	0
ENSMUSG00000088884.3	snoRNA	non_conding_RNA	2	6	1	0	0	0	0	0
ENSMUSG00000004233.15	protein_coding	coding_genes	313	190	201	327	22	20	61	62
ENSMUSG00000105472.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000105798.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000098918.3	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000106197.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000027868.12	protein_coding	coding_genes	252	193	231	271	9	68	47	27
ENSMUSG00000105689.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000081183.2	processed_pseudogene	pseudogenes	4	1	6	4	0	0	0	0
ENSMUSG00000080832.5	processed_pseudogene	pseudogenes	5	7	3	5	0	0	0	0
ENSMUSG00000083938.3	processed_pseudogene	pseudogenes	1	0	0	2	0	0	0	0
ENSMUSG00000064890.3	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000027867.11	protein_coding	coding_genes	374	348	419	458	22	81	53	78
ENSMUSG00000080754.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000082763.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000085244.9	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000033285.16	protein_coding	coding_genes	85	84	78	70	4	5	15	17
ENSMUSG00000027865.11	protein_coding	coding_genes	128	95	106	114	1	33	17	12
ENSMUSG00000064573.3	snoRNA	non_conding_RNA	1	4	6	3	1	1	1	0
ENSMUSG00000081440.3	processed_pseudogene	pseudogenes	0	2	0	0	0	0	0	0
ENSMUSG00000086923.2	lncRNA	long_non_conding_RNA	33	6	17	38	0	2	10	4
ENSMUSG00000106639.2	lncRNA	long_non_conding_RNA	6	2	1	4	0	0	1	0
ENSMUSG00000044468.15	protein_coding	coding_genes	110	120	103	105	2	9	12	18
ENSMUSG00000053957.7	lncRNA	long_non_conding_RNA	132	184	115	115	1	24	24	23
ENSMUSG00000104943.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000008763.17	protein_coding	coding_genes	612	344	341	481	25	64	72	136
ENSMUSG00000105824.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000105137.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000105561.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000106184.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000083842.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000106227.2	lncRNA	long_non_conding_RNA	23	16	7	8	6	4	7	8
ENSMUSG00002076204.1	misc_RNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000120363.1	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000051076.9	protein_coding	coding_genes	208	154	189	216	2	24	12	28
ENSMUSG00000033233.18	protein_coding	coding_genes	107	130	140	123	16	31	32	41
ENSMUSG00000033222.17	protein_coding	coding_genes	52	80	89	80	2	10	8	21
ENSMUSG00000082000.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000086564.10	protein_coding	coding_genes	153	104	100	134	2	13	10	18
ENSMUSG00000027864.10	protein_coding	coding_genes	359	247	306	300	54	86	146	85
ENSMUSG00000105717.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000082415.2	processed_pseudogene	pseudogenes	1	0	4	0	0	0	0	0
ENSMUSG00000083546.2	processed_pseudogene	pseudogenes	0	0	3	0	0	3	0	1
ENSMUSG00000081569.2	processed_pseudogene	pseudogenes	0	3	0	0	0	0	0	0
ENSMUSG00000027863.9	protein_coding	coding_genes	25	28	16	40	0	4	9	15
ENSMUSG00000120088.1	lncRNA	long_non_conding_RNA	6	17	25	14	0	0	0	7
ENSMUSG00000072381.4	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000106316.2	processed_pseudogene	pseudogenes	0	0	0	0	0	3	0	0
ENSMUSG00000042035.12	protein_coding	coding_genes	303	258	240	272	37	64	90	91
ENSMUSG00000104639.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000105611.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000106137.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000033161.11	protein_coding	coding_genes	374	319	347	342	35	95	92	119
ENSMUSG00000104737.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000104693.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000106070.2	lncRNA	long_non_conding_RNA	81	43	77	88	1	9	22	16
ENSMUSG00000105642.2	lncRNA	long_non_conding_RNA	0	7	2	9	0	0	0	0
ENSMUSG00000044313.14	protein_coding	coding_genes	100	85	107	86	1	18	13	23
ENSMUSG00000033147.17	protein_coding	coding_genes	197	159	143	166	21	65	46	36
ENSMUSG00000048540.9	protein_coding	coding_genes	36	23	16	35	0	0	6	7
ENSMUSG00000104930.2	processed_pseudogene	pseudogenes	0	1	0	0	0	0	0	0
ENSMUSG00000105346.2	processed_pseudogene	pseudogenes	1	0	0	0	0	0	0	0
ENSMUSG00000027861.14	protein_coding	coding_genes	153	108	104	159	3	29	20	11
ENSMUSG00000105342.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000106296.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000027860.16	protein_coding	coding_genes	155	198	144	171	17	143	35	31
ENSMUSG00000089916.2	lncRNA	long_non_conding_RNA	0	16	6	3	0	0	0	1
ENSMUSG00000105151.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000105891.6	lncRNA	long_non_conding_RNA	772	825	820	920	66	152	234	213
ENSMUSG00000105966.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000106459.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000027859.11	protein_coding	coding_genes	102	110	103	110	3	13	14	25
ENSMUSG00000106121.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000104619.2	lncRNA	long_non_conding_RNA	0	4	9	5	2	0	1	3
ENSMUSG00000104685.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000105498.2	processed_pseudogene	pseudogenes	0	0	0	1	0	3	0	0
ENSMUSG00000105570.2	lncRNA	long_non_conding_RNA	15	6	15	33	0	0	2	1
ENSMUSG00000086745.2	lncRNA	long_non_conding_RNA	15	18	25	20	0	5	1	0
ENSMUSG00000027858.14	protein_coding	coding_genes	80	67	85	93	6	24	27	22
ENSMUSG00000027857.11	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000105855.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000027855.14	protein_coding	coding_genes	96	73	97	117	5	3	11	20
ENSMUSG00000105672.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000106545.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000105938.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000048938.13	protein_coding	coding_genes	48	32	33	24	1	6	9	6
ENSMUSG00000065708.3	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000027854.13	protein_coding	coding_genes	82	94	69	66	5	17	20	4
ENSMUSG00000068823.11	protein_coding	coding_genes	416	392	465	358	21	78	63	79
ENSMUSG00000027852.15	protein_coding	coding_genes	171	150	158	152	9	22	29	24
ENSMUSG00000104671.2	lncRNA	long_non_conding_RNA	5	2	4	1	0	0	0	0
ENSMUSG00000070385.13	protein_coding	coding_genes	65	35	62	55	6	7	8	13
ENSMUSG00002075007.1	misc_RNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000105731.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000007379.16	protein_coding	coding_genes	209	153	176	178	0	36	53	54
ENSMUSG00000005687.15	protein_coding	coding_genes	99	89	73	75	4	29	16	11
ENSMUSG00000098153.2	processed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000054379.8	pseudogene	pseudogenes	0	1	3	0	0	0	0	1
ENSMUSG00000104976.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	1
ENSMUSG00000033014.13	protein_coding	coding_genes	138	156	187	179	57	35	38	169
ENSMUSG00000104925.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000089029.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000119891.1	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000065029.3	snRNA	non_conding_RNA	1	1	1	0	0	0	0	0
ENSMUSG00000027849.20	protein_coding	coding_genes	154	265	225	238	18	65	38	41
ENSMUSG00000104764.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000087119.5	protein_coding	coding_genes	1	0	1	0	0	0	0	0
ENSMUSG00002076886.1	miRNA	non_conding_RNA	0	0	0	1	0	0	0	0
