Geneid	GeneType	Group	Dif_D6_1_S4	Dif_D6_2_S3	Dif_D6_3_S2	Dif_D6_4_S1	Undif_D2_1_S8	Undif_D2_2_S7	Undif_D2_3_S6	Undif_D2_4_S5
ENSMUSG00000078881.11	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000117619.2	TEC	unconfirmed_genes	6	5	7	18	0	0	3	0
ENSMUSG00000028593.6	protein_coding	coding_genes	4	0	0	0	0	0	1	2
ENSMUSG00000085312.2	lncRNA	long_non_conding_RNA	6	0	2	0	0	0	0	0
ENSMUSG00000105677.2	lncRNA	long_non_conding_RNA	0	0	0	5	0	0	0	0
ENSMUSG00000087249.3	lncRNA	long_non_conding_RNA	0	0	0	8	0	0	0	0
ENSMUSG00000103740.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000026921.21	protein_coding	coding_genes	45	35	29	30	1	31	13	12
ENSMUSG00000059244.7	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000101357.2	processed_pseudogene	pseudogenes	2	0	1	3	0	0	1	0
ENSMUSG00000108323.2	unprocessed_pseudogene	pseudogenes	0	5	1	0	0	0	0	0
ENSMUSG00000118811.1	snRNA	non_conding_RNA	4	7	13	9	0	0	0	2
ENSMUSG00000081475.2	processed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000111845.2	processed_pseudogene	pseudogenes	2	4	0	3	0	0	0	0
ENSMUSG00000017843.15	protein_coding	coding_genes	121	108	124	125	8	26	34	32
ENSMUSG00000095234.3	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000088441.3	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000085795.9	protein_coding	coding_genes	154	139	102	118	0	4	9	6
ENSMUSG00000120066.1	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000115090.2	lncRNA	long_non_conding_RNA	2	0	2	4	0	0	3	2
ENSMUSG00000039623.14	protein_coding	coding_genes	22	49	17	26	3	1	1	4
ENSMUSG00000116428.2	lncRNA	long_non_conding_RNA	2	0	3	6	0	0	0	1
ENSMUSG00000086058.2	lncRNA	long_non_conding_RNA	40	27	36	37	0	4	0	1
ENSMUSG00000031770.17	protein_coding	coding_genes	28	32	38	38	0	14	1	2
ENSMUSG00000034255.19	protein_coding	coding_genes	77	74	55	41	4	14	13	14
ENSMUSG00000104486.2	TEC	unconfirmed_genes	0	2	0	5	0	0	0	0
ENSMUSG00000105704.2	lncRNA	long_non_conding_RNA	0	2	0	0	0	0	0	0
ENSMUSG00000043587.16	protein_coding	coding_genes	19	42	31	30	2	10	4	13
ENSMUSG00000075334.3	protein_coding	coding_genes	8	5	6	14	1	1	0	0
ENSMUSG00000114974.2	processed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000096546.3	protein_coding	coding_genes	10	4	7	7	0	0	7	0
ENSMUSG00000109069.2	processed_pseudogene	pseudogenes	3	0	4	2	0	0	1	1
ENSMUSG00000054477.17	protein_coding	coding_genes	17	3	6	9	0	1	1	9
ENSMUSG00000085822.3	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000026237.7	protein_coding	coding_genes	3	4	4	4	0	3	6	1
ENSMUSG00000052305.7	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000026743.17	protein_coding	coding_genes	109	89	100	63	4	26	14	26
ENSMUSG00000112471.2	transcribed_processed_pseudogene	pseudogenes	2	3	0	3	0	0	0	0
ENSMUSG00000094043.3	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000083439.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000113809.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000099675.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000081502.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000108833.2	processed_pseudogene	pseudogenes	1	3	0	0	0	0	0	1
ENSMUSG00000101867.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000093927.3	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000071497.5	protein_coding	coding_genes	341	21	96	13	14	9	11	50
ENSMUSG00000117054.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000110088.2	TEC	unconfirmed_genes	5	1	2	3	0	0	0	0
ENSMUSG00000003402.15	protein_coding	coding_genes	113	120	131	115	5	24	16	23
ENSMUSG00000081985.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000088951.4	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000120576.1	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	4	3
ENSMUSG00000104513.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000053980.5	TEC	unconfirmed_genes	8	6	8	3	0	2	2	3
ENSMUSG00000116938.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000026109.15	protein_coding	coding_genes	15	8	10	5	0	2	1	0
ENSMUSG00000104996.3	miRNA	non_conding_RNA	0	0	3	0	0	2	2	0
ENSMUSG00000039242.11	protein_coding	coding_genes	56	40	35	48	2	7	7	5
ENSMUSG00000102010.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000030385.5	protein_coding	coding_genes	5	1	0	0	0	0	0	1
ENSMUSG00000111280.2	TEC	unconfirmed_genes	7	0	1	0	0	0	0	0
ENSMUSG00000071350.13	protein_coding	coding_genes	27	21	26	43	0	1	3	2
ENSMUSG00000029279.16	protein_coding	coding_genes	21	29	13	17	0	8	6	4
ENSMUSG00000112618.2	TEC	unconfirmed_genes	1	6	2	1	0	0	0	0
ENSMUSG00000082248.2	processed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000109579.2	lncRNA	long_non_conding_RNA	3	0	0	6	0	0	0	0
ENSMUSG00000047959.5	protein_coding	coding_genes	5	1	12	7	0	0	0	2
ENSMUSG00000100676.2	transcribed_unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000107642.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000089214.3	miRNA	non_conding_RNA	0	0	2	0	0	0	0	0
ENSMUSG00000048574.10	processed_pseudogene	pseudogenes	12	0	6	4	0	0	0	0
ENSMUSG00000089697.2	lncRNA	long_non_conding_RNA	0	1	0	0	0	1	0	0
ENSMUSG00000099702.2	unprocessed_pseudogene	pseudogenes	0	0	3	5	0	0	0	1
ENSMUSG00000080794.2	unprocessed_pseudogene	pseudogenes	9	8	4	6	0	0	0	0
ENSMUSG00000091572.10	protein_coding	coding_genes	25	17	24	49	4	10	9	1
ENSMUSG00000022427.5	protein_coding	coding_genes	28	24	26	32	1	2	6	4
ENSMUSG00000087760.4	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000110115.2	lncRNA	long_non_conding_RNA	5	0	0	10	0	0	3	0
ENSMUSG00000105259.2	TEC	unconfirmed_genes	9	7	12	4	0	0	2	0
ENSMUSG00000120603.1	lncRNA	long_non_conding_RNA	13	2	3	2	1	7	6	1
ENSMUSG00000048142.10	protein_coding	coding_genes	25	17	25	14	27	62	29	26
ENSMUSG00000055944.4	lncRNA	long_non_conding_RNA	7	7	9	8	0	3	6	1
ENSMUSG00000050705.16	protein_coding	coding_genes	34	19	21	18	0	15	9	4
ENSMUSG00000115747.2	lncRNA	long_non_conding_RNA	3	0	0	0	0	0	0	0
ENSMUSG00000085377.2	lncRNA	long_non_conding_RNA	6	0	1	0	0	0	0	0
ENSMUSG00000032915.7	protein_coding	coding_genes	8	6	9	12	0	6	1	4
ENSMUSG00000095865.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000020973.8	protein_coding	coding_genes	3	0	7	3	2	4	0	0
ENSMUSG00000035694.16	protein_coding	coding_genes	5	2	6	7	0	0	0	1
ENSMUSG00000113244.2	lncRNA	long_non_conding_RNA	1	3	2	2	0	0	0	0
ENSMUSG00000108388.2	TEC	unconfirmed_genes	2	1	2	4	0	0	3	4
ENSMUSG00000064165.9	protein_coding	coding_genes	6	6	1	2	0	1	0	1
ENSMUSG00000106451.2	TEC	unconfirmed_genes	4	3	0	4	0	3	0	0
ENSMUSG00000109606.2	TEC	unconfirmed_genes	5	0	1	1	0	0	0	0
ENSMUSG00000118876.1	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000030534.14	protein_coding	coding_genes	13	33	11	43	1	2	13	7
ENSMUSG00000089724.2	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000082758.2	processed_pseudogene	pseudogenes	0	0	0	2	0	0	0	0
ENSMUSG00002075449.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000104068.2	TEC	unconfirmed_genes	45	25	32	40	0	2	7	6
ENSMUSG00000006191.18	protein_coding	coding_genes	59	76	99	68	2	37	79	27
ENSMUSG00000077782.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000030102.12	protein_coding	coding_genes	108	90	70	70	5	19	10	18
ENSMUSG00000100703.7	transcribed_unprocessed_pseudogene	pseudogenes	8	5	5	10	0	0	0	0
ENSMUSG00000046152.17	protein_coding	coding_genes	15	6	4	15	0	0	0	0
ENSMUSG00000044594.15	protein_coding	coding_genes	1	0	0	0	0	0	0	0
ENSMUSG00000109580.2	processed_pseudogene	pseudogenes	0	0	2	0	0	0	0	0
ENSMUSG00000085404.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000105769.2	lncRNA	long_non_conding_RNA	2	0	1	1	0	0	0	0
ENSMUSG00000103832.2	TEC	unconfirmed_genes	0	0	0	4	0	0	0	0
ENSMUSG00000119139.1	rRNA	non_conding_RNA	7	22	21	17	3	3	4	20
ENSMUSG00000083950.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000112053.2	lncRNA	long_non_conding_RNA	2	1	5	4	0	0	0	0
ENSMUSG00000107197.2	TEC	unconfirmed_genes	1	0	1	0	0	0	0	0
ENSMUSG00000085887.3	lncRNA	long_non_conding_RNA	0	7	6	11	0	2	1	0
ENSMUSG00000093887.10	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00002076641.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000101449.2	processed_pseudogene	pseudogenes	1	0	0	2	0	1	0	1
ENSMUSG00000026182.7	protein_coding	coding_genes	1	3	2	1	0	0	1	0
ENSMUSG00000108415.2	lncRNA	long_non_conding_RNA	2	1	3	0	0	0	0	0
ENSMUSG00000117685.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000092171.2	lncRNA	long_non_conding_RNA	11	12	5	9	0	0	0	0
ENSMUSG00000069824.6	protein_coding	coding_genes	5	3	3	7	0	0	3	0
ENSMUSG00000118903.1	snoRNA	non_conding_RNA	3	0	2	8	0	0	2	0
ENSMUSG00000093509.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000081567.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000111937.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000106961.2	TEC	unconfirmed_genes	15	1	3	8	0	5	0	0
ENSMUSG00000029106.15	protein_coding	coding_genes	154	165	148	97	3	8	16	14
ENSMUSG00000120158.1	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000088533.4	snoRNA	non_conding_RNA	0	0	3	3	0	0	0	0
ENSMUSG00000076591.4	IG_V_gene	Ig_genes	0	0	0	0	0	0	0	0
ENSMUSG00000067321.6	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000115182.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000031922.13	protein_coding	coding_genes	19	11	27	10	5	12	12	11
ENSMUSG00000104578.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000116400.2	processed_pseudogene	pseudogenes	3	3	9	9	0	1	0	4
ENSMUSG00000086030.2	lncRNA	long_non_conding_RNA	0	0	2	0	0	0	0	0
ENSMUSG00000003778.15	protein_coding	coding_genes	88	58	75	61	16	26	15	21
ENSMUSG00000091006.4	protein_coding	coding_genes	72	76	84	86	1	7	14	11
ENSMUSG00000102641.2	IG_V_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000096638.3	IG_V_gene	Ig_genes	0	0	2	6	0	0	0	0
ENSMUSG00000084696.3	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000057093.15	protein_coding	coding_genes	8	27	19	11	0	0	1	5
ENSMUSG00000085914.2	lncRNA	long_non_conding_RNA	8	0	1	4	0	0	1	0
ENSMUSG00000014668.16	protein_coding	coding_genes	63	65	63	73	3	8	8	19
ENSMUSG00000114017.2	lncRNA	long_non_conding_RNA	5	0	4	8	0	0	0	0
ENSMUSG00000100258.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000073972.3	protein_coding	coding_genes	4	10	7	24	2	5	8	2
ENSMUSG00000119649.1	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000094135.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000035521.14	protein_coding	coding_genes	22	31	19	18	3	2	0	1
ENSMUSG00000117712.2	processed_pseudogene	pseudogenes	4	2	0	5	2	0	2	2
ENSMUSG00000068067.3	protein_coding	coding_genes	0	0	5	0	0	0	0	0
ENSMUSG00000112563.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000082193.2	processed_pseudogene	pseudogenes	0	1	2	0	0	0	0	0
ENSMUSG00000089279.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000053702.17	protein_coding	coding_genes	57	40	47	72	4	7	3	4
ENSMUSG00000024875.6	protein_coding	coding_genes	36	28	32	38	0	0	10	4
ENSMUSG00000015605.7	protein_coding	coding_genes	19	38	12	27	5	4	2	8
ENSMUSG00000000861.16	protein_coding	coding_genes	14	34	11	40	0	3	9	9
ENSMUSG00000101959.2	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000099767.2	lncRNA	long_non_conding_RNA	11	5	18	15	0	0	6	3
ENSMUSG00000105770.3	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000078652.10	protein_coding	coding_genes	71	82	91	77	6	20	26	19
ENSMUSG00000011751.17	protein_coding	coding_genes	49	24	31	55	8	19	17	16
ENSMUSG00000115329.2	lncRNA	long_non_conding_RNA	3	0	0	2	0	0	0	0
ENSMUSG00000033096.8	protein_coding	coding_genes	19	22	39	29	0	1	11	9
ENSMUSG00000103387.2	TEC	unconfirmed_genes	1	0	1	5	0	0	1	0
ENSMUSG00000120668.1	lncRNA	long_non_conding_RNA	1	3	6	4	0	5	1	4
ENSMUSG00000022641.16	protein_coding	coding_genes	216	265	235	174	2	16	14	27
ENSMUSG00000097264.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000104605.2	TEC	unconfirmed_genes	5	0	1	1	0	1	0	1
ENSMUSG00000090298.3	protein_coding	coding_genes	0	0	1	0	0	0	0	0
ENSMUSG00000113875.2	lncRNA	long_non_conding_RNA	2	0	0	0	0	2	0	0
ENSMUSG00000032860.6	protein_coding	coding_genes	60	40	50	33	1	1	4	15
ENSMUSG00000074235.5	lncRNA	long_non_conding_RNA	2	5	0	4	0	2	0	0
ENSMUSG00000027167.12	protein_coding	coding_genes	16	22	18	17	1	8	8	10
ENSMUSG00000028936.16	protein_coding	coding_genes	81	90	57	42	3	10	15	17
ENSMUSG00000039826.14	protein_coding	coding_genes	34	37	25	32	0	11	4	6
ENSMUSG00000118458.2	transcribed_unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000045348.17	protein_coding	coding_genes	15	48	32	37	0	5	2	9
ENSMUSG00002075960.1	miRNA	non_conding_RNA	0	0	0	2	0	0	1	0
ENSMUSG00000107734.2	TEC	unconfirmed_genes	10	0	5	10	0	1	0	2
ENSMUSG00000042419.9	protein_coding	coding_genes	10	13	27	10	0	3	1	0
ENSMUSG00000100768.2	lncRNA	long_non_conding_RNA	0	1	0	0	0	0	0	0
ENSMUSG00000024902.6	protein_coding	coding_genes	22	17	14	19	0	4	5	9
ENSMUSG00000082220.4	processed_pseudogene	pseudogenes	1	0	0	0	0	0	0	0
ENSMUSG00000089789.2	protein_coding	coding_genes	5	3	0	8	0	2	0	1
ENSMUSG00000080886.2	processed_pseudogene	pseudogenes	1	0	0	2	0	0	0	0
ENSMUSG00000091490.4	protein_coding	coding_genes	22	20	31	23	3	9	6	5
ENSMUSG00000110207.2	lncRNA	long_non_conding_RNA	7	2	2	8	0	2	0	0
ENSMUSG00000096073.2	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000036067.13	protein_coding	coding_genes	40	72	64	52	5	3	7	7
ENSMUSG00000115839.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000085469.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000103897.2	protein_coding	coding_genes	3	2	4	1	0	0	0	1
ENSMUSG00000113902.2	protein_coding	coding_genes	13	1	12	8	2	5	0	2
ENSMUSG00000101960.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000008333.13	protein_coding	coding_genes	35	13	44	21	1	13	8	5
ENSMUSG00000119084.1	snRNA	non_conding_RNA	0	6	5	1	0	0	0	0
ENSMUSG00000095957.3	protein_coding	coding_genes	3	0	2	1	0	4	0	0
ENSMUSG00000110181.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000020017.15	protein_coding	coding_genes	9	10	10	10	3	1	2	3
ENSMUSG00000106543.2	lncRNA	long_non_conding_RNA	0	0	0	2	0	0	0	0
ENSMUSG00000051716.7	protein_coding	coding_genes	5	1	0	1	0	4	0	0
ENSMUSG00000118968.1	snRNA	non_conding_RNA	10	14	14	20	0	4	1	4
ENSMUSG00000031592.11	protein_coding	coding_genes	121	96	101	73	3	18	18	14
ENSMUSG00000093454.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000020270.10	protein_coding	coding_genes	0	4	3	2	0	0	0	0
ENSMUSG00000089816.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000080913.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000104040.2	TEC	unconfirmed_genes	10	4	9	2	0	0	2	3
ENSMUSG00000071553.11	protein_coding	coding_genes	40	51	20	26	0	5	11	17
ENSMUSG00000098037.2	processed_pseudogene	pseudogenes	1	0	5	1	0	0	0	0
ENSMUSG00000028555.16	protein_coding	coding_genes	21	9	32	17	6	2	0	7
ENSMUSG00000114648.2	unprocessed_pseudogene	pseudogenes	2	0	1	0	0	1	0	0
ENSMUSG00000086095.3	lncRNA	long_non_conding_RNA	1	9	18	13	0	0	0	1
ENSMUSG00000037887.12	protein_coding	coding_genes	58	57	72	46	3	9	5	14
ENSMUSG00000109672.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000103924.2	TEC	unconfirmed_genes	16	8	4	3	0	0	0	1
ENSMUSG00000028777.9	protein_coding	coding_genes	3	2	2	2	0	0	0	2
ENSMUSG00000073554.4	pseudogene	pseudogenes	2	0	0	1	0	0	0	0
ENSMUSG00000119111.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000085979.2	lncRNA	long_non_conding_RNA	2	4	0	2	0	0	0	0
ENSMUSG00000112145.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000107289.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000050908.13	protein_coding	coding_genes	8	1	8	11	1	1	0	0
ENSMUSG00002076733.1	misc_RNA	non_conding_RNA	0	0	0	1	0	0	0	0
ENSMUSG00000038216.8	protein_coding	coding_genes	0	0	1	4	0	1	5	2
ENSMUSG00000108507.2	TEC	unconfirmed_genes	7	1	0	6	0	0	0	0
ENSMUSG00000078137.2	protein_coding	coding_genes	15	18	10	8	0	0	5	7
ENSMUSG00000117777.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000092263.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000110691.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000032727.15	protein_coding	coding_genes	45	29	57	55	1	7	21	18
ENSMUSG00000081659.2	processed_pseudogene	pseudogenes	0	2	0	2	0	0	0	0
ENSMUSG00000088625.3	snRNA	non_conding_RNA	11	9	10	18	0	0	2	0
ENSMUSG00000037455.17	protein_coding	coding_genes	0	3	0	12	1	0	5	5
ENSMUSG00000060029.14	lncRNA	long_non_conding_RNA	5	1	2	1	0	2	0	0
ENSMUSG00000115274.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000086122.2	lncRNA	long_non_conding_RNA	0	0	0	1	0	0	0	0
ENSMUSG00000095392.2	unprocessed_pseudogene	pseudogenes	0	2	0	0	0	0	0	0
ENSMUSG00000055471.8	protein_coding	coding_genes	21	15	20	38	1	7	14	12
ENSMUSG00000102733.2	TEC	unconfirmed_genes	1	0	0	1	0	5	0	0
ENSMUSG00000043870.10	processed_pseudogene	pseudogenes	0	0	1	1	0	0	0	1
ENSMUSG00000044867.7	lncRNA	long_non_conding_RNA	0	1	0	2	0	0	0	2
ENSMUSG00000039891.7	protein_coding	coding_genes	58	48	40	71	0	9	3	2
ENSMUSG00000084788.3	lncRNA	long_non_conding_RNA	8	20	6	7	0	1	0	0
ENSMUSG00000030737.18	protein_coding	coding_genes	55	49	32	43	0	3	5	4
ENSMUSG00000079457.12	protein_coding	coding_genes	1	0	0	1	0	0	0	0
ENSMUSG00000028174.13	protein_coding	coding_genes	2	12	3	1	0	0	0	1
ENSMUSG00000025004.17	protein_coding	coding_genes	2	0	0	0	0	0	0	0
ENSMUSG00000107316.2	processed_pseudogene	pseudogenes	0	0	0	2	0	0	0	0
ENSMUSG00000100230.2	processed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000094227.2	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000117804.2	processed_pseudogene	pseudogenes	21	14	11	9	0	1	0	0
ENSMUSG00000082285.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000079025.10	protein_coding	coding_genes	1	0	0	0	0	0	0	0
ENSMUSG00000071172.14	protein_coding	coding_genes	65	74	96	80	22	32	8	10
ENSMUSG00000110838.3	lncRNA	long_non_conding_RNA	0	1	0	0	0	0	0	0
ENSMUSG00000107799.3	lncRNA	long_non_conding_RNA	0	2	0	1	0	0	0	1
ENSMUSG00000105862.2	IG_V_pseudogene	pseudogenes	0	3	2	2	0	0	0	0
ENSMUSG00000025939.20	protein_coding	coding_genes	15	35	20	38	0	1	18	4
ENSMUSG00000114083.2	transcribed_processed_pseudogene	pseudogenes	0	2	0	7	0	0	0	1
ENSMUSG00000076710.3	IG_V_gene	Ig_genes	0	0	0	0	0	0	0	0
ENSMUSG00000115301.2	transcribed_processed_pseudogene	pseudogenes	1	3	8	2	0	1	6	4
ENSMUSG00000103479.2	TEC	unconfirmed_genes	1	0	0	1	0	0	0	0
ENSMUSG00000009772.16	protein_coding	coding_genes	24	28	13	28	0	2	5	0
ENSMUSG00000004612.10	protein_coding	coding_genes	0	5	0	4	0	0	2	0
ENSMUSG00000097356.2	lncRNA	long_non_conding_RNA	3	3	3	2	0	0	0	0
ENSMUSG00000113967.2	lncRNA	long_non_conding_RNA	2	0	1	0	0	0	0	0
ENSMUSG00000026824.12	protein_coding	coding_genes	17	8	3	9	0	1	7	2
ENSMUSG00000108991.2	TEC	unconfirmed_genes	0	1	1	0	0	0	0	0
ENSMUSG00000021024.15	protein_coding	coding_genes	68	79	62	59	16	12	27	21
ENSMUSG00000118430.2	unprocessed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000093036.3	miRNA	non_conding_RNA	0	0	2	0	0	0	0	0
ENSMUSG00000030788.17	protein_coding	coding_genes	40	40	32	34	0	15	16	13
ENSMUSG00000037535.6	lncRNA	long_non_conding_RNA	2	1	0	4	2	0	0	1
ENSMUSG00000111464.2	processed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000088060.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000001285.13	protein_coding	coding_genes	43	33	62	31	4	1	6	12
ENSMUSG00000107826.2	TEC	unconfirmed_genes	148	79	106	135	0	4	9	7
ENSMUSG00000082312.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000081094.5	processed_pseudogene	pseudogenes	16	6	10	5	0	1	3	1
ENSMUSG00000077456.3	snoRNA	non_conding_RNA	0	1	1	0	0	0	0	0
ENSMUSG00002075003.1	snRNA	non_conding_RNA	0	0	1	0	0	0	0	0
ENSMUSG00000029994.18	protein_coding	coding_genes	185	134	170	156	0	21	23	22
ENSMUSG00000028359.5	protein_coding	coding_genes	2	0	2	2	1	0	0	0
ENSMUSG00000038209.13	protein_coding	coding_genes	26	22	8	11	0	2	1	0
ENSMUSG00000080978.3	processed_pseudogene	pseudogenes	8	4	0	13	0	0	0	0
ENSMUSG00000114110.2	processed_pseudogene	pseudogenes	16	19	19	15	0	3	3	7
ENSMUSG00000103506.2	TEC	unconfirmed_genes	4	4	8	10	0	0	0	1
ENSMUSG00000064349.1	Mt_tRNA	non_conding_RNA	9361	21637	20529	19110	7977	39609	9224	15689
ENSMUSG00000050578.11	protein_coding	coding_genes	3	0	0	1	0	1	0	2
ENSMUSG00000114593.2	transcribed_processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000085441.2	unprocessed_pseudogene	pseudogenes	0	0	2	2	0	0	0	0
ENSMUSG00000103989.2	IG_V_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000025558.20	protein_coding	coding_genes	161	109	158	116	6	15	18	12
ENSMUSG00000020108.5	protein_coding	coding_genes	62	61	41	45	8	22	20	15
ENSMUSG00000119176.1	snRNA	non_conding_RNA	3	5	5	2	0	0	0	0
ENSMUSG00000066196.12	protein_coding	coding_genes	17	6	11	24	0	0	1	5
ENSMUSG00000090417.5	protein_coding	coding_genes	23	4	7	18	0	0	3	6
ENSMUSG00000074837.3	protein_coding	coding_genes	0	1	0	0	0	0	0	0
ENSMUSG00002076798.1	miRNA	non_conding_RNA	1	1	3	0	0	0	0	0
ENSMUSG00000110273.2	lncRNA	long_non_conding_RNA	1	0	1	2	0	2	0	1
ENSMUSG00000083058.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000072900.4	miRNA	non_conding_RNA	22	13	29	22	5	26	1	1
ENSMUSG00000120761.1	lncRNA	long_non_conding_RNA	8	2	4	0	0	0	0	0
