"TARGET_GENE","GENE_DESCRIPTION","KEGG","BIOCARTA","OBSERVED_MIRNA","OE"
"EVI2A","ecotropic viral integration site 2a","0","0","2","0.282878"
"GDF11","growth differentiation factor 11","0","0","2","0.282878"
"HCFC1R1","host cell factor C1 regulator 1 (XPO1-dependent)","0","0","2","0.282878"
"SMS","spermine synthase","5","0","2","0.282878"
"SUPT16H","suppressor of Ty 16 homolog (S. cerevisiae)","0","0","4","0.282878"
"UBE2A","ubiquitin-conjugating enzyme E2A, RAD6 homolog (S. cerevisiae)","1","1","4","0.282878"
"RNF2","ring finger protein 2","0","0","7","0.281846"
"ARL8B","ADP-ribosylation factor-like 8B","0","0","10","0.281435"
"EIF3A","eukaryotic translation initiation factor 3, subunit A","1","2","5","0.281435"
"MLEC","malectin","0","0","13","0.281214"
"GJD2","gap junction protein, delta 2","1","0","6","0.280482"
"SNAP25","synaptosomal-associated protein 25","1","0","6","0.280482"
"BLMH","bleomycin hydrolase","0","0","3","0.280481"
"CRTAC1","cartilage acidic protein 1","0","0","3","0.280481"
"HAND1","heart and neural crest derivatives expressed transcript 1","0","1","3","0.280481"
"MAP2K5","mitogen-activated protein kinase kinase 5","3","1","3","0.280481"
"ORC5","origin recognition complex, subunit 5","1","0","3","0.280481"
"OSGIN2","oxidative stress induced growth inhibitor family member 2","0","0","3","0.280481"
"SOX11","SRY-box containing gene 11","0","0","15","0.280481"
"ARF3","ADP-ribosylation factor 3","0","0","10","0.280006"
"2810030E01RIK","RIKEN cDNA 2810030E01 gene","0","0","7","0.279803"
"LPHN2","latrophilin 2","0","0","7","0.279803"
"PSIP1","PC4 and SFRS1 interacting protein 1","0","0","7","0.279803"
"BRWD3","bromodomain and WD repeat domain containing 3","0","0","4","0.279298"
"DICER1","Dicer1, Dcr-1 homolog (Drosophila)","0","0","12","0.279298"
"HS3ST5","heparan sulfate (glucosamine) 3-O-sulfotransferase 5","1","0","4","0.279298"
"SEC11A","SEC11 homolog A (S. cerevisiae)","1","0","4","0.279298"
"ZFP326","zinc finger protein 326","0","0","4","0.279298"
"CDH20","cadherin 20","0","0","5","0.278593"
"ZFP367","zinc finger protein 367","0","0","10","0.278592"
"DCP1A","DCP1 decapping enzyme homolog A (S. cerevisiae)","1","0","12","0.278124"
"SMARCD2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2","0","0","6","0.278124"
"SERTAD4","SERTA domain containing 4","0","0","7","0.277791"
"INHBB","inhibin beta-B","2","0","8","0.277541"
"ATF2","activating transcription factor 2","1","5","10","0.277193"
"SPTY2D1","SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)","0","0","10","0.277193"
"UGCG","UDP-glucose ceramide glucosyltransferase","2","0","10","0.277193"
"EFNB2","ephrin B2","1","0","11","0.277066"
"ABCF2","ATP-binding cassette, sub-family F (GCN20), member 2","0","0","3","0.275807"
"FAM179B","family with sequence similarity 179, member B","0","0","4","0.275807"
"NDP","Norrie disease (pseudoglioma) (human)","0","0","4","0.275807"
"PMEPA1","prostate transmembrane protein, androgen induced 1","0","0","3","0.275807"
"PPFIA3","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3","0","0","4","0.275807"
"SOS2","son of sevenless homolog 2 (Drosophila)","24","0","6","0.275807"
"SSX2IP","synovial sarcoma, X breakpoint 2 interacting protein","1","0","7","0.275807"
"TLK1","tousled-like kinase 1","0","0","7","0.275807"
"ZFP654","zinc finger protein 654","0","0","6","0.275807"
"AREG","amphiregulin","1","0","1","0.275806"
"BBC3","BCL2 binding component 3","2","0","5","0.275806"
"CAV3","caveolin 3","3","0","1","0.275806"
"FARP1","FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)","0","0","2","0.275806"
"GM5089","predicted gene 5089","0","0","2","0.275806"
"HPN","hepsin","0","0","1","0.275806"
"ISL1","ISL1 transcription factor, LIM/homeodomain","0","0","5","0.275806"
"ITGB1BP2","integrin beta 1 binding protein 2","0","0","1","0.275806"
"PIK3IP1","phosphoinositide-3-kinase interacting protein 1","0","0","5","0.275806"
"RTN4R","reticulon 4 receptor","0","0","1","0.275806"
"SDF2","stromal cell derived factor 2","0","0","2","0.275806"
"SEC24C","Sec24 related gene family, member C (S. cerevisiae)","1","0","5","0.275806"
"ATL2","atlastin GTPase 2","0","0","9","0.274282"
"HIVEP2","human immunodeficiency virus type I enhancer binding protein 2","0","0","8","0.274094"
"JPH3","junctophilin 3","0","0","7","0.27385"
"KCNMB2","potassium large conductance calcium-activated channel, subfamily M, beta member 2","1","0","6","0.273528"
"TCF12","transcription factor 12","0","0","6","0.273528"
"TSC1","tuberous sclerosis 1","2","1","11","0.273321"
"EIF2S2","eukaryotic translation initiation factor 2, subunit 2 (beta)","1","5","5","0.273076"
"FKBP1A","FK506 binding protein 1a","0","2","5","0.273076"
"GGNBP2","gametogenetin binding protein 2","0","0","5","0.273076"
"LRCH1","leucine-rich repeats and calponin homology (CH) domain containing 1","0","0","10","0.273076"
"MN1","meningioma 1","0","0","5","0.273076"
"YTHDF1","YTH domain family 1","0","0","5","0.273076"
"CCNK","cyclin K","0","0","4","0.272401"
"MTCP1","mature T-cell proliferation 1","0","0","4","0.272401"
"SALL1","sal-like 1 (Drosophila)","0","0","4","0.272401"
"TADA1","transcriptional adaptor 1","0","0","4","0.272401"
"CTNND2","catenin (cadherin associated protein), delta 2","0","0","7","0.271922"
"GATA6","GATA binding protein 6","0","0","7","0.271922"
"OSBPL11","oxysterol binding protein-like 11","0","0","7","0.271922"
"4921528I01RIK","RIKEN cDNA 4921528I01 gene","0","0","3","0.271286"
"AFF2","AF4/FMR2 family, member 2","0","0","3","0.271286"
"ARHGEF10L","Rho guanine nucleotide exchange factor (GEF) 10-like","0","0","3","0.271286"
"TSPYL2","TSPY-like 2","0","0","3","0.271286"
"FLRT3","fibronectin leucine rich transmembrane protein 3","0","0","6","0.271285"
"MAPK6","mitogen-activated protein kinase 6","1","1","6","0.271285"
"UNC5A","unc-5 homolog A (C. elegans)","1","0","6","0.271285"
"TNFRSF11B","tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)","1","0","5","0.270399"
"DCX","doublecortin","0","0","17","0.270243"
"ZFP91","zinc finger protein 91","0","0","12","0.270178"
"D1ERTD622E","DNA segment, Chr 1, ERATO Doi 622, expressed","0","0","7","0.270021"
"CGGBP1","CGG triplet repeat binding protein 1","0","0","11","0.269678"
"9330182L06RIK","RIKEN cDNA 9330182L06 gene","0","0","6","0.26908"
"CAMTA2","calmodulin binding transcription activator 2","0","0","2","0.26908"
"CCRN4L","CCR4 carbon catabolite repression 4-like (S. cerevisiae)","0","0","2","0.26908"
"CDKN2AIP","CDKN2A interacting protein","0","0","4","0.26908"
"FOXP2","forkhead box P2","0","0","12","0.26908"
"NR6A1","nuclear receptor subfamily 6, group A, member 1","0","0","14","0.26908"
"PDK4","pyruvate dehydrogenase kinase, isoenzyme 4","0","0","8","0.26908"
"PTMS","parathymosin","0","0","2","0.26908"
"SMARCA5","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5","0","0","4","0.26908"
"YTHDF3","YTH domain family 3","0","0","10","0.26908"
"EIF5A2","eukaryotic translation initiation factor 5A2","0","0","15","0.268643"
"GRIA3","glutamate receptor, ionotropic, AMPA3 (alpha 3)","2","0","9","0.268352"
"MARCKS","myristoylated alanine rich protein kinase C substrate","1","1","9","0.268352"
"FOXJ3","forkhead box J3","0","0","10","0.267774"
"PHF17","PHD finger protein 17","0","0","10","0.267774"
"BCORL1","BCL6 co-repressor-like 1","0","0","5","0.267773"
"HOXB3","homeobox B3","0","0","5","0.267773"
"MFAP3L","microfibrillar-associated protein 3-like","0","0","5","0.267773"
"DPP10","dipeptidylpeptidase 10","0","0","9","0.26691"
"ROCK1","Rho-associated coiled-coil containing protein kinase 1","8","6","6","0.26691"
"ACTL6A","actin-like 6A","0","0","3","0.266909"
"CNR1","cannabinoid receptor 1 (brain)","1","0","12","0.266909"
"NECAP1","NECAP endocytosis associated 1","0","0","7","0.266296"
"SLITRK5","SLIT and NTRK-like family, member 5","0","0","7","0.266296"
"ZFP217","zinc finger protein 217","0","0","7","0.266296"
"RLIM","ring finger protein, LIM domain interacting","0","0","15","0.266051"
"BMPR2","bone morphogenic protein receptor, type II (serine/threonine kinase)","2","1","4","0.265838"
"CADPS","Ca2+-dependent secretion activator","0","0","4","0.265838"
"CIC","capicua homolog (Drosophila)","0","0","4","0.265838"
"PCDHAC1","protocadherin alpha subfamily C, 1","0","0","8","0.265837"
"CNTLN","centlein, centrosomal protein","0","0","5","0.265199"
"MYT1L","myelin transcription factor 1-like","0","0","10","0.265199"
"FNBP1L","formin binding protein 1-like","0","0","11","0.264967"
"NAA50","N(alpha)-acetyltransferase 50, NatE catalytic subunit","0","0","11","0.264967"
"DPYSL2","dihydropyrimidinase-like 2","1","0","7","0.264472"
"ZC3H11A","zinc finger CCCH type containing 11A","0","0","7","0.264472"
"TSGA14","testis specific gene A14","0","0","8","0.264246"
"EPHA4","Eph receptor A4","1","1","11","0.263815"
"1110002B05RIK","RIKEN cDNA 1110002B05 gene","0","0","3","0.262673"
"1810055G02RIK","RIKEN cDNA 1810055G02 gene","0","0","1","0.262673"
"ATP6V1E2","ATPase, H+ transporting, lysosomal V1 subunit E2","4","0","1","0.262673"
"DCP2","DCP2 decapping enzyme homolog (S. cerevisiae)","1","0","5","0.262673"
"DDIT3","DNA-damage inducible transcript 3","2","1","1","0.262673"
"DGKA","diacylglycerol kinase, alpha","4","0","2","0.262673"
"EML6","echinoderm microtubule associated protein like 6","0","0","8","0.262673"
"EPN2","epsin 2","1","0","7","0.262673"
"FCHO1","FCH domain only 1","0","0","1","0.262673"
"GPC4","glypican 4","0","0","2","0.262673"
"ITCH","itchy, E3 ubiquitin protein ligase","2","0","9","0.262673"
"LONRF1","LON peptidase N-terminal domain and ring finger 1","0","0","6","0.262673"
"MESDC1","mesoderm development candidate 1","0","0","2","0.262673"
"MGAT2","mannoside acetylglucosaminyltransferase 2","2","0","2","0.262673"
"MPRIP","myosin phosphatase Rho interacting protein","0","0","1","0.262673"
"OBFC1","oligonucleotide/oligosaccharide-binding fold containing 1","0","0","1","0.262673"
"PSPC1","paraspeckle protein 1","0","0","3","0.262673"
"SFSWAP","splicing factor, suppressor of white-apricot homolog (Drosophila)","0","0","1","0.262673"
"SMARCB1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","0","0","1","0.262673"
"SQLE","squalene epoxidase","2","0","1","0.262673"
"SYNPR","synaptoporin","0","0","6","0.262673"
"TMEM121","transmembrane protein 121","0","0","1","0.262673"
"ZDHHC5","zinc finger, DHHC domain containing 5","0","0","5","0.262673"
"GFPT2","glutamine fructose-6-phosphate transaminase 2","3","0","4","0.262672"
"MEX3D","mex3 homolog D (C. elegans)","0","0","4","0.262672"
"SOX21","SRY-box containing gene 21","0","0","4","0.262672"
"USP42","ubiquitin specific peptidase 42","0","0","4","0.262672"
"BDNF","brain derived neurotrophic factor","3","0","9","0.261291"
"MLL3","myeloid/lymphoid or mixed-lineage leukemia 3","0","0","8","0.261118"
"PCDHAC2","protocadherin alpha subfamily C, 2","0","0","8","0.261118"
"KLHL14","kelch-like 14 (Drosophila)","0","0","7","0.260898"
"CPEB1","cytoplasmic polyadenylation element binding protein 1","3","0","6","0.260605"
"GMFB","glia maturation factor, beta","0","0","11","0.260418"
"D11WSU99E","DNA segment, Chr 11, Wayne State University 99, expressed","0","0","5","0.260194"
"JDP2","Jun dimerization protein 2","0","0","4","0.259583"
"NPEPPS","aminopeptidase puromycin sensitive","0","0","4","0.259583"
"ULK2","Unc-51 like kinase 2 (C. elegans)","2","0","8","0.259583"
"CARM1","coactivator-associated arginine methyltransferase 1","0","4","3","0.258569"
"GDI1","guanosine diphosphate (GDP) dissociation inhibitor 1","0","0","3","0.258569"
"HPRT","hypoxanthine guanine phosphoribosyl transferase","3","0","3","0.258569"
"MID1IP1","Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish))","0","0","3","0.258569"
"PAX9","paired box gene 9","0","0","9","0.258569"
"ARFIP1","ADP-ribosylation factor interacting protein 1","0","0","6","0.258568"
"ING2","inhibitor of growth family, member 2","0","0","6","0.258568"
"MAP3K8","mitogen-activated protein kinase kinase kinase 8","3","1","6","0.258568"
"STK39","serine/threonine kinase 39, STE20/SPS1 homolog (yeast)","0","0","6","0.258568"
"9430020K01RIK","RIKEN cDNA 9430020K01 gene","0","0","8","0.258065"
"BTAF1","BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, (Mot1 homolog, S. cerevisiae)","0","0","10","0.257763"
"QK","quaking","0","0","15","0.257763"
"E130309F12RIK","RIKEN cDNA E130309F12 gene","0","0","4","0.256565"
"PMP22","peripheral myelin protein 22","0","0","4","0.256565"
"CELF2","CUGBP, Elav-like family member 2","0","0","16","0.256564"
"ELP4","elongation protein 4 homolog (S. cerevisiae)","0","0","6","0.256564"
"FOXD3","forkhead box D3","0","0","2","0.256564"
"MAP2K4","mitogen-activated protein kinase kinase 4","6","15","10","0.256564"
"MAPK1","mitogen-activated protein kinase 1","49","40","10","0.256564"
"STMN1","stathmin 1","1","0","2","0.256564"
"SRSF1","serine/arginine-rich splicing factor 1","1","0","11","0.256023"
"CNTNAP2","contactin associated protein-like 2","1","0","7","0.255715"
"CNTNAP1","contactin associated protein-like 1","1","0","5","0.255377"
"KDM6B","KDM1 lysine (K)-specific demethylase 6B","0","0","5","0.255377"
"PICALM","phosphatidylinositol binding clathrin assembly protein","0","1","5","0.255377"
"ADAM11","a disintegrin and metallopeptidase domain 11","0","0","9","0.254591"
"AFF4","AF4/FMR2 family, member 4","0","0","15","0.254591"
"EPS8","epidermal growth factor receptor pathway substrate 8","0","0","6","0.254591"
"PID1","phosphotyrosine interaction domain containing 1","0","0","6","0.254591"
"ZFP800","zinc finger protein 800","0","0","6","0.254591"
"DHX15","DEAH (Asp-Glu-Ala-His) box polypeptide 15","1","0","3","0.25459"
"RSBN1","rosbin, round spermatid basic protein 1","0","0","10","0.254199"
"KAT2B","K(lysine) acetyltransferase 2B","1","2","7","0.254033"
"FNBP4","formin binding protein 4","0","0","4","0.253615"
"KANK1","KN motif and ankyrin repeat domains 1","0","0","4","0.253615"
"LIMCH1","LIM and calponin homology domains 1","0","0","8","0.253615"
"PVRL1","poliovirus receptor-related 1","2","0","8","0.253615"
"SIN3A","transcriptional regulator, SIN3A (yeast)","1","1","4","0.253615"
"ZFP281","zinc finger protein 281","0","0","4","0.253615"
"FGF7","fibroblast growth factor 7","4","0","5","0.253033"
"NAB1","Ngfi-A binding protein 1","0","0","5","0.253033"
"TESK2","testis-specific kinase 2","0","0","5","0.253033"
"ZBTB7B","zinc finger and BTB domain containing 7B","0","0","5","0.253033"
"CTDSPL2","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2","0","0","11","0.252823"
"EFNB1","ephrin B1","1","0","6","0.252647"
"PTBP2","polypyrimidine tract binding protein 2","0","0","6","0.252647"
"ASXL1","additional sex combs like 1 (Drosophila)","0","0","7","0.252372"
"TMEM55B","transmembrane protein 55b","0","0","7","0.252372"
"LEMD3","LEM domain containing 3","0","0","8","0.252166"
"APBB3","amyloid beta (A4) precursor protein-binding, family B, member 3","0","0","2","0.250733"
"ARF4","ADP-ribosylation factor 4","0","0","4","0.250733"
"CADM4","cell adhesion molecule 4","0","0","3","0.250733"
"CPNE2","copine II","0","0","2","0.250733"
"CRH","corticotropin releasing hormone","2","0","1","0.250733"
"GRM7","glutamate receptor, metabotropic 7","1","0","6","0.250733"
"GTDC1","glycosyltransferase-like domain containing 1","0","0","8","0.250733"
"HERC2","hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 2","1","0","3","0.250733"
"ID4","inhibitor of DNA binding 4","1","0","4","0.250733"
"KCTD3","potassium channel tetramerisation domain containing 3","0","0","1","0.250733"
"KRT10","keratin 10","1","0","1","0.250733"
"LTBP1","latent transforming growth factor beta binding protein 1","1","0","4","0.250733"
"MED21","mediator complex subunit 21","0","0","1","0.250733"
"MEX3A","mex3 homolog A (C. elegans)","0","0","10","0.250733"
"NBEA","neurobeachin","0","0","7","0.250733"
"NEURL4","neuralized homolog 4 (Drosophila)","0","0","2","0.250733"
"NR2F6","nuclear receptor subfamily 2, group F, member 6","0","0","1","0.250733"
"NSD1","nuclear receptor-binding SET-domain protein 1","1","0","11","0.250733"
"PCMTD1","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1","0","0","8","0.250733"
"PNCK","pregnancy upregulated non-ubiquitously expressed CaM kinase","0","0","2","0.250733"
"RAN","RAN, member RAS oncogene family","1","1","3","0.250733"
"RPA2","replication protein A2","4","0","3","0.250733"
"SEL1L3","sel-1 suppressor of lin-12-like 3 (C. elegans)","0","0","5","0.250733"
"SLITRK3","SLIT and NTRK-like family, member 3","0","0","2","0.250733"
"ST18","suppression of tumorigenicity 18","0","0","9","0.250733"
"TNP1","transition protein 1","0","0","1","0.250733"
"UBE2E2","ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast)","2","1","2","0.250733"
"WDR1","WD repeat domain 1","0","0","4","0.250733"
"TGFBR1","transforming growth factor, beta receptor I","10","7","13","0.24986"
"FOXO1","forkhead box O1","3","1","10","0.249599"
"VEZF1","vascular endothelial zinc finger 1","0","0","9","0.249473"
"FCHO2","FCH domain only 2","0","0","8","0.249317"
"PRKAR1A","protein kinase, cAMP dependent regulatory, type I, alpha","2","22","6","0.248848"
"ATP6V1B2","ATPase, H+ transporting, lysosomal V1 subunit B2","4","0","5","0.248475"
"RECK","reversion-inducing-cysteine-rich protein with kazal motifs","0","0","5","0.248475"
"RUNX3","runt related transcription factor 3","0","0","5","0.248475"
"IRS4","insulin receptor substrate 4","5","0","9","0.248226"
"CDYL","chromodomain protein, Y chromosome-like","0","0","4","0.247916"
"CHD7","chromodomain helicase DNA binding protein 7","0","0","4","0.247916"
"PDAP1","PDGFA associated protein 1","0","0","4","0.247916"
"SASH1","SAM and SH3 domain containing 1","0","0","8","0.247916"
"SKOR1","SKI family transcriptional corepressor 1","0","0","4","0.247916"
"DPP8","dipeptidylpeptidase 8","0","0","7","0.247518"
"RBM26","RNA binding motif protein 26","0","0","7","0.247518"
"SEMA4F","sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain","1","0","7","0.247518"
"GRHL1","grainyhead-like 1 (Drosophila)","0","0","3","0.246991"
"TBC1D8","TBC1 domain family, member 8","0","0","3","0.246991"
"SCRT1","scratch homolog 1, zinc finger protein (Drosophila)","0","0","6","0.24699"
"B230219D22RIK","RIKEN cDNA B230219D22 gene","0","0","11","0.246656"
"ARHGAP1","Rho GTPase activating protein 1","0","1","5","0.246255"
"BAI3","brain-specific angiogenesis inhibitor 3","0","0","5","0.246255"
"FNDC4","fibronectin type III domain containing 4","0","0","5","0.246255"
"DLC1","deleted in liver cancer 1","0","0","9","0.245768"
"1700081L11RIK","RIKEN cDNA 1700081L11 gene","0","0","4","0.245161"
"CSF1","colony stimulating factor 1 (macrophage)","2","3","8","0.245161"
"DGKZ","diacylglycerol kinase zeta","4","0","2","0.245161"
"DNMT1","DNA methyltransferase (cytosine-5) 1","2","0","2","0.245161"
"KCNMA1","potassium large conductance calcium-activated channel, subfamily M, alpha member 1","3","0","6","0.245161"
"MMAB","methylmalonic aciduria (cobalamin deficiency) type B homolog (human)","2","0","6","0.245161"
"PELI1","pellino 1","0","0","6","0.245161"
"PKDCC","protein kinase domain containing, cytoplasmic","0","0","4","0.245161"
"PLOD1","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1","1","0","2","0.245161"
"STAG2","stromal antigen 2","1","0","6","0.245161"
"TBR1","T-box brain gene 1","0","0","6","0.245161"
"ETV5","ets variant gene 5","0","1","7","0.244386"
"LBR","lamin B receptor","0","0","5","0.244076"
"RNF11","ring finger protein 11","0","0","5","0.244076"
"CBX5","chromobox homolog 5 (Drosophila HP1a)","0","0","15","0.243359"
"PHF20","PHD finger protein 20","0","0","9","0.243359"
"PIK3R3","phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 3 (p55)","39","0","9","0.243359"
"ZFP36L1","zinc finger protein 36, C3H type-like 1","0","0","6","0.243359"
"CAPZB","capping protein (actin filament) muscle Z-line, beta","0","0","3","0.243358"
"FAM46B","family with sequence similarity 46, member B","0","0","3","0.243358"
"MYCBP2","MYC binding protein 2","0","0","3","0.243358"
"PAK4","p21 protein (Cdc42/Rac)-activated kinase 4","6","1","3","0.243358"
"SFRP2","secreted frizzled-related protein 2","1","0","3","0.243358"
"MBNL2","muscleblind-like 2","0","0","10","0.243001"
"SOCS5","suppressor of cytokine signaling 5","1","0","10","0.243001"
"UBQLN1","ubiquilin 1","1","0","7","0.242848"
"MMD","monocyte to macrophage differentiation-associated","0","0","8","0.242467"
"POU3F1","POU domain, class 3, transcription factor 1","0","0","4","0.242467"
"PRPF38B","PRP38 pre-mRNA processing factor 38 (yeast) domain containing B","1","0","4","0.242467"
"RBBP7","retinoblastoma binding protein 7","0","0","4","0.242467"
"ABCA1","ATP-binding cassette, sub-family A (ABC1), member 1","1","0","9","0.242172"
"SRPK2","serine/arginine-rich protein specific kinase 2","0","0","9","0.242172"
"PCDH9","protocadherin 9","0","0","5","0.241936"
"HLF","hepatic leukemia factor","0","0","11","0.241743"
"4933433P14RIK","RIKEN cDNA 4933433P14 gene","0","0","6","0.241582"
"CPNE8","copine VIII","0","0","7","0.241331"
"IL6ST","interleukin 6 signal transducer","2","2","7","0.241331"
"ZCCHC2","zinc finger, CCHC domain containing 2","0","0","10","0.240879"
"2410066E13RIK","RIKEN cDNA 2410066E13 gene","0","0","6","0.239832"
"AFTPH","aftiphilin","0","0","4","0.239832"
"B3GAT3","beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)","3","0","2","0.239832"
"CDC14A","CDC14 cell division cycle 14 homolog A (S. cerevisiae)","1","0","6","0.239832"
"CTU2","cytosolic thiouridylase subunit 2 homolog (S. pombe)","1","0","1","0.239832"
"EZH2","enhancer of zeste homolog 2 (Drosophila)","0","0","2","0.239832"
"FAM38B","family with sequence similarity 38, member B","0","0","2","0.239832"
"FBXO38","F-box protein 38","0","0","2","0.239832"
"FIBIN","fin bud initiation factor homolog (zebrafish)","0","0","3","0.239832"
"GGT7","gamma-glutamyltransferase 7","6","0","2","0.239832"
"HNF1B","HNF1 homeobox B","1","0","4","0.239832"
"KIF20B","kinesin family member 20B","0","0","1","0.239832"
"MRFAP1","Morf4 family associated protein 1","0","0","3","0.239832"
"NME7","non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase)","3","0","4","0.239832"
"PGGT1B","protein geranylgeranyltransferase type I, beta subunit","0","0","4","0.239832"
"PLEKHJ1","pleckstrin homology domain containing, family J member 1","0","0","1","0.239832"
"PPP6R2","protein phosphatase 6, regulatory subunit 2","0","0","1","0.239832"
"SERPINF2","serine (or cysteine) peptidase inhibitor, clade F, member 2","1","0","2","0.239832"
"SIK1","salt inducible kinase 1","0","0","6","0.239832"
"SLC12A5","solute carrier family 12, member 5","0","0","6","0.239832"
"STX4A","syntaxin 4A (placental)","2","0","1","0.239832"
"TIAL1","Tia1 cytotoxic granule-associated RNA binding protein-like 1","0","0","8","0.239832"
"TSHZ3","teashirt zinc finger family member 3","0","0","6","0.239832"
"USP1","ubiquitin specific peptidase 1","0","0","2","0.239832"
"VPS37D","vacuolar protein sorting 37D (yeast)","1","0","3","0.239832"
"YRDC","yrdC domain containing (E.coli)","0","0","2","0.239832"
"ZFP513","zinc finger protein 513","0","0","1","0.239832"
"CCNL2","cyclin L2","0","0","5","0.239831"
"DLX1","distal-less homeobox 1","0","0","5","0.239831"
"FAM117B","family with sequence similarity 117, member B","0","0","5","0.239831"
"PHF6","PHD finger protein 6","0","0","10","0.238794"
"ZBTB44","zinc finger and BTB domain containing 44","0","0","8","0.238535"
"DDX6","DEAD (Asp-Glu-Ala-Asp) box polypeptide 6","1","0","6","0.238106"
"APPL1","adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1","2","0","10","0.237764"
"PDGFC","platelet-derived growth factor, C polypeptide","6","0","5","0.237764"
"ATP8A1","ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1","0","0","9","0.237537"
"PHTF2","putative homeodomain transcription factor 2","0","0","8","0.237253"
"D18ERTD653E","DNA segment, Chr 18, ERATO Doi 653, expressed","0","0","4","0.237252"
"DENND5A","DENN/MADD domain containing 5A","0","0","4","0.237252"
"GPR85","G protein-coupled receptor 85","0","0","4","0.237252"
"LRBA","LPS-responsive beige-like anchor","0","0","4","0.237252"
"FNDC3B","fibronectin type III domain containing 3B","0","0","11","0.237021"
"SDC2","syndecan 2","3","0","7","0.236889"
"DUSP1","dual specificity phosphatase 1","1","4","3","0.236406"
"EXOC5","exocyst complex component 5","0","0","6","0.236406"
"NKX2-2","NK2 transcription factor related, locus 2 (Drosophila)","1","0","3","0.236406"
"TMEM47","transmembrane protein 47","0","0","6","0.236406"
"WRNIP1","Werner helicase interacting protein 1","0","0","3","0.236406"
"FAM53C","family with sequence similarity 53, member C","0","0","9","0.236405"
"NEGR1","neuronal growth regulator 1","1","0","11","0.236099"
"HMBOX1","homeobox containing 1","0","0","8","0.235984"
"KDM2A","lysine (K)-specific demethylase 2A","0","0","8","0.235984"
"CLTC","clathrin, heavy polypeptide (Hc)","4","0","5","0.235732"
"HEY1","hairy/enhancer-of-split related with YRPW motif 1","0","0","5","0.235732"
"ZNRF3","zinc and ring finger 3","0","0","5","0.235732"
"SCN1A","sodium channel, voltage-gated, type I, alpha","0","0","7","0.235445"
"ATP2B2","ATPase, Ca++ transporting, plasma membrane 2","3","0","9","0.235285"
"ARHGAP20","Rho GTPase activating protein 20","0","0","8","0.234729"
"BTBD12","BTB (POZ) domain containing 12","0","0","2","0.234729"
"CACNB3","calcium channel, voltage-dependent, beta 3 subunit","5","0","4","0.234729"
"CNTN1","contactin 1","1","0","2","0.234729"
"EOMES","eomesodermin homolog (Xenopus laevis)","0","0","4","0.234729"
"G3BP1","Ras-GTPase-activating protein SH3-domain binding protein 1","0","0","4","0.234729"
"HOXC6","homeobox C6","0","0","2","0.234729"
"LHX5","LIM homeobox protein 5","0","0","2","0.234729"
"NR3C1","nuclear receptor subfamily 3, group C, member 1","1","2","10","0.234729"
"PPCS","phosphopantothenoylcysteine synthetase","2","0","2","0.234729"
"SH3RF1","SH3 domain containing ring finger 1","0","0","6","0.234729"
"SRSF4","serine/arginine-rich splicing factor 4","1","0","2","0.234729"
"SSRP1","structure specific recognition protein 1","0","0","2","0.234729"
"BRPF3","bromodomain and PHD finger containing, 3","0","0","7","0.234018"
"M6PR","mannose-6-phosphate receptor, cation dependent","2","0","5","0.233735"
"MYO10","myosin X","1","0","5","0.233735"
"ADAM22","a disintegrin and metallopeptidase domain 22","0","0","13","0.233582"
"E2F3","E2F transcription factor 3","10","0","8","0.233487"
"NEK9","NIMA (never in mitosis gene a)-related expressed kinase 9","0","0","8","0.233487"
"MED13","mediator complex subunit 13","0","0","11","0.233375"
"BRD4","bromodomain containing 4","0","0","6","0.233076"
"SGK1","serum/glucocorticoid regulated kinase 1","1","0","6","0.233076"
"FAM176A","family with sequence similarity 176, member A","0","0","3","0.233075"
"LRP6","low density lipoprotein receptor-related protein 6","1","0","3","0.233075"
"SCN8A","sodium channel, voltage-gated, type VIII, alpha","0","0","13","0.232824"
"ACTR3","ARP3 actin-related protein 3 homolog (yeast)","0","5","4","0.232258"
"DEK","DEK oncogene (DNA binding)","0","0","4","0.232258"
