"TARGET_GENE","GENE_DESCRIPTION","KEGG","BIOCARTA","OBSERVED_MIRNA","OE"
"ADO","2-aminoethanethiol (cysteamine) dioxygenase","2","0","1","0.411056"
"AP1S1","adaptor protein complex AP-1, sigma 1","1","0","1","0.411056"
"ATP6V0D1","ATPase, H+ transporting, lysosomal V0 subunit D1","5","0","1","0.411056"
"D2WSU81E","DNA segment, Chr 2, Wayne State University 81, expressed","0","0","1","0.411056"
"FGF9","fibroblast growth factor 9","4","0","1","0.411056"
"GIPC1","GIPC PDZ domain containing family, member 1","0","0","1","0.411056"
"GPR137","G protein-coupled receptor 137","0","0","1","0.411056"
"LAMP1","lysosomal-associated membrane protein 1","2","0","1","0.411056"
"OMG","oligodendrocyte myelin glycoprotein","0","0","1","0.411056"
"PTBP1","polypyrimidine tract binding protein 1","0","0","1","0.411056"
"RNF149","ring finger protein 149","0","0","1","0.411056"
"RRBP1","ribosome binding protein 1","1","0","1","0.411056"
"SLC10A6","solute carrier family 10 (sodium/bile acid cotransporter family), member 6","0","0","1","0.411056"
"TNPO3","transportin 3","0","0","1","0.411056"
"TSPAN33","tetraspanin 33","0","0","1","0.411056"
"ATP8A1","ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1","0","0","4","0.409091"
"SLC38A4","solute carrier family 38, member 4","0","0","3","0.408439"
"SLC7A11","solute carrier family 7 (cationic amino acid transporter, y+ system), member 11","0","0","6","0.408439"
"4930547N16RIK","RIKEN cDNA 4930547N16 gene","0","0","2","0.407144"
"CCNJL","cyclin J-like","0","0","2","0.407144"
"CELSR1","cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)","0","0","2","0.407144"
"GPR124","G protein-coupled receptor 124","0","0","2","0.407144"
"SMEK1","SMEK homolog 1, suppressor of mek1 (Dictyostelium)","0","0","2","0.407144"
"ZBTB16","zinc finger and BTB domain containing 16","2","1","2","0.407144"
"ATXN1","ataxin 1","0","0","4","0.407143"
"ETV5","ets variant gene 5","0","1","3","0.405855"
"FRMD4B","FERM domain containing 4B","0","0","3","0.405855"
"FRMD5","FERM domain containing 5","0","0","4","0.405213"
"MRAS","muscle and microspikes RAS","3","0","4","0.405213"
"PAPD5","PAP associated domain containing 5","0","0","4","0.405213"
"KPNA6","karyopherin (importin) alpha 6","0","0","4","0.403302"
"SLC30A1","solute carrier family 30 (zinc transporter), member 1","0","0","4","0.403302"
"CPA4","carboxypeptidase A4","0","0","1","0.403301"
"D11WSU99E","DNA segment, Chr 11, Wayne State University 99, expressed","0","0","2","0.403301"
"DOC2A","double C2, alpha","0","0","1","0.403301"
"EFNA4","ephrin A4","1","0","1","0.403301"
"FAM134B","family with sequence similarity 134, member B","0","0","2","0.403301"
"HMGXB3","HMG box domain containing 3","0","0","1","0.403301"
"INHBB","inhibin beta-B","2","0","3","0.403301"
"LATS2","large tumor suppressor 2","0","0","3","0.403301"
"LMCD1","LIM and cysteine-rich domains 1","0","0","1","0.403301"
"LRIG3","leucine-rich repeats and immunoglobulin-like domains 3","0","0","1","0.403301"
"MAPRE1","microtubule-associated protein, RP/EB family, member 1","0","0","3","0.403301"
"MLL2","myeloid/lymphoid or mixed-lineage leukemia 2","0","0","2","0.403301"
"MSL2","male-specific lethal 2 homolog (Drosophila)","0","0","3","0.403301"
"PNKD","paroxysmal nonkinesiogenic dyskinesia","0","0","2","0.403301"
"SLC1A1","solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1","1","0","3","0.403301"
"STMN4","stathmin-like 4","0","0","1","0.403301"
"TMED10","transmembrane emp24-like trafficking protein 10 (yeast)","0","0","3","0.403301"
"TSPAN6","tetraspanin 6","0","0","1","0.403301"
"WDR44","WD repeat domain 44","0","0","2","0.403301"
"XRN2","5'-3' exoribonuclease 2","1","0","1","0.403301"
"ZBTB7A","zinc finger and BTB domain containing 7a","0","1","3","0.403301"
"NRP2","neuropilin 2","0","0","5","0.401785"
"GRHL2","grainyhead-like 2 (Drosophila)","0","0","3","0.400781"
"UTRN","utrophin","0","1","3","0.400781"
"BCL2L2","BCL2-like 2","0","0","5","0.400281"
"BTAF1","BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, (Mot1 homolog, S. cerevisiae)","0","0","4","0.399533"
"CASP3","caspase 3","13","11","2","0.399533"
"CBLB","Casitas B-lineage lymphoma b","9","0","4","0.399533"
"FMR1","fragile X mental retardation syndrome 1 homolog","0","0","4","0.399533"
"KLHL18","kelch-like 18 (Drosophila)","0","0","4","0.399533"
"NR5A2","nuclear receptor subfamily 5, group A, member 2","1","0","2","0.399533"
"ORC2","origin recognition complex, subunit 2","1","0","2","0.399533"
"STYK1","serine/threonine/tyrosine kinase 1","0","0","2","0.399533"
"USP13","ubiquitin specific peptidase 13 (isopeptidase T-3)","0","0","2","0.399533"
"USP45","ubiquitin specific petidase 45","0","0","3","0.398292"
"ARCN1","archain 1","0","0","2","0.395834"
"ARMCX2","armadillo repeat containing, X-linked 2","0","0","1","0.395834"
"BC017612","cDNA sequence BC017612","0","0","1","0.395834"
"CCKBR","cholecystokinin B receptor","3","0","1","0.395834"
"COL24A1","collagen, type XXIV, alpha 1","0","0","2","0.395834"
"CYR61","cysteine rich protein 61","0","0","1","0.395834"
"DLL4","delta-like 4 (Drosophila)","1","0","2","0.395834"
"DYNC1LI1","dynein cytoplasmic 1 light intermediate chain 1","2","0","1","0.395834"
"FCHSD1","FCH and double SH3 domains 1","0","0","3","0.395834"
"FKBP1B","FK506 binding protein 1b","0","0","1","0.395834"
"MXD3","Max dimerization protein 3","0","0","1","0.395834"
"NAT14","N-acetyltransferase 14","0","0","1","0.395834"
"NGEF","neuronal guanine nucleotide exchange factor","1","0","1","0.395834"
"PPP1R12A","protein phosphatase 1, regulatory (inhibitor) subunit 12A","4","0","1","0.395834"
"SIAH1B","seven in absentia 1B","3","0","1","0.395834"
"TMED9","transmembrane emp24 protein transport domain containing 9","0","0","1","0.395834"
"TRIM3","tripartite motif-containing 3","0","0","1","0.395834"
"UBE2L6","ubiquitin-conjugating enzyme E2L 6","2","1","1","0.395834"
"USF2","upstream transcription factor 2","0","0","1","0.395834"
"ZFP598","zinc finger protein 598","0","0","1","0.395834"
"ZSWIM4","zinc finger, SWIM domain containing 4","0","0","2","0.395834"
"ACVR2A","activin receptor IIA","2","0","4","0.395833"
"TGFBR3","transforming growth factor, beta receptor III","0","3","4","0.395833"
"FBXO33","F-box protein 33","0","0","3","0.393405"
"CCDC97","coiled-coil domain containing 97","0","0","2","0.392201"
"IRF2","interferon regulatory factor 2","0","0","2","0.392201"
"KDM4A","lysine (K)-specific demethylase 4A","0","0","2","0.392201"
"NAB1","Ngfi-A binding protein 1","0","0","2","0.392201"
"PTPRF","protein tyrosine phosphatase, receptor type, F","3","0","2","0.392201"
"SPEG","SPEG complex locus","0","0","2","0.392201"
"MKX","mohawk homeobox","0","0","3","0.391006"
"PDK4","pyruvate dehydrogenase kinase, isoenzyme 4","0","0","3","0.391006"
"SCN1A","sodium channel, voltage-gated, type I, alpha","0","0","3","0.391006"
"TNFAIP3","tumor necrosis factor, alpha-induced protein 3","1","3","3","0.391006"
"SATB2","special AT-rich sequence binding protein 2","0","0","4","0.390411"
"2310005G13RIK","RIKEN cDNA 2310005G13 gene","0","0","1","0.388638"
"ADRB3","adrenergic receptor, beta 3","4","0","1","0.388638"
"B3GNT7","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7","1","0","1","0.388638"
"BC022623","","0","0","1","0.388638"
"CCNH","cyclin H","2","2","1","0.388638"
"FAS","Fas (TNF receptor superfamily member 6)","12","9","1","0.388638"
"FOXO6","forkhead box O6","0","0","1","0.388638"
"GADD45A","growth arrest and DNA-damage-inducible 45 alpha","3","4","1","0.388638"
"GSPT1","G1 to S phase transition 1","0","0","1","0.388638"
"ISCA2","iron-sulfur cluster assembly 2 homolog (S. cerevisiae)","0","0","1","0.388638"
"ITGB3","integrin beta 3","8","2","1","0.388638"
"NELL2","NEL-like 2 (chicken)","0","0","1","0.388638"
"ORMDL2","ORM1-like 2 (S. cerevisiae)","0","0","1","0.388638"
"PRKCD","protein kinase C, delta","8","2","1","0.388638"
"RNPEPL1","arginyl aminopeptidase (aminopeptidase B)-like 1","0","0","1","0.388638"
"SIRT7","sirtuin 7 (silent mating type information regulation 2, homolog) 7 (S. cerevisiae)","0","0","1","0.388638"
"SLC4A1","solute carrier family 4 (anion exchanger), member 1","1","0","1","0.388638"
"SNX6","sorting nexin 6","0","0","1","0.388638"
"TGDS","TDP-glucose 4,6-dehydratase","1","0","1","0.388638"
"BRPF3","bromodomain and PHD finger containing, 3","0","0","3","0.388637"
"CALCR","calcitonin receptor","1","0","3","0.388637"
"ELL2","elongation factor RNA polymerase II 2","0","0","3","0.388637"
"SMCR7L","Smith-Magenis syndrome chromosome region, candidate 7-like (human)","0","0","3","0.388637"
"ZCCHC14","zinc finger, CCHC domain containing 14","0","0","3","0.388637"
"DLG5","discs, large homolog 5 (Drosophila)","0","0","2","0.388636"
"EAF1","ELL associated factor 1","0","0","4","0.388636"
"HDGF","hepatoma-derived growth factor","0","0","2","0.388636"
"HOXA11","homeobox A11","0","0","2","0.388636"
"PRKRIR","protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)","0","0","2","0.388636"
"SCYL3","SCY1-like 3 (S. cerevisiae)","0","0","2","0.388636"
"ATP6V1B2","ATPase, H+ transporting, lysosomal V1 subunit B2","4","0","2","0.385136"
"CDK17","cyclin-dependent kinase 17","0","0","2","0.385136"
"ENTPD4","ectonucleoside triphosphate diphosphohydrolase 4","3","0","2","0.385136"
"EXTL2","exostoses (multiple)-like 2","1","0","2","0.385136"
"GPT2","glutamic pyruvate transaminase (alanine aminotransferase) 2","2","0","2","0.385136"
"TCFAP2C","transcription factor AP-2, gamma","0","0","2","0.385136"
"TMEM68","transmembrane protein 68","0","0","2","0.385136"
"VEZT","vezatin, adherens junctions transmembrane protein","0","0","2","0.385136"
"ZSWIM5","zinc finger, SWIM domain containing 5","0","0","2","0.385136"
"COL15A1","collagen, type XV, alpha 1","1","0","3","0.383982"
"MTDH","metadherin","0","0","3","0.383982"
"ZFP462","zinc finger protein 462","0","0","3","0.383982"
"SLC16A6","solute carrier family 16 (monocarboxylic acid transporters), member 6","0","0","3","0.381697"
"ACTN1","actinin, alpha 1","8","3","1","0.381696"
"ADAMTS8","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8","0","0","1","0.381696"
"ARID3C","AT rich interactive domain 3C (BRIGHT-like)","0","0","1","0.381696"
"BAI3","brain-specific angiogenesis inhibitor 3","0","0","2","0.381696"
"C2CD2L","C2 calcium-dependent domain containing 2-like","0","0","2","0.381696"
"CCDC92","coiled-coil domain containing 92","0","0","1","0.381696"
"CCL7","chemokine (C-C motif) ligand 7","3","0","1","0.381696"
"DND1","dead end homolog 1 (zebrafish)","0","0","1","0.381696"
"FAP","fibroblast activation protein","0","0","1","0.381696"
"GSK3B","glycogen synthase kinase 3 beta","19","12","5","0.381696"
"HOXB8","homeobox B8","0","0","1","0.381696"
"KCTD15","potassium channel tetramerisation domain containing 15","0","0","2","0.381696"
"MORF4L2","mortality factor 4 like 2","0","0","1","0.381696"
"PARP16","poly (ADP-ribose) polymerase family, member 16","0","0","2","0.381696"
"PDGFA","platelet derived growth factor, alpha","10","4","1","0.381696"
"PGM2","phosphoglucomutase 2","7","0","1","0.381696"
"SLC35A4","solute carrier family 35, member A4","0","0","1","0.381696"
"SLITRK1","SLIT and NTRK-like family, member 1","0","0","1","0.381696"
"ST3GAL6","ST3 beta-galactoside alpha-2,3-sialyltransferase 6","2","0","2","0.381696"
"TDG","thymine DNA glycosylase","1","0","2","0.381696"
"TMEM184B","transmembrane protein 184b","0","0","2","0.381696"
"TMEM39A","transmembrane protein 39a","0","0","1","0.381696"
"USP10","ubiquitin specific peptidase 10","0","0","1","0.381696"
"USP2","ubiquitin specific peptidase 2","0","0","2","0.381696"
"ZCCHC3","zinc finger, CCHC domain containing 3","0","0","2","0.381696"
"CYB561D1","cytochrome b-561 domain containing 1","0","0","4","0.38"
"DDX19B","DEAD (Asp-Glu-Ala-Asp) box polypeptide 19b","0","0","4","0.38"
"MLL3","myeloid/lymphoid or mixed-lineage leukemia 3","0","0","3","0.379438"
"NLK","nemo like kinase","3","1","3","0.379438"
"PIGA","phosphatidylinositol glycan anchor biosynthesis, class A","2","0","3","0.379438"
"SLC17A6","solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6","0","0","3","0.379438"
"AXL","AXL receptor tyrosine kinase","0","0","2","0.378318"
"CADM1","cell adhesion molecule 1","1","0","4","0.378318"
"CNNM4","cyclin M4","0","0","2","0.378318"
"CNOT2","CCR4-NOT transcription complex, subunit 2","1","0","2","0.378318"
"KLHL28","kelch-like 28 (Drosophila)","0","0","2","0.378318"
"NAMPT","nicotinamide phosphoribosyltransferase","1","0","2","0.378318"
"RYR2","ryanodine receptor 2, cardiac","6","1","2","0.378318"
"TEAD4","TEA domain family member 4","0","0","2","0.378318"
"MTUS1","mitochondrial tumor suppressor 1","0","0","3","0.377206"
"NUP50","nucleoporin 50","1","0","3","0.377206"
"RSPO2","R-spondin 2 homolog (Xenopus laevis)","0","0","3","0.377206"
"ZFPM2","zinc finger protein, multitype 2","0","0","3","0.377206"
"BAZ2B","bromodomain adjacent to zinc finger domain, 2B","0","0","4","0.376652"
"BC024479","cDNA sequence BC024479","0","0","1","0.375"
"CDO1","cysteine dioxygenase 1, cytosolic","3","0","1","0.375"
"ERBB3","v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)","3","1","1","0.375"
"GCLC","glutamate-cysteine ligase, catalytic subunit","2","0","1","0.375"
"GDI2","guanosine diphosphate (GDP) dissociation inhibitor 2","0","0","2","0.375"
"GDPD2","glycerophosphodiester phosphodiesterase domain containing 2","0","0","1","0.375"
"IKBKE","inhibitor of kappaB kinase epsilon","4","0","1","0.375"
"IVNS1ABP","influenza virus NS1A binding protein","0","0","3","0.375"
"KCNAB3","potassium voltage-gated channel, shaker-related subfamily, beta member 3","0","0","1","0.375"
"KCNC3","potassium voltage gated channel, Shaw-related subfamily, member 3","0","0","3","0.375"
"KDELR1","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1","0","1","1","0.375"
"MKNK2","MAP kinase-interacting serine/threonine kinase 2","2","2","2","0.375"
"PHC2","polyhomeotic-like 2 (Drosophila)","0","0","2","0.375"
"PLOD2","procollagen lysine, 2-oxoglutarate 5-dioxygenase 2","1","0","1","0.375"
"SETD3","SET domain containing 3","0","0","1","0.375"
"SLC35F4","solute carrier family 35, member F4","0","0","1","0.375"
"TFPI2","tissue factor pathway inhibitor 2","0","0","1","0.375"
"TMEM101","transmembrane protein 101","0","0","1","0.375"
"TMEM161A","transmembrane protein 161A","0","0","2","0.375"
"TRIM8","tripartite motif-containing 8","0","0","1","0.375"
"TRPM7","transient receptor potential cation channel, subfamily M, member 7","0","0","2","0.375"
"TTC13","tetratricopeptide repeat domain 13","0","0","1","0.375"
"ZFP2","zinc finger protein 2","0","0","1","0.375"
"KBTBD8","kelch repeat and BTB (POZ) domain containing 8","0","0","4","0.373362"
"ZCCHC2","zinc finger, CCHC domain containing 2","0","0","4","0.373362"
"CELF2","CUGBP, Elav-like family member 2","0","0","6","0.37282"
"FNDC5","fibronectin type III domain containing 5","0","0","3","0.372819"
"ZIC4","zinc finger protein of the cerebellum 4","0","0","3","0.372819"
"TGFBR1","transforming growth factor, beta receptor I","10","7","5","0.372387"
"ALPK3","alpha-kinase 3","0","0","2","0.371738"
"CACNB2","calcium channel, voltage-dependent, beta 2 subunit","5","0","2","0.371738"
"UBE2Q2","ubiquitin-conjugating enzyme E2Q (putative) 2","1","0","2","0.371738"
"AMMECR1L","AMME chromosomal region gene 1-like","0","0","3","0.370665"
"6720456H20RIK","RIKEN cDNA 6720456H20 gene","0","0","4","0.37013"
"EPB4.1L1","erythrocyte protein band 4.1-like 1","1","0","4","0.37013"
"PHF6","PHD finger protein 6","0","0","4","0.37013"
"DCX","doublecortin","0","0","6","0.369597"
"9930021J03RIK","RIKEN cDNA 9930021J03 gene","0","0","1","0.368536"
"CHRD","chordin","1","1","1","0.368536"
"DDX42","DEAD (Asp-Glu-Ala-Asp) box polypeptide 42","1","0","1","0.368536"
"DOS","downstream of Stk11","0","0","1","0.368536"
"FSCN1","fascin homolog 1, actin bundling protein (Strongylocentrotus purpuratus)","0","0","1","0.368536"
"HSD3B5","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 5","2","0","1","0.368536"
"ID2","inhibitor of DNA binding 2","1","0","1","0.368536"
"ISG20L2","interferon stimulated exonuclease gene 20-like 2","0","0","1","0.368536"
"KLHL6","kelch-like 6 (Drosophila)","0","0","1","0.368536"
"LHX3","LIM homeobox protein 3","0","0","1","0.368536"
"LMNB1","lamin B1","0","4","1","0.368536"
"PCNXL2","pecanex-like 2 (Drosophila)","0","0","1","0.368536"
"RRM2","ribonucleotide reductase M2","5","0","1","0.368536"
"SLC13A4","solute carrier family 13 (sodium/sulfate symporters), member 4","0","0","1","0.368536"
"SLC30A5","solute carrier family 30 (zinc transporter), member 5","0","0","1","0.368536"
"TCP11L2","t-complex 11 (mouse) like 2","0","0","1","0.368536"
"VIP","vasoactive intestinal polypeptide","1","1","1","0.368536"
"ZFP788","zinc finger protein 788","0","0","1","0.368536"
"PHF21A","PHD finger protein 21A","0","0","3","0.368535"
"PVRL1","poliovirus receptor-related 1","2","0","3","0.368535"
"SCN2A1","sodium channel, voltage-gated, type II, alpha 1","0","0","3","0.368535"
"SETD5","SET domain containing 5","0","0","3","0.368535"
"BHLHE22","basic helix-loop-helix family, member e22","0","0","2","0.368534"
"FERMT2","fermitin family homolog 2 (Drosophila)","0","0","2","0.368534"
"IL6RA","interleukin 6 receptor, alpha","3","0","2","0.368534"
"PEX5","peroxisomal biogenesis factor 5","1","0","2","0.368534"
"RAVER2","ribonucleoprotein, PTB-binding 2","0","0","2","0.368534"
"ZFP148","zinc finger protein 148","0","0","6","0.368534"
"GMFB","glia maturation factor, beta","0","0","4","0.366953"
"BAHD1","bromo adjacent homology domain containing 1","0","0","3","0.366428"
"CAB39","calcium binding protein 39","1","0","3","0.366428"
"CCND1","cyclin D1","19","7","3","0.366428"
"CD164","CD164 antigen","1","0","3","0.366428"
"PRPF4B","PRP4 pre-mRNA processing factor 4 homolog B (yeast)","0","0","3","0.366428"
"BAP1","Brca1 associated protein 1","0","0","2","0.365385"
"CASKIN1","CASK interacting protein 1","0","0","2","0.365385"
"CTCF","CCCTC-binding factor","0","0","2","0.365385"
"DAZAP2","DAZ associated protein 2","0","0","2","0.365385"
"DLGAP4","discs, large homolog-associated protein 4 (Drosophila)","0","0","2","0.365385"
"IL1A","interleukin 1 alpha","8","10","2","0.365385"
"IRS1","insulin receptor substrate 1","5","7","2","0.365385"
"PAK1","p21 protein (Cdc42/Rac)-activated kinase 1","10","12","2","0.365385"
"PTPRZ1","protein tyrosine phosphatase, receptor type Z, polypeptide 1","0","0","2","0.365385"
"TRIM36","tripartite motif-containing 36","0","0","2","0.365385"
"NUFIP2","nuclear fragile X mental retardation protein interacting protein 2","0","0","6","0.365384"
"CALD1","caldesmon 1","1","0","3","0.364347"
"FAM76B","family with sequence similarity 76, member B","0","0","3","0.364347"
"VEGFA","vascular endothelial growth factor A","8","3","3","0.364347"
"MECP2","methyl CpG binding protein 2","0","0","6","0.363315"
"E2F2","E2F transcription factor 2","10","0","2","0.362289"
"MYCBP","c-myc binding protein","0","0","2","0.362289"
"MZT1","mitotic spindle organizing protein 1","0","0","2","0.362289"
"ONECUT3","one cut domain, family member 3","0","0","2","0.362289"
"SNAP25","synaptosomal-associated protein 25","1","0","2","0.362289"
"BCL2","B-cell leukemia/lymphoma 2","10","12","5","0.362288"
"MTF2","metal response element binding transcription factor 2","0","0","3","0.362288"
"SOX11","SRY-box containing gene 11","0","0","5","0.362288"
"TOP1","topoisomerase (DNA) I","0","0","3","0.362288"
"ZFP711","zinc finger protein 711","0","0","3","0.362288"
"ANKRD55","ankyrin repeat domain 55","0","0","1","0.362287"
"CKAP4","cytoskeleton-associated protein 4","1","0","1","0.362287"
"COL13A1","collagen, type XIII, alpha 1","0","0","1","0.362287"
"COL14A1","collagen, type XIV, alpha 1","1","0","1","0.362287"
"CRTAC1","cartilage acidic protein 1","0","0","1","0.362287"
"GADD45GIP1","growth arrest and DNA-damage-inducible, gamma interacting protein 1","0","0","1","0.362287"
"GLDC","glycine decarboxylase","2","0","1","0.362287"
"IER5","immediate early response 5","0","0","1","0.362287"
"MAP2K5","mitogen-activated protein kinase kinase 5","3","1","1","0.362287"
"MLF2","myeloid leukemia factor 2","0","0","1","0.362287"
"NET1","neuroepithelial cell transforming gene 1","0","0","1","0.362287"
"ORC5","origin recognition complex, subunit 5","1","0","1","0.362287"
"OSBPL9","oxysterol binding protein-like 9","0","0","1","0.362287"
"RAB40B","Rab40b, member RAS oncogene family","0","0","1","0.362287"
"RASD1","RAS, dexamethasone-induced 1","0","0","1","0.362287"
"REEP4","receptor accessory protein 4","0","0","1","0.362287"
"STOML1","stomatin-like 1","0","0","1","0.362287"
"TMEM63B","transmembrane protein 63b","0","0","1","0.362287"
"VPS35","vacuolar protein sorting 35","0","0","1","0.362287"
"XBP1","X-box binding protein 1","1","0","1","0.362287"
"DICER1","Dicer1, Dcr-1 homolog (Drosophila)","0","0","4","0.36076"
"SEPT3","septin 3","0","0","4","0.36076"
"WIPF2","WAS/WASL interacting protein family, member 2","0","0","4","0.36076"
"MAN1A","mannosidase 1, alpha","3","0","3","0.360252"
"SCAMP1","secretory carrier membrane protein 1","0","0","3","0.360252"
"UBE2G1","ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, C. elegans)","3","1","3","0.360252"
"ACTR1A","ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)","0","0","2","0.359243"
"EMID2","EMI domain containing 2","0","0","2","0.359243"
"FOXP3","forkhead box P3","0","0","2","0.359243"
"KDM2B","lysine (K)-specific demethylase 2B","0","0","2","0.359243"
"RNF145","ring finger protein 145","0","0","2","0.359243"
"SLC20A1","solute carrier family 20, member 1","0","0","2","0.359243"
"SMARCD2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2","0","0","2","0.359243"
"ADAMTS15","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15","0","0","3","0.35824"
"PAK7","p21 protein (Cdc42/Rac)-activated kinase 7","6","1","3","0.35824"
"BASP1","brain abundant, membrane attached signal protein 1","0","0","1","0.35625"
"CCR7","chemokine (C-C motif) receptor 7","2","1","1","0.35625"
"CORO1C","coronin, actin binding protein 1C","0","0","2","0.35625"
"DNALC4","dynein, axonemal, light chain 4","1","0","1","0.35625"
"FBXO9","f-box protein 9","0","0","1","0.35625"
"ITGA7","integrin alpha 7","6","0","1","0.35625"
"MAF1","MAF1 homolog (S. cerevisiae)","0","0","1","0.35625"
"MICAL1","microtubule associated monoxygenase, calponin and LIM domain containing 1","0","0","1","0.35625"
"MYOG","myogenin","0","0","1","0.35625"
"OXSR1","oxidative-stress responsive 1","0","0","3","0.35625"
"PTPN21","protein tyrosine phosphatase, non-receptor type 21","0","0","2","0.35625"
"RAPGEF5","Rap guanine nucleotide exchange factor (GEF) 5","0","0","1","0.35625"
"SEPP1","selenoprotein P, plasma, 1","0","0","1","0.35625"
"TRIM71","tripartite motif-containing 71","0","0","1","0.35625"
"TSPAN14","tetraspanin 14","0","0","2","0.35625"
"TXNRD1","thioredoxin reductase 1","1","0","2","0.35625"
"ZFP654","zinc finger protein 654","0","0","2","0.35625"
"ARID4B","AT rich interactive domain 4B (RBP1-like)","0","0","4","0.354771"
"CAMK2G","calcium/calmodulin-dependent protein kinase II gamma","11","5","3","0.354281"
"NCEH1","arylacetamide deacetylase-like 1","0","0","3","0.354281"
"STK38L","serine/threonine kinase 38 like","0","0","3","0.354281"
"STXBP5","syntaxin binding protein 5 (tomosyn)","0","0","5","0.353891"
"ADAMTS4","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4","0","0","2","0.353306"
"RBM24","RNA binding motif protein 24","0","0","2","0.353306"
"TBKBP1","TBK1 binding protein 1","1","0","2","0.353306"
"CCDC117","coiled-coil domain containing 117","0","0","3","0.352335"
"COL12A1","collagen, type XII, alpha 1","1","0","3","0.352335"
"DUSP16","dual specificity phosphatase 16","1","0","3","0.352335"
"PEA15A","phosphoprotein enriched in astrocytes 15A","0","0","3","0.352335"
"RAB10","RAB10, member RAS oncogene family","0","0","3","0.352335"
"DMD","dystrophin, muscular dystrophy","4","1","4","0.351852"
"CAMTA1","calmodulin binding transcription activator 1","0","0","5","0.351562"
"LIN28B","lin-28 homolog B (C. elegans)","0","0","5","0.351562"
"4921528I01RIK","RIKEN cDNA 4921528I01 gene","0","0","1","0.350411"
"COIL","coilin","0","0","1","0.350411"
"HSPA9","heat shock protein 9","1","0","1","0.350411"
"MARK3","MAP/microtubule affinity-regulating kinase 3","0","0","1","0.350411"
"MYPOP","Myb-related transcription factor, partner of profilin","0","0","1","0.350411"
"NRIP1","nuclear receptor interacting protein 1","0","2","1","0.350411"
"OLA1","Obg-like ATPase 1","0","0","1","0.350411"
"PLK2","polo-like kinase 2 (Drosophila)","0","0","1","0.350411"
"QRICH1","glutamine-rich 1","0","0","1","0.350411"
"RER1","RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)","0","0","1","0.350411"
"SPNB3","spectrin beta 3","0","0","1","0.350411"
"TMEM131","transmembrane protein 131","0","0","1","0.350411"
"WBP2","WW domain binding protein 2","0","0","1","0.350411"
"WDR20A","WD repeat domain 20A","0","0","1","0.350411"
"ZFP423","zinc finger protein 423","0","0","1","0.350411"
"HAPLN1","hyaluronan and proteoglycan link protein 1","0","0","3","0.35041"
"HNRNPUL2","heterogeneous nuclear ribonucleoprotein U-like 2","0","0","3","0.35041"
"ZCCHC24","zinc finger, CCHC domain containing 24","0","0","3","0.35041"
"CCNE2","cyclin E2","6","0","2","0.350409"
"CHST10","carbohydrate sulfotransferase 10","0","0","2","0.350409"
"EDN1","endothelin 1","4","3","2","0.350409"
"FLRT3","fibronectin leucine rich transmembrane protein 3","0","0","2","0.350409"
"IGF2BP1","insulin-like growth factor 2 mRNA binding protein 1","0","0","2","0.350409"
"KCNC4","potassium voltage gated channel, Shaw-related subfamily, member 4","0","0","2","0.350409"
"MAPK6","mitogen-activated protein kinase 6","1","1","2","0.350409"
"PKIA","protein kinase inhibitor, alpha","0","0","4","0.350409"
"POMT2","protein-O-mannosyltransferase 2","1","0","2","0.350409"
"RAB39B","RAB39B, member RAS oncogene family","0","0","2","0.350409"
"RTN3","reticulon 3","0","0","2","0.350409"
"UNC5A","unc-5 homolog A (C. elegans)","1","0","2","0.350409"
"URM1","ubiquitin related modifier 1 homolog (S. cerevisiae)","1","0","2","0.350409"
"ZFP12","zinc finger protein 12","0","0","2","0.350409"
"SAMD8","sterile alpha motif domain containing 8","0","0","4","0.348979"
"STC1","stanniocalcin 1","0","0","4","0.348979"
"DNAJC16","DnaJ (Hsp40) homolog, subfamily C, member 16","0","0","3","0.348506"
"UBE2J1","ubiquitin-conjugating enzyme E2, J1","3","0","3","0.348506"
"USP46","ubiquitin specific peptidase 46","0","0","3","0.348506"
"CNOT7","CCR4-NOT transcription complex, subunit 7","1","0","2","0.347561"
"LOXL3","lysyl oxidase-like 3","0","0","2","0.347561"
"MAGI1","membrane associated guanylate kinase, WW and PDZ domain containing 1","1","0","4","0.347561"
