"TARGET_GENE","GENE_DESCRIPTION","KEGG","BIOCARTA","OBSERVED_MIRNA","OE"
"NDST1","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1","2","0","11","0.218526"
"B230312A22RIK","RIKEN cDNA B230312A22 gene","0","0","4","0.218275"
"CBFA2T3","core-binding factor, runt domain, alpha subunit 2, translocated to, 3 (human)","0","0","4","0.218275"
"FRMD4B","FERM domain containing 4B","0","0","8","0.218275"
"IL10","interleukin 10","14","5","4","0.218275"
"LTN1","listerin E3 ubiquitin protein ligase 1","0","0","8","0.218275"
"PTPRU","protein tyrosine phosphatase, receptor type, U","0","0","4","0.218275"
"NEO1","neogenin","1","0","9","0.217968"
"SASH1","SAM and SH3 domain containing 1","0","0","9","0.217968"
"SCAMP1","secretory carrier membrane protein 1","0","0","9","0.217968"
"BOD1L","biorientation of chromosomes in cell division 1-like","0","0","5","0.217724"
"SNIP1","Smad nuclear interacting protein 1","0","0","5","0.217724"
"ZMAT3","zinc finger matrin type 3","1","0","16","0.217586"
"SLC23A2","solute carrier family 23 (nucleobase transporters), member 2","0","1","11","0.217524"
"SLC20A1","solute carrier family 20, member 1","0","0","6","0.217357"
"WDTC1","WD and tetratricopeptide repeats 1","0","0","6","0.217357"
"MTPN","myotrophin","0","0","13","0.217217"
"KLHL20","kelch-like 20 (Drosophila)","0","0","7","0.217097"
"CENPO","centromere protein O","0","0","8","0.216902"
"NTN1","netrin 1","1","0","8","0.216902"
"TNFRSF1B","tumor necrosis factor receptor superfamily, member 1b","3","8","8","0.216902"
"SCD1","stearoyl-Coenzyme A desaturase 1","2","0","9","0.21675"
"SGPP1","sphingosine-1-phosphate phosphatase 1","1","0","9","0.21675"
"KRAS","v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog","35","1","11","0.21653"
"FAM179B","family with sequence similarity 179, member B","0","0","4","0.215547"
"TMEM47","transmembrane protein 47","0","0","7","0.215547"
"VAMP5","vesicle-associated membrane protein 5","1","0","4","0.215547"
"ACO2","aconitase 2, mitochondrial","3","1","1","0.215546"
"AREG","amphiregulin","1","0","1","0.215546"
"BASP1","brain abundant, membrane attached signal protein 1","0","0","3","0.215546"
"BC008163","","0","0","2","0.215546"
"CABYR","calcium-binding tyrosine-(Y)-phosphorylation regulated (fibrousheathin 2)","0","0","2","0.215546"
"CAV3","caveolin 3","3","0","1","0.215546"
"CCDC71","coiled-coil domain containing 71","0","0","5","0.215546"
"CNTN4","contactin 4","0","0","10","0.215546"
"CPNE8","copine VIII","0","0","8","0.215546"
"CSPG4","chondroitin sulfate proteoglycan 4","0","0","1","0.215546"
"ETL4","enhancer trap locus 4","0","0","10","0.215546"
"EVI5L","ecotropic viral integration site 5 like","0","0","5","0.215546"
"FAM178A","family with sequence similarity 178, member A","0","0","15","0.215546"
"FARP1","FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)","0","0","2","0.215546"
"FBXO9","f-box protein 9","0","0","3","0.215546"
"FEZF2","Fez family zinc finger 2","0","0","1","0.215546"
"GM5089","predicted gene 5089","0","0","2","0.215546"
"HOXA9","homeobox A9","0","0","2","0.215546"
"HPN","hepsin","0","0","1","0.215546"
"KDM3A","lysine (K)-specific demethylase 3A","0","0","5","0.215546"
"KIF4","kinesin family member 4","0","0","1","0.215546"
"LOXL1","lysyl oxidase-like 1","0","0","1","0.215546"
"MAF1","MAF1 homolog (S. cerevisiae)","0","0","3","0.215546"
"MFAP2","microfibrillar-associated protein 2","0","0","1","0.215546"
"MYOG","myogenin","0","0","3","0.215546"
"OIT1","oncoprotein induced transcript 1","0","0","1","0.215546"
"PIN1","protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1","1","1","2","0.215546"
"POU4F1","POU domain, class 4, transcription factor 1","0","0","8","0.215546"
"SH3D19","SH3 domain protein D19","0","0","10","0.215546"
"SPNS3","spinster homolog 3 (Drosophila)","0","0","1","0.215546"
"TNFAIP6","tumor necrosis factor alpha induced protein 6","0","0","2","0.215546"
"TRIM71","tripartite motif-containing 71","0","0","3","0.215546"
"TUBA1A","tubulin, alpha 1A","2","1","1","0.215546"
"TUBB2A","tubulin, beta 2A","2","0","1","0.215546"
"UTRN","utrophin","0","1","8","0.215546"
"WBP2NL","WBP2 N-terminal like","0","0","1","0.215546"
"HBEGF","heparin-binding EGF-like growth factor","2","1","10","0.214474"
"SEPT11","septin 11","0","0","10","0.214474"
"D19WSU162E","DNA segment, Chr 19, Wayne State University 162, expressed","0","0","9","0.214355"
"GDNF","glial cell line derived neurotrophic factor","0","0","8","0.214208"
"CAV2","caveolin 2","3","0","7","0.214017"
"FBXO41","F-box protein 41","0","0","11","0.213604"
"RET","ret proto-oncogene","3","0","11","0.213604"
"CBLN1","cerebellin 1 precursor protein","0","0","5","0.213412"
"HOXC13","homeobox C13","0","0","5","0.213412"
"MN1","meningioma 1","0","0","5","0.213412"
"PAPPA","pregnancy-associated plasma protein A","0","0","14","0.213261"
"CLDN12","claudin 12","0","0","9","0.213177"
"CD163","CD163 antigen","0","0","4","0.212885"
"CSTF3","cleavage stimulation factor, 3' pre-RNA, subunit 3","0","0","4","0.212885"
"DMRT3","doublesex and mab-3 related transcription factor 3","0","0","4","0.212885"
"ENC1","ectodermal-neural cortex 1","0","0","8","0.212885"
"FAM118A","family with sequence similarity 118, member A","0","0","4","0.212885"
"MAPRE3","microtubule-associated protein, RP/EB family, member 3","0","0","4","0.212885"
"MTCP1","mature T-cell proliferation 1","0","0","4","0.212885"
"PHF16","PHD finger protein 16","0","0","4","0.212885"
"SAMD12","sterile alpha motif domain containing 12","0","0","4","0.212885"
"SYNGR3","synaptogyrin 3","0","0","4","0.212885"
"UBE2I","ubiquitin-conjugating enzyme E2I","2","0","4","0.212885"
"YWHAQ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide","3","2","4","0.212885"
"NR2F2","nuclear receptor subfamily 2, group F, member 2","0","0","7","0.21251"
"RIC8B","resistance to inhibitors of cholinesterase 8 homolog B (C. elegans)","0","0","7","0.21251"
"SPPL3","signal peptide peptidase 3","0","0","7","0.21251"
"XPO1","exportin 1, CRM1 homolog (yeast)","1","1","7","0.21251"
"AFF2","AF4/FMR2 family, member 2","0","0","3","0.212013"
"ARHGEF10L","Rho guanine nucleotide exchange factor (GEF) 10-like","0","0","3","0.212013"
"HSPA9","heat shock protein 9","1","0","3","0.212013"
"WBP2","WW domain binding protein 2","0","0","3","0.212013"
"WDR20A","WD repeat domain 20A","0","0","3","0.212013"
"XIAP","X-linked inhibitor of apoptosis","7","5","9","0.212013"
"ARL6IP1","ADP-ribosylation factor-like 6 interacting protein 1","0","0","6","0.212012"
"CCDC120","coiled-coil domain containing 120","0","0","6","0.212012"
"DOCK9","dedicator of cytokinesis 9","0","0","6","0.212012"
"IGF2BP1","insulin-like growth factor 2 mRNA binding protein 1","0","0","6","0.212012"
"MAN1A2","mannosidase, alpha, class 1A, member 2","3","0","6","0.212012"
"RAB39B","RAB39B, member RAS oncogene family","0","0","6","0.212012"
"SNAP91","synaptosomal-associated protein 91","0","0","6","0.212012"
"KIF1B","kinesin family member 1B","0","0","14","0.211765"
"LBH","limb-bud and heart","0","0","8","0.211579"
"TMEM168","transmembrane protein 168","0","0","8","0.211579"
"CAP1","CAP, adenylate cyclase-associated protein 1 (yeast)","0","1","5","0.21132"
"FBN2","fibrillin 2","0","0","5","0.21132"
"PLEKHA1","pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1","0","0","10","0.21132"
"SNAI2","snail homolog 2 (Drosophila)","1","1","5","0.21132"
"RAP2A","RAS related protein 2a","0","0","12","0.211147"
"DNAJC6","DnaJ (Hsp40) homolog, subfamily C, member 6","1","0","7","0.211025"
"METAP1","methionyl aminopeptidase 1","0","0","7","0.211025"
"SMURF1","SMAD specific E3 ubiquitin protein ligase 1","3","0","7","0.211025"
"STOX2","storkhead box 2","0","0","7","0.211025"
"DNAJC16","DnaJ (Hsp40) homolog, subfamily C, member 16","0","0","9","0.210861"
"SEC62","SEC62 homolog (S. cerevisiae)","2","0","9","0.210861"
"TIMP3","tissue inhibitor of metalloproteinase 3","0","1","9","0.210861"
"USP46","ubiquitin specific peptidase 46","0","0","9","0.210861"
"DDX19B","DEAD (Asp-Glu-Ala-Asp) box polypeptide 19b","0","0","11","0.210757"
"PPP1R9A","protein phosphatase 1, regulatory (inhibitor) subunit 9A","0","0","19","0.210559"
"9330182L06RIK","RIKEN cDNA 9330182L06 gene","0","0","6","0.210289"
"AP1G1","adaptor protein complex AP-1, gamma 1 subunit","1","0","6","0.210289"
"ARL3","ADP-ribosylation factor-like 3","0","0","2","0.210289"
"CAMTA2","calmodulin binding transcription activator 2","0","0","2","0.210289"
"CDKN2AIP","CDKN2A interacting protein","0","0","4","0.210289"
"CHMP7","CHMP family, member 7","0","0","6","0.210289"
"CUL1","cullin 1","7","2","2","0.210289"
"DUSP2","dual specificity phosphatase 2","1","0","4","0.210289"
"ETV4","ets variant gene 4 (E1A enhancer binding protein, E1AF)","0","0","2","0.210289"
"FYB","FYN binding protein","0","0","2","0.210289"
"GTF2I","general transcription factor II I","1","0","4","0.210289"
"ITSN1","intersectin 1 (SH3 domain protein 1A)","0","0","18","0.210289"
"MUP3","major urinary protein 3","0","0","2","0.210289"
"PGM2L1","phosphoglucomutase 2-like 1","1","0","12","0.210289"
"PHB2","prohibitin 2","0","1","2","0.210289"
"RALGDS","ral guanine nucleotide dissociation stimulator","3","1","4","0.210289"
"SOX4","SRY-box containing gene 4","0","0","6","0.210289"
"TEAD3","TEA domain family member 3","0","0","4","0.210289"
"TNFAIP3","tumor necrosis factor, alpha-induced protein 3","1","3","8","0.210289"
"PPP6R3","protein phosphatase 6, regulatory subunit 3","0","0","9","0.209721"
"RASA2","RAS p21 protein activator 2","1","0","9","0.209721"
"TOB2","transducer of ERBB2, 2","0","1","9","0.209721"
"DYNC1LI2","dynein, cytoplasmic 1 light intermediate chain 2","2","0","7","0.209559"
"PPP3CB","protein phosphatase 3, catalytic subunit, beta isoform","13","13","7","0.209559"
"RNF4","ring finger protein 4","0","0","7","0.209559"
"SFXN1","sideroflexin 1","0","0","7","0.209559"
"PHF17","PHD finger protein 17","0","0","10","0.209268"
"CNKSR2","connector enhancer of kinase suppressor of Ras 2","0","0","8","0.209015"
"SUV420H1","suppressor of variegation 4-20 homolog 1 (Drosophila)","1","0","8","0.209015"
"CXCL12","chemokine (C-X-C motif) ligand 12","5","2","14","0.208834"
"4833424O15RIK","RIKEN cDNA 4833424O15 gene","0","0","9","0.208593"
"ANP32A","acidic (leucine-rich) nuclear phosphoprotein 32 family, member A","0","1","3","0.208593"
"B3GALT1","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1","2","0","12","0.208593"
"DOK4","docking protein 4","0","0","6","0.208593"
"IFNG","interferon gamma","17","11","3","0.208593"
"NOL6","nucleolar protein family 6 (RNA-associated)","0","0","3","0.208593"
"SOX13","SRY-box containing gene 13","0","0","3","0.208593"
"SOX30","SRY-box containing gene 30","0","0","3","0.208593"
"SRSF13B","serine/arginine-rich splicing factor 13B","0","0","6","0.208593"
"ZFP36","zinc finger protein 36","0","0","3","0.208593"
"GPR158","G protein-coupled receptor 158","0","0","10","0.208257"
"RUNX1","runt related transcription factor 1","3","0","10","0.208257"
"EYA4","eyes absent 4 homolog (Drosophila)","0","0","7","0.208114"
"GSE1","genetic suppressor element 1","0","0","7","0.208114"
"SMAD7","MAD homolog 7 (Drosophila)","2","1","7","0.208114"
"ASPH","aspartate-beta-hydroxylase","0","1","15","0.207922"
"AP3M1","adaptor-related protein complex 3, mu 1 subunit","1","0","4","0.207756"
"DEPDC1B","DEP domain containing 1B","0","0","4","0.207756"
"LSM12","LSM12 homolog (S. cerevisiae)","0","0","4","0.207756"
"NAV3","neuron navigator 3","0","0","4","0.207756"
"SHOC2","soc-2 (suppressor of clear) homolog (C. elegans)","0","0","8","0.207755"
"SNPH","syntaphilin","0","0","8","0.207755"
"FAM168A","family with sequence similarity 168, member A","0","0","13","0.207563"
"HIAT1","hippocampus abundant gene transcript 1","0","0","5","0.207256"
"MOBKL2B","MOB1, Mps One Binder kinase activator-like 2B (yeast)","0","0","5","0.207256"
"X99384","cDNA sequence X99384","0","0","5","0.207256"
"ZFAND3","zinc finger, AN1-type domain 3","0","0","5","0.207256"
"SCN2B","sodium channel, voltage-gated, type II, beta","0","0","11","0.207075"
"APAF1","apoptotic peptidase activating factor 1","7","9","6","0.206924"
"DIP2A","DIP2 disco-interacting protein 2 homolog A (Drosophila)","0","0","6","0.206924"
"KLF11","Kruppel-like factor 11","0","0","6","0.206924"
"STX3","syntaxin 3","1","0","6","0.206924"
"C77080","expressed sequence C77080","0","0","7","0.206688"
"WNT2B","wingless related MMTV integration site 2b","5","0","7","0.206688"
"COL15A1","collagen, type XV, alpha 1","1","0","8","0.206511"
"KCND2","potassium voltage-gated channel, Shal-related family, member 2","0","0","8","0.206511"
"BTRC","beta-transducin repeat containing protein","5","2","9","0.206374"
"TMCC1","transmembrane and coiled coil domains 1","0","0","10","0.206265"
"PPTC7","PTC7 protein phosphatase homolog (S. cerevisiae)","0","0","11","0.206175"
"CEP350","centrosomal protein 350","0","0","12","0.2061"
"SLC7A11","solute carrier family 7 (cationic amino acid transporter, y+ system), member 11","0","0","15","0.205936"
"1500010J02RIK","RIKEN cDNA 1500010J02 gene","0","0","1","0.205282"
"1810055G02RIK","RIKEN cDNA 1810055G02 gene","0","0","1","0.205282"
"6720456H20RIK","RIKEN cDNA 6720456H20 gene","0","0","11","0.205282"
"ADRB2","adrenergic receptor, beta 2","4","3","3","0.205282"
"ARID4A","AT rich interactive domain 4A (RBP1-like)","0","0","8","0.205282"
"ATP6V1E2","ATPase, H+ transporting, lysosomal V1 subunit E2","4","0","1","0.205282"
"BAT1A","HLA-B-associated transcript 1A","2","0","3","0.205282"
"CDC27","cell division cycle 27 homolog (S. cerevisiae)","4","0","11","0.205282"
"CPNE6","copine VI","0","0","1","0.205282"
"DDIT3","DNA-damage inducible transcript 3","2","1","1","0.205282"
"DUSP9","dual specificity phosphatase 9","1","0","4","0.205282"
"EML4","echinoderm microtubule associated protein like 4","0","0","7","0.205282"
"FAM166B","family with sequence similarity 166, member B","0","0","1","0.205282"
"FAM195A","family with sequence similarity 195, member A","0","0","1","0.205282"
"FCHO1","FCH domain only 1","0","0","1","0.205282"
"FHOD3","formin homology 2 domain containing 3","0","0","3","0.205282"
"GLS2","glutaminase 2 (liver, mitochondrial)","6","0","2","0.205282"
"KCNK3","potassium channel, subfamily K, member 3","0","0","5","0.205282"
"MMGT1","membrane magnesium transporter 1","0","0","10","0.205282"
"NME6","non-metastatic cells 6, protein expressed in (nucleoside-diphosphate kinase)","3","0","2","0.205282"
"NSG2","neuron specific gene family member 2","0","0","5","0.205282"
"OBFC1","oligonucleotide/oligosaccharide-binding fold containing 1","0","0","1","0.205282"
"PDHX","pyruvate dehydrogenase complex, component X","4","0","3","0.205282"
"PLD3","phospholipase D family, member 3","0","0","2","0.205282"
"PPP2R5B","protein phosphatase 2, regulatory subunit B (B56), beta isoform","2","1","2","0.205282"
"PSPC1","paraspeckle protein 1","0","0","3","0.205282"
"RAC3","RAS-related C3 botulinum substrate 3","14","0","1","0.205282"
"RALGPS2","Ral GEF with PH domain and SH3 binding motif 2","0","0","5","0.205282"
"RASGRP2","RAS, guanyl releasing protein 2","2","0","2","0.205282"
"RNF207","ring finger protein 207","0","0","1","0.205282"
"SAP30L","SAP30-like","0","0","2","0.205282"
"SGSM2","small G protein signaling modulator 2","0","0","5","0.205282"
"SH3GLB2","SH3-domain GRB2-like endophilin B2","1","1","1","0.205282"
"SKI","ski sarcoma viral oncogene homolog (avian)","0","0","9","0.205282"
"SLC6A15","solute carrier family 6 (neurotransmitter transporter), member 15","0","0","5","0.205282"
"SMARCB1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","0","0","1","0.205282"
"SMEK1","SMEK homolog 1, suppressor of mek1 (Dictyostelium)","0","0","5","0.205282"
"SOX21","SRY-box containing gene 21","0","0","4","0.205282"
"SP3","trans-acting transcription factor 3","0","1","6","0.205282"
"SQLE","squalene epoxidase","2","0","1","0.205282"
"TAF4B","TAF4B RNA polymerase II, TATA box binding protein (TBP)-associated factor","2","0","8","0.205282"
"TCF7","transcription factor 7, T-cell specific","11","0","4","0.205282"
"TRIP11","thyroid hormone receptor interactor 11","0","0","1","0.205282"
"TSPAN4","tetraspanin 4","0","0","1","0.205282"
"ZFP273","zinc finger protein 273","0","0","2","0.205282"
"ABL2","v-abl Abelson murine leukemia viral oncogene homolog 2 (arg, Abelson-related gene)","2","0","15","0.204633"
"4933426M11RIK","RIKEN cDNA 4933426M11 gene","0","0","10","0.204309"
"PTGFRN","prostaglandin F2 receptor negative regulator","0","0","10","0.204309"
"ARHGEF17","Rho guanine nucleotide exchange factor (GEF) 17","0","2","8","0.204067"
"FBXL3","F-box and leucine-rich repeat protein 3","1","0","7","0.203895"
"MTAP2","microtubule-associated protein 2","0","0","13","0.203789"
"ABI1","abl-interactor 1","0","0","6","0.203666"
"BNIP2","BCL2/adenovirus E1B interacting protein 2","0","0","6","0.203666"
"CELSR2","cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)","0","0","6","0.203666"
"CLIP1","CAP-GLY domain containing linker protein 1","0","0","6","0.203666"
"RPRD2","regulation of nuclear pre-mRNA domain containing 2","0","0","11","0.20352"
"EVI5","ecotropic viral integration site 5","0","0","10","0.203346"
"PPPDE1","PPPDE peptidase domain containing 1","0","0","10","0.203346"
"ROCK2","Rho-associated coiled-coil containing protein kinase 2","8","1","10","0.203346"
"RPGRIP1L","Rpgrip1-like","0","0","10","0.203346"
"MAX","Max protein","3","2","5","0.203345"
"RNF220","ring finger protein 220","0","0","5","0.203345"
"MEGF9","multiple EGF-like-domains 9","0","0","9","0.203132"
"SBF1","SET binding factor 1","0","0","4","0.202867"
"SLC30A7","solute carrier family 30 (zinc transporter), member 7","0","0","4","0.202867"
"ARHGEF12","Rho guanine nucleotide exchange factor (GEF) 12","3","2","11","0.20265"
"ARNT","aryl hydrocarbon receptor nuclear translocator","2","3","7","0.202527"
"C030046E11RIK","RIKEN cDNA C030046E11 gene","0","0","7","0.202527"
"ANKRD44","ankyrin repeat domain 44","0","0","12","0.202075"
"ARF6","ADP-ribosylation factor 6","2","0","9","0.202075"
"CNOT8","CCR4-NOT transcription complex, subunit 8","1","0","3","0.202075"
"DLG2","discs, large homolog 2 (Drosophila)","0","0","12","0.202075"
"DTX4","deltex 4 homolog (Drosophila)","1","0","12","0.202075"
"GJA6","gap junction protein, alpha 6","0","0","3","0.202075"
"HPRT","hypoxanthine guanine phosphoribosyl transferase","3","0","3","0.202075"
"KCNJ14","potassium inwardly-rectifying channel, subfamily J, member 14","0","0","3","0.202075"
"LRP4","low density lipoprotein receptor-related protein 4","0","0","9","0.202075"
"MID1IP1","Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish))","0","0","3","0.202075"
"NCKAP5L","NCK-associated protein 5-like","0","0","3","0.202075"
"POU2F2","POU domain, class 2, transcription factor 2","0","0","3","0.202075"
"RFTN1","raftlin lipid raft linker 1","0","0","3","0.202075"
"TXNDC12","thioredoxin domain containing 12 (endoplasmic reticulum)","1","0","3","0.202075"
"ATL1","atlastin GTPase 1","0","0","6","0.202074"
"HTR7","5-hydroxytryptamine (serotonin) receptor 7","2","0","6","0.202074"
"SMARCA1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1","0","0","6","0.202074"
"9430020K01RIK","RIKEN cDNA 9430020K01 gene","0","0","8","0.201681"
"BHLHE40","basic helix-loop-helix family, member e40","1","0","5","0.201445"
"RASGEF1B","RasGEF domain family, member 1B","0","0","5","0.201445"
"STYK1","serine/threonine/tyrosine kinase 1","0","0","5","0.201445"
"NEGR1","neuronal growth regulator 1","1","0","12","0.201288"
"VCL","vinculin","6","3","7","0.201176"
"CADM3","cell adhesion molecule 3","1","0","9","0.201028"
"MYST3","MYST histone acetyltransferase (monocytic leukemia) 3","0","0","9","0.201028"
"ADD2","adducin 2 (beta)","0","0","4","0.200509"
"BTG1","B-cell translocation gene 1, anti-proliferative","0","0","4","0.200509"
"INSM1","insulinoma-associated 1","0","0","4","0.200509"
"JAK1","Janus kinase 1","6","9","4","0.200509"
"KCNK10","potassium channel, subfamily K, member 10","1","0","4","0.200509"
"KLHL13","kelch-like 13 (Drosophila)","1","0","4","0.200509"
"TTC17","tetratricopeptide repeat domain 17","0","0","4","0.200509"
"ABAT","4-aminobutyrate aminotransferase","6","0","8","0.200508"
"ADRA1D","adrenergic receptor, alpha 1d","4","0","2","0.200508"
"B4GALT3","UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3","4","0","2","0.200508"
"BSN","bassoon","0","0","10","0.200508"
"COL7A1","collagen, type VII, alpha 1","0","0","2","0.200508"
"DLG3","discs, large homolog 3 (Drosophila)","0","0","6","0.200508"
"DOCK11","dedicator of cytokinesis 11","0","0","2","0.200508"
"FAM70A","family with sequence similarity 70, member A","0","0","8","0.200508"
"GRID2IP","glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein 1","0","0","2","0.200508"
"KTN1","kinectin 1","0","0","2","0.200508"
"LPCAT3","lysophosphatidylcholine acyltransferase 3","1","0","2","0.200508"
"MAPK1","mitogen-activated protein kinase 1","49","40","10","0.200508"
"PDE4A","phosphodiesterase 4A, cAMP specific","1","0","2","0.200508"
"PPP2R2B","protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), beta isoform","3","1","2","0.200508"
"RASGEF1A","RasGEF domain family, member 1A","0","0","6","0.200508"
"RGS7BP","regulator of G-protein signalling 7 binding protein","0","0","12","0.200508"
"RHOG","ras homolog gene family, member G","1","0","2","0.200508"
"SCAMP5","secretory carrier membrane protein 5","0","0","8","0.200508"
"STAB2","stabilin 2","0","0","2","0.200508"
"TCF21","transcription factor 21","0","0","2","0.200508"
"TET1","tet oncogene 1","0","0","2","0.200508"
"TIMM9","translocase of inner mitochondrial membrane 9 homolog (yeast)","0","0","2","0.200508"
"ACAP2","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2","1","0","11","0.200085"
"EEA1","early endosome antigen 1","2","1","11","0.200085"
"LUZP1","leucine zipper protein 1","0","0","11","0.200085"
"BNIP3L","BCL2/adenovirus E1B interacting protein 3-like","0","0","9","0.199991"
"BTF3L4","basic transcription factor 3-like 4","0","0","7","0.199844"
"LCOR","ligand dependent nuclear receptor corepressor","0","0","7","0.199844"
"RELN","reelin","2","0","7","0.199844"
"SENP1","SUMO1/sentrin specific peptidase 1","0","0","7","0.199844"
"ENPEP","glutamyl aminopeptidase","1","0","5","0.19958"
"FAM45A","family with sequence similarity 45, member A","0","0","5","0.19958"
"LRP1B","low density lipoprotein-related protein 1B (deleted in tumors)","0","0","5","0.19958"
"SLC10A7","solute carrier family 10 (sodium/bile acid cotransporter family), member 7","0","0","10","0.19958"
"CPLX2","complexin 2","0","0","8","0.199349"
"RAB15","RAB15, member RAS oncogene family","0","0","8","0.199349"
"SENP7","SUMO1/sentrin specific peptidase 7","0","0","8","0.199349"
"A930001N09RIK","RIKEN cDNA A930001N09 gene","0","0","6","0.198966"
"AMOT","angiomotin","0","0","12","0.198966"
"MLLT10","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10","0","0","9","0.198966"
"NUAK1","NUAK family, SNF1-like kinase, 1","0","0","9","0.198966"
"PRKAA2","protein kinase, AMP-activated, alpha 2 catalytic subunit","5","2","6","0.198966"
"HHEX","hematopoietically expressed homeobox","1","0","3","0.198965"
"LFNG","LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase","1","0","3","0.198965"
"LMO2","LIM domain only 2","0","0","3","0.198965"
"MTTP","microsomal triglyceride transfer protein","0","0","3","0.198965"
"PPIF","peptidylprolyl isomerase F (cyclophilin F)","1","0","3","0.198965"
"RGS1","regulator of G-protein signaling 1","0","0","3","0.198965"
"TMEM115","transmembrane protein 115","0","0","3","0.198965"
"ACOT11","acyl-CoA thioesterase 11","0","0","10","0.19866"
"EDNRB","endothelin receptor type B","3","1","8","0.198204"
"FAM133B","family with sequence similarity 133, member B","0","0","8","0.198204"
"RAP2B","RAP2B, member of RAS oncogene family","0","1","8","0.198204"
"2810403A07RIK","RIKEN cDNA 2810403A07 gene","0","0","4","0.198203"
"EFNA1","ephrin A1","1","0","4","0.198203"
"FAM184B","family with sequence similarity 184, member B","0","0","4","0.198203"
"PCDH20","protocadherin 20","0","0","4","0.198203"
"SPNB4","spectrin beta 4","0","0","4","0.198203"
"ZFP281","zinc finger protein 281","0","0","4","0.198203"
"FOXO3","forkhead box O3","4","4","9","0.197951"
"KREMEN1","kringle containing transmembrane protein 1","0","0","10","0.197749"
"1110032A04RIK","RIKEN cDNA 1110032A04 gene","0","0","5","0.197748"
"IRF2","interferon regulatory factor 2","0","0","5","0.197748"
"KDM4A","lysine (K)-specific demethylase 4A","0","0","5","0.197748"
"PTPRF","protein tyrosine phosphatase, receptor type, F","3","0","5","0.197748"
"SNX16","sorting nexin 16","0","0","5","0.197748"
"SPEG","SPEG complex locus","0","0","5","0.197748"
"TESK2","testis-specific kinase 2","0","0","5","0.197748"
"COL27A1","collagen, type XXVII, alpha 1","0","0","6","0.197447"
"TMPO","thymopoietin","0","0","6","0.197447"
"EDAR","ectodysplasin-A receptor","1","0","7","0.197232"
"GNAI1","guanine nucleotide binding protein (G protein), alpha inhibiting 1","11","8","7","0.197232"
"ARHGEF7","Rho guanine nucleotide exchange factor (GEF7)","1","2","8","0.197071"
"MMP24","matrix metallopeptidase 24","0","0","8","0.197071"
"HOMER1","homer homolog 1 (Drosophila)","0","0","9","0.196946"
"ACER2","alkaline ceramidase 2","2","0","11","0.196764"
"B4GALNT1","beta-1,4-N-acetyl-galactosaminyl transferase 1","2","0","4","0.195951"
"BCAR1","breast cancer anti-estrogen resistance 1","5","5","1","0.195951"
"CHPF","chondroitin polymerizing factor","2","0","1","0.195951"
"CPNE2","copine II","0","0","2","0.195951"
"CYB5B","cytochrome b5 type B","0","0","7","0.195951"
"DCTN1","dynactin 1","2","0","1","0.195951"
"DEB1","differentially expressed in B16F10 1","0","0","1","0.195951"
"DLG5","discs, large homolog 5 (Drosophila)","0","0","5","0.195951"
"DLX5","distal-less homeobox 5","0","0","2","0.195951"
"DRAM2","VDNA-damage regulated autophagy modulator 2","0","0","4","0.195951"
"FBXO31","F-box protein 31","0","0","1","0.195951"
"FLOT1","flotillin 1","1","0","1","0.195951"
"FOXN2","forkhead box N2","0","0","8","0.195951"
"GABRA5","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5","1","1","3","0.195951"
"GPR180","G protein-coupled receptor 180","0","0","5","0.195951"
"HDGF","hepatoma-derived growth factor","0","0","5","0.195951"
"KCNN4","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4","2","0","1","0.195951"
"MAPK12","mitogen-activated protein kinase 12","17","1","1","0.195951"
"MED21","mediator complex subunit 21","0","0","1","0.195951"
"MYOT","myotilin","0","0","2","0.195951"
"NRAS","neuroblastoma ras oncogene","30","0","9","0.195951"
"OTX2","orthodenticle homolog 2 (Drosophila)","0","0","4","0.195951"
"PAX6","paired box gene 6","1","0","4","0.195951"
"PDZK1IP1","PDZK1 interacting protein 1","0","0","1","0.195951"
"PHF19","PHD finger protein 19","0","0","6","0.195951"
"RABGAP1L","RAB GTPase activating protein 1-like","0","0","12","0.195951"
"RAN","RAN, member RAS oncogene family","1","1","3","0.195951"
