"TARGET_GENE","GENE_DESCRIPTION","KEGG","BIOCARTA","OBSERVED_MIRNA","OE"
"YY1","YY1 transcription factor","0","0","3","0.325302"
"PCDHAC1","protocadherin alpha subfamily C, 1","0","0","6","0.325301"
"SBK1","SH3-binding kinase 1","0","0","6","0.325301"
"SNPH","syntaphilin","0","0","6","0.325301"
"ATP6V1B2","ATPase, H+ transporting, lysosomal V1 subunit B2","4","0","4","0.324325"
"KCND2","potassium voltage-gated channel, Shal-related family, member 2","0","0","6","0.323353"
"KCNJ2","potassium inwardly-rectifying channel, subfamily J, member 2","1","0","6","0.323353"
"MTDH","metadherin","0","0","6","0.323353"
"PKNOX2","Pbx/knotted 1 homeobox 2","0","0","6","0.323353"
"TSGA14","testis specific gene A14","0","0","6","0.323353"
"ZFP462","zinc finger protein 462","0","0","6","0.323353"
"NCOA2","nuclear receptor coactivator 2","0","2","9","0.322709"
"UBE2K","ubiquitin-conjugating enzyme E2K (UBC1 homolog, yeast)","1","0","9","0.322709"
"CDK19","cyclin-dependent kinase 19","0","0","10","0.32258"
"BMP1","bone morphogenetic protein 1","0","0","1","0.321429"
"CCDC64B","coiled-coil domain containing 64B","0","0","1","0.321429"
"CCK","cholecystokinin","2","0","1","0.321429"
"CPD","carboxypeptidase D","0","0","7","0.321429"
"DYRK4","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4","0","0","1","0.321429"
"GPR125","G protein-coupled receptor 125","0","0","1","0.321429"
"GRP","gastrin releasing peptide","1","0","1","0.321429"
"H2AFY2","H2A histone family, member Y2","1","0","1","0.321429"
"HMGB2","high mobility group box 2","0","2","1","0.321429"
"HTATSF1","HIV TAT specific factor 1","0","0","1","0.321429"
"IREB2","iron responsive element binding protein 2","0","0","1","0.321429"
"NAV1","neuron navigator 1","0","0","7","0.321429"
"PLS1","plastin 1 (I-isoform)","0","0","1","0.321429"
"PRCC","papillary renal cell carcinoma (translocation-associated)","0","0","1","0.321429"
"SH2D1A","SH2 domain protein 1A","1","0","1","0.321429"
"SH3BP4","SH3-domain binding protein 4","0","0","1","0.321429"
"UBE2E1","ubiquitin-conjugating enzyme E2E 1, UBC4/5 homolog (yeast)","2","0","1","0.321429"
"WASL","Wiskott-Aldrich syndrome-like (human)","5","3","7","0.321429"
"ADAMTS8","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8","0","0","2","0.321428"
"AU040320","expressed sequence AU040320","0","0","3","0.321428"
"CCDC92","coiled-coil domain containing 92","0","0","2","0.321428"
"GFPT2","glutamine fructose-6-phosphate transaminase 2","3","0","3","0.321428"
"KLHDC3","kelch domain containing 3","0","0","2","0.321428"
"LHX8","LIM homeobox protein 8","0","0","3","0.321428"
"MAP2K1","mitogen-activated protein kinase kinase 1","37","44","4","0.321428"
"MEX3D","mex3 homolog D (C. elegans)","0","0","3","0.321428"
"RHPN2","rhophilin, Rho GTPase binding protein 2","0","0","3","0.321428"
"SEMA4C","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C","1","0","4","0.321428"
"SLC35A4","solute carrier family 35, member A4","0","0","2","0.321428"
"TCF7","transcription factor 7, T-cell specific","11","0","3","0.321428"
"TDG","thymine DNA glycosylase","1","0","4","0.321428"
"UBE2D2","ubiquitin-conjugating enzyme E2D 2","2","0","4","0.321428"
"USP10","ubiquitin specific peptidase 10","0","0","2","0.321428"
"USP42","ubiquitin specific peptidase 42","0","0","3","0.321428"
"SMAD5","MAD homolog 5 (Drosophila)","1","2","10","0.320285"
"1110067D22RIK","RIKEN cDNA 1110067D22 gene","0","0","8","0.32"
"DDX19B","DEAD (Asp-Glu-Ala-Asp) box polypeptide 19b","0","0","8","0.32"
"TMEM127","transmembrane protein 127","0","0","8","0.32"
"SLC39A10","solute carrier family 39 (zinc transporter), member 10","0","0","7","0.319797"
"SLC17A6","solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6","0","0","6","0.319526"
"BRWD1","bromodomain and WD repeat domain containing 1","0","0","10","0.319149"
"JPH3","junctophilin 3","0","0","5","0.319149"
"SH3RF1","SH3 domain containing ring finger 1","0","0","5","0.319149"
"PALM2","paralemmin 2","0","0","9","0.318897"
"AXL","AXL receptor tyrosine kinase","0","0","4","0.318584"
"CNNM4","cyclin M4","0","0","4","0.318584"
"PRKACB","protein kinase, cAMP dependent, catalytic, beta","22","25","8","0.318584"
"ASPH","aspartate-beta-hydroxylase","0","1","11","0.318328"
"ST18","suppression of tumorigenicity 18","0","0","7","0.318182"
"NPEPPS","aminopeptidase puromycin sensitive","0","0","3","0.317647"
"NAP1L1","nucleosome assembly protein 1-like 1","0","0","5","0.316902"
"SGK1","serum/glucocorticoid regulated kinase 1","1","0","5","0.316902"
"ATF2","activating transcription factor 2","1","5","7","0.316583"
"BC024479","cDNA sequence BC024479","0","0","2","0.31579"
"CC2D1B","coiled-coil and C2 domain containing 1B","0","0","2","0.31579"
"CPSF4","cleavage and polyadenylation specific factor 4","0","0","2","0.31579"
"DACT3","dapper homolog 3, antagonist of beta-catenin (xenopus)","0","0","2","0.31579"
"DNM2","dynamin 2","3","0","2","0.31579"
"GCLC","glutamate-cysteine ligase, catalytic subunit","2","0","2","0.31579"
"KDELR1","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1","0","1","2","0.31579"
"MAP4K4","mitogen-activated protein kinase kinase kinase kinase 4","1","1","4","0.31579"
"MARCKSL1","MARCKS-like 1","2","0","2","0.31579"
"MPP2","membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)","0","0","6","0.31579"
"PAK2","p21 protein (Cdc42/Rac)-activated kinase 2","7","6","6","0.31579"
"PCDH9","protocadherin 9","0","0","4","0.31579"
"PTX3","pentraxin related gene","0","0","2","0.31579"
"RNF5","ring finger protein 5","1","0","2","0.31579"
"SLC35F4","solute carrier family 35, member F4","0","0","2","0.31579"
"SMAD6","MAD homolog 6 (Drosophila)","2","1","2","0.31579"
"TTC13","tetratricopeptide repeat domain 13","0","0","2","0.31579"
"ZFP292","zinc finger protein 292","0","0","4","0.31579"
"ESR1","estrogen receptor 1 (alpha)","0","3","7","0.315"
"PTPN1","protein tyrosine phosphatase, non-receptor type 1","2","0","7","0.315"
"MAP3K3","mitogen-activated protein kinase kinase kinase 3","3","1","5","0.314686"
"WTAP","Wilms' tumour 1-associating protein","0","0","5","0.314686"
"ZCCHC2","zinc finger, CCHC domain containing 2","0","0","8","0.31441"
"INSM1","insulinoma-associated 1","0","0","3","0.313954"
"TTC17","tetratricopeptide repeat domain 17","0","0","3","0.313954"
"EPC2","enhancer of polycomb homolog 2 (Drosophila)","0","0","6","0.313953"
"FNDC3A","fibronectin type III domain containing 3A","0","0","6","0.313953"
"RDX","radixin","1","0","6","0.313953"
"SCAMP5","secretory carrier membrane protein 5","0","0","6","0.313953"
"SEPHS1","selenophosphate synthetase 1","2","0","6","0.313953"
"ASH1L","ash1 (absent, small, or homeotic)-like (Drosophila)","2","0","7","0.313433"
"MED14","mediator complex subunit 14","0","0","7","0.313433"
"WWTR1","WW domain containing transcription regulator 1","0","0","7","0.313433"
"ABL2","v-abl Abelson murine leukemia viral oncogene homolog 2 (arg, Abelson-related gene)","2","0","11","0.313291"
"ADCYAP1","adenylate cyclase activating polypeptide 1","1","0","4","0.313043"
"ZC3H6","zinc finger CCCH type containing 6","0","0","4","0.313043"
"ITGA9","integrin alpha 9","7","0","5","0.3125"
"RAB15","RAB15, member RAS oncogene family","0","0","6","0.312139"
"ACVR1B","activin A receptor, type 1B","1","0","7","0.311881"
"ADIPOR2","adiponectin receptor 2","1","0","7","0.311881"
"6720456H20RIK","RIKEN cDNA 6720456H20 gene","0","0","8","0.311689"
"AMOT","angiomotin","0","0","9","0.311538"
"2310022A10RIK","RIKEN cDNA 2310022A10 gene","0","0","2","0.310346"
"ID2","inhibitor of DNA binding 2","1","0","2","0.310346"
"LMNB1","lamin B1","0","4","2","0.310346"
"PRDM13","PR domain containing 13","0","0","2","0.310346"
"RRM2","ribonucleotide reductase M2","5","0","2","0.310346"
"RUSC2","RUN and SH3 domain containing 2","0","0","2","0.310346"
"TGFBI","transforming growth factor, beta induced","0","0","2","0.310346"
"TRAF3IP2","TRAF3 interacting protein 2","0","0","2","0.310346"
"VIP","vasoactive intestinal polypeptide","1","1","2","0.310346"
"1190002H23RIK","RIKEN cDNA 1190002H23 gene","0","0","1","0.310345"
"1700102P08RIK","RIKEN cDNA 1700102P08 gene","0","0","1","0.310345"
"4930452B06RIK","RIKEN cDNA 4930452B06 gene","0","0","1","0.310345"
"ATP6V1E1","ATPase, H+ transporting, lysosomal V1 subunit E1","4","0","1","0.310345"
"AXIN1","axin 1","5","5","1","0.310345"
"B4GALT5","UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5","1","0","5","0.310345"
"CCDC45","coiled-coil domain containing 45","0","0","1","0.310345"
"CCM2","cerebral cavernous malformation 2 homolog (human)","0","0","1","0.310345"
"CIB1","calcium and integrin binding 1 (calmyrin)","0","0","1","0.310345"
"FERMT2","fermitin family homolog 2 (Drosophila)","0","0","4","0.310345"
"KIRREL","kin of IRRE like (Drosophila)","0","0","1","0.310345"
"MEIS3","Meis homeobox 3","0","0","1","0.310345"
"PEX5","peroxisomal biogenesis factor 5","1","0","4","0.310345"
"PHF21A","PHD finger protein 21A","0","0","6","0.310345"
"PPRC1","peroxisome proliferative activated receptor, gamma, coactivator-related 1","0","0","1","0.310345"
"RAVER2","ribonucleoprotein, PTB-binding 2","0","0","4","0.310345"
"RGS10","regulator of G-protein signalling 10","0","0","1","0.310345"
"RHEB","Ras homolog enriched in brain","2","0","1","0.310345"
"RLF","rearranged L-myc fusion sequence","0","0","4","0.310345"
"SNRNP70","small nuclear ribonucleoprotein 70 (U1)","1","0","1","0.310345"
"TDRD7","tudor domain containing 7","0","0","1","0.310345"
"TPST1","protein-tyrosine sulfotransferase 1","0","0","1","0.310345"
"VRK3","vaccinia related kinase 3","0","0","1","0.310345"
"VSIG8","V-set and immunoglobulin domain containing 8","0","0","1","0.310345"
"AGAP2","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2","1","0","3","0.310344"
"BAK1","BCL2-antagonist/killer 1","1","1","3","0.310344"
"ESRRA","estrogen related receptor, alpha","0","1","3","0.310344"
"FAM184B","family with sequence similarity 184, member B","0","0","3","0.310344"
"FNBP4","formin binding protein 4","0","0","3","0.310344"
"KANK1","KN motif and ankyrin repeat domains 1","0","0","3","0.310344"
"RAB21","RAB21, member RAS oncogene family","0","0","3","0.310344"
"SIN3A","transcriptional regulator, SIN3A (yeast)","1","1","3","0.310344"
"SPNB4","spectrin beta 4","0","0","3","0.310344"
"TRPC3","transient receptor potential cation channel, subfamily C, member 3","0","0","3","0.310344"
"TAB3","TGF-beta activated kinase 1/MAP3K7 binding protein 3","1","0","9","0.30916"
"UBFD1","ubiquitin family domain containing 1","0","0","9","0.30916"
"XPR1","xenotropic and polytropic retrovirus receptor 1","0","0","9","0.30916"
"FRMD6","FERM domain containing 6","0","0","8","0.309013"
"BMI1","Bmi1 polycomb ring finger oncogene","0","0","6","0.308571"
"CD164","CD164 antigen","1","0","6","0.308571"
"LEMD3","LEM domain containing 3","0","0","6","0.308571"
"MMP24","matrix metallopeptidase 24","0","0","6","0.308571"
"PSME3","proteaseome (prosome, macropain) 28 subunit, 3","3","0","6","0.308571"
"YAF2","YY1 associated factor 2","0","0","6","0.308571"
"ACBD3","acyl-Coenzyme A binding domain containing 3","0","0","5","0.30822"
"C77080","expressed sequence C77080","0","0","5","0.30822"
"COPS7B","COP9 (constitutive photomorphogenic) homolog, subunit 7b (Arabidopsis thaliana)","0","0","5","0.30822"
"CSMD3","CUB and Sushi multiple domains 3","0","0","5","0.30822"
"KCMF1","potassium channel modulatory factor 1","0","0","5","0.30822"
"RNF19A","ring finger protein 19A","0","0","5","0.30822"
"AHR","aryl-hydrocarbon receptor","0","0","8","0.307693"
"CEP120","centrosomal protein 120","0","0","4","0.307693"
"NPTN","neuroplastin","0","0","4","0.307693"
"TNFRSF21","tumor necrosis factor receptor superfamily, member 21","1","0","4","0.307693"
"ATP1B4","ATPase, (Na+)/K+ transporting, beta 4 polypeptide","8","0","7","0.307317"
"DAAM1","dishevelled associated activator of morphogenesis 1","1","0","7","0.307317"
"SRPK2","serine/arginine-rich protein specific kinase 2","0","0","7","0.307317"
"ARF4","ADP-ribosylation factor 4","0","0","3","0.306818"
"CALD1","caldesmon 1","1","0","6","0.306818"
"DRAM2","VDNA-damage regulated autophagy modulator 2","0","0","3","0.306818"
"PHC3","polyhomeotic-like 3 (Drosophila)","0","0","3","0.306818"
"WDR1","WD repeat domain 1","0","0","3","0.306818"
"EML4","echinoderm microtubule associated protein like 4","0","0","5","0.306122"
"USP48","ubiquitin specific peptidase 48","0","0","5","0.306122"
"E2F2","E2F transcription factor 2","10","0","4","0.305085"
"LIMK1","LIM-domain containing, protein kinase","3","4","4","0.305085"
"MYCBP","c-myc binding protein","0","0","4","0.305085"
"TBC1D15","TBC1 domain family, member 15","0","0","4","0.305085"
"WIPI2","WD repeat domain, phosphoinositide interacting 2","0","0","4","0.305085"
"CKAP4","cytoskeleton-associated protein 4","1","0","2","0.305084"
"FAM5B","family with sequence similarity 5, member B","0","0","2","0.305084"
"GADD45GIP1","growth arrest and DNA-damage-inducible, gamma interacting protein 1","0","0","2","0.305084"
"MAP2K5","mitogen-activated protein kinase kinase 5","3","1","2","0.305084"
"PAWR","PRKC, apoptosis, WT1, regulator","0","0","2","0.305084"
"ST3GAL3","ST3 beta-galactoside alpha-2,3-sialyltransferase 3","3","0","2","0.305084"
"VPS35","vacuolar protein sorting 35","0","0","2","0.305084"
"GABPA","GA repeat binding protein, alpha","0","0","7","0.304348"
"RALA","v-ral simian leukemia viral oncogene homolog A (ras related)","2","1","5","0.304054"
"STK38","serine/threonine kinase 38","0","0","5","0.304054"
"CDYL","chromodomain protein, Y chromosome-like","0","0","3","0.303371"
"E2F5","E2F transcription factor 5","2","0","3","0.303371"
"KHSRP","KH-type splicing regulatory protein","0","0","3","0.303371"
"NCOA5","nuclear receptor coactivator 5","0","0","3","0.303371"
"STT3A","STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)","3","0","3","0.303371"
"WNT10B","wingless related MMTV integration site 10b","5","0","3","0.303371"
"SASH1","SAM and SH3 domain containing 1","0","0","6","0.30337"
"UBE2G1","ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, C. elegans)","3","1","6","0.30337"
"RAB8B","RAB8B, member RAS oncogene family","0","0","10","0.30303"
"BZW1","basic leucine zipper and W2 domains 1","0","0","4","0.302521"
"DPP4","dipeptidylpeptidase 4","1","0","4","0.302521"
"GCC2","GRIP and coiled-coil domain containing 2","0","0","4","0.302521"
"KHDRBS1","KH domain containing, RNA binding, signal transduction associated 1","0","0","4","0.302521"
"RNF145","ring finger protein 145","0","0","4","0.302521"
"WDTC1","WD and tetratricopeptide repeats 1","0","0","4","0.302521"
"C030046E11RIK","RIKEN cDNA C030046E11 gene","0","0","5","0.302014"
"CAPRIN1","cell cycle associated protein 1","0","0","6","0.301676"
"ATP8A1","ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1","0","0","7","0.301436"
"KCNC1","potassium voltage gated channel, Shaw-related subfamily, member 1","0","0","11","0.300912"
"ABCC5","ATP-binding cassette, sub-family C (CFTR/MRP), member 5","1","0","7","0.3"
"ANPEP","alanyl (membrane) aminopeptidase","4","2","1","0.3"
"BAG5","BCL2-associated athanogene 5","0","0","1","0.3"
"C130073F10RIK","RIKEN cDNA C130073F10 gene","0","0","1","0.3"
"C77370","expressed sequence C77370","0","0","11","0.3"
"COPS2","COP9 (constitutive photomorphogenic) homolog, subunit 2 (Arabidopsis thaliana)","0","0","5","0.3"
"CSF1","colony stimulating factor 1 (macrophage)","2","3","6","0.3"
"DHX57","DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57","0","0","1","0.3"
"DNALC4","dynein, axonemal, light chain 4","1","0","2","0.3"
"FBXO9","f-box protein 9","0","0","2","0.3"
"GNPNAT1","glucosamine-phosphate N-acetyltransferase 1","1","0","5","0.3"
"HC","hemolytic complement","4","0","1","0.3"
"LRRC8E","leucine rich repeat containing 8 family, member E","0","0","1","0.3"
"NGFRAP1","nerve growth factor receptor (TNFRSF16) associated protein 1","1","0","1","0.3"
"NKAIN2","Na+/K+ transporting ATPase interacting 2","0","0","7","0.3"
"OXSR1","oxidative-stress responsive 1","0","0","6","0.3"
"PFN2","profilin 2","1","0","5","0.3"
"PIGU","phosphatidylinositol glycan anchor biosynthesis, class U","2","0","1","0.3"
"PSORS1C2","psoriasis susceptibility 1 candidate 2 (human)","0","0","1","0.3"
"RAI2","retinoic acid induced 2","0","0","1","0.3"
"RBM38","RNA binding motif protein 38","0","0","2","0.3"
"RING1","ring finger protein 1","0","0","1","0.3"
"RXRG","retinoid X receptor gamma","6","0","1","0.3"
"SDF2L1","stromal cell-derived factor 2-like 1","0","0","1","0.3"
"SIM2","single-minded homolog 2 (Drosophila)","0","0","1","0.3"
"SLC6A1","solute carrier family 6 (neurotransmitter transporter, GABA), member 1","0","0","6","0.3"
"STRAP","serine/threonine kinase receptor associated protein","1","0","2","0.3"
"TCERG1","transcription elongation regulator 1 (CA150)","1","0","5","0.3"
"UGDH","UDP-glucose dehydrogenase","5","0","2","0.3"
"VTI1B","vesicle transport through interaction with t-SNAREs 1B homolog","1","0","1","0.3"
"ARHGAP36","Rho GTPase activating protein 36","0","0","3","0.299999"
"BCOR","BCL6 interacting corepressor","0","0","3","0.299999"
"PKDCC","protein kinase domain containing, cytoplasmic","0","0","3","0.299999"
"RBBP5","retinoblastoma binding protein 5","0","0","3","0.299999"
"ZFAND6","zinc finger, AN1-type domain 6","0","0","3","0.299999"
"RBPJ","recombination signal binding protein for immunoglobulin kappa J region","1","1","8","0.298755"
"4933426M11RIK","RIKEN cDNA 4933426M11 gene","0","0","7","0.298578"
"PAPD5","PAP associated domain containing 5","0","0","7","0.298578"
"ATRNL1","attractin like 1","0","0","6","0.298342"
"CAMK2G","calcium/calmodulin-dependent protein kinase II gamma","11","5","6","0.298342"
"STK38L","serine/threonine kinase 38 like","0","0","6","0.298342"
"CNTNAP2","contactin associated protein-like 2","1","0","5","0.298013"
"RB1","retinoblastoma 1","10","16","5","0.298013"
"SENP1","SUMO1/sentrin specific peptidase 1","0","0","5","0.298013"
"SGCB","sarcoglycan, beta (dystrophin-associated glycoprotein)","4","0","5","0.298013"
"STXBP5","syntaxin binding protein 5 (tomosyn)","0","0","10","0.298013"
"TMEM123","transmembrane protein 123","0","0","5","0.298013"
"USP14","ubiquitin specific peptidase 14","0","0","5","0.298013"
"AAK1","AP2 associated kinase 1","0","0","14","0.297872"
"ANK2","ankyrin 2, brain","0","0","9","0.297794"
"CDH5","cadherin 5","2","0","4","0.297521"
"KCNMB2","potassium large conductance calcium-activated channel, subfamily M, beta member 2","1","0","4","0.297521"
"STMN2","stathmin-like 2","0","0","4","0.297521"
"TBKBP1","TBK1 binding protein 1","1","0","4","0.297521"
"TCF12","transcription factor 12","0","0","4","0.297521"
"SEMA6A","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A","1","0","7","0.29717"
"CBX4","chromobox homolog 4 (Drosophila Pc class)","0","0","3","0.296703"
"PPP2R5C","protein phosphatase 2, regulatory subunit B (B56), gamma isoform","2","1","6","0.296703"
"TCFAP2A","transcription factor AP-2, alpha","0","0","3","0.296703"
"MAP3K12","mitogen-activated protein kinase kinase kinase 12","1","1","5","0.296053"
"FRMD4A","FERM domain containing 4A","0","0","10","0.296052"
"FAM84A","family with sequence similarity 84, member A","0","0","7","0.295774"
"MAP3K1","mitogen-activated protein kinase kinase kinase 1","5","28","7","0.295774"
"ERC2","ELKS/RAB6-interacting/CAST family member 2","0","0","9","0.29562"
"CLK3","CDC-like kinase 3","0","0","2","0.295083"
"EHMT2","euchromatic histone lysine N-methyltransferase 2","1","0","2","0.295083"
"IQSEC1","IQ motif and Sec7 domain 1","1","0","2","0.295083"
"NRIP1","nuclear receptor interacting protein 1","0","2","2","0.295083"
"PDPN","podoplanin","0","0","2","0.295083"
"SPNB3","spectrin beta 3","0","0","2","0.295083"
"WBP2","WW domain binding protein 2","0","0","2","0.295083"
"ARL6IP1","ADP-ribosylation factor-like 6 interacting protein 1","0","0","4","0.295082"
"CCDC120","coiled-coil domain containing 120","0","0","4","0.295082"
"CCNE2","cyclin E2","6","0","4","0.295082"
"KCNC4","potassium voltage gated channel, Shaw-related subfamily, member 4","0","0","4","0.295082"
"RTN3","reticulon 3","0","0","4","0.295082"
"CDS1","CDP-diacylglycerol synthase 1","3","0","5","0.294117"
"DCAF12","DDB1 and CUL4 associated factor 12","0","0","5","0.294117"
"GIGYF1","GRB10 interacting GYF protein 1","0","0","5","0.294117"
"TMEM55B","transmembrane protein 55b","0","0","5","0.294117"
"ACPL2","acid phosphatase-like 2","0","0","3","0.293479"
"CTBP2","C-terminal binding protein 2","4","0","3","0.293479"
"FA2H","fatty acid 2-hydroxylase","0","0","3","0.293479"
"FAM117A","family with sequence similarity 117, memberA","0","0","3","0.293479"
"HNF1B","HNF1 homeobox B","1","0","3","0.293479"
"PPP4R1","protein phosphatase 4, regulatory subunit 1","0","0","3","0.293479"
"SEC62","SEC62 homolog (S. cerevisiae)","2","0","6","0.293479"
"TGIF2","TGFB-induced factor homeobox 2","0","0","3","0.293479"
"SNX27","sorting nexin family member 27","0","0","9","0.293478"
"KLF6","Kruppel-like factor 6","0","0","7","0.293023"
"SP4","trans-acting transcription factor 4","0","0","7","0.293023"
"ACSL1","acyl-CoA synthetase long-chain family member 1","5","0","4","0.292683"
"CUL5","cullin 5","1","0","4","0.292683"
"DOCK3","dedicator of cyto-kinesis 3","0","0","4","0.292683"
"PGM2L1","phosphoglucomutase 2-like 1","1","0","8","0.292683"
"SOX9","SRY-box containing gene 9","0","0","4","0.292683"
"TMBIM6","transmembrane BAX inhibitor motif containing 6","0","0","4","0.292683"
"ZC3H10","zinc finger CCCH type containing 10","0","0","4","0.292683"
"MTAP1B","microtubule-associated protein 1B","0","0","5","0.292208"
"SLC5A3","solute carrier family 5 (inositol transporters), member 3","0","0","5","0.292208"
"RASA2","RAS p21 protein activator 2","1","0","6","0.291892"
"EDEM3","ER degradation enhancer, mannosidase alpha-like 3","1","0","7","0.291666"
"RAB6B","RAB6B, member RAS oncogene family","0","0","8","0.291498"
"CBX5","chromobox homolog 5 (Drosophila HP1a)","0","0","11","0.291176"
"ANK1","ankyrin 1, erythroid","0","0","5","0.290323"
"ARPC5","actin related protein 2/3 complex, subunit 5","3","5","4","0.290323"
"LASP1","LIM and SH3 protein 1","0","0","5","0.290323"
"MAGI2","membrane associated guanylate kinase, WW and PDZ domain containing 2","1","0","5","0.290323"
"PHTF2","putative homeodomain transcription factor 2","0","0","6","0.290323"
"SMARCC1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1","0","0","5","0.290323"
"ABCE1","ATP-binding cassette, sub-family E (OABP), member 1","0","0","3","0.290322"
"ACSM5","acyl-CoA synthetase medium-chain family member 5","2","0","3","0.290322"
"ALS2CR4","amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 4","0","0","1","0.290322"
"ANXA11","annexin A11","0","0","1","0.290322"
"BCAR3","breast cancer anti-estrogen resistance 3","0","0","1","0.290322"
"CCDC132","coiled-coil domain containing 132","0","0","1","0.290322"
"CDKN1C","cyclin-dependent kinase inhibitor 1C (P57)","1","0","2","0.290322"
"CREB3L2","cAMP responsive element binding protein 3-like 2","4","0","3","0.290322"
"ELFN1","leucine rich repeat and fibronectin type III, extracellular 1","0","0","2","0.290322"
"ERH","enhancer of rudimentary homolog (Drosophila)","0","0","1","0.290322"
"GNPDA1","glucosamine-6-phosphate deaminase 1","2","0","2","0.290322"
"HEXA","hexosaminidase A","7","0","1","0.290322"
"IDH1","isocitrate dehydrogenase 1 (NADP+), soluble","4","0","3","0.290322"
"IFNG","interferon gamma","17","11","2","0.290322"
"IFT122","intraflagellar transport 122 homolog (Chlamydomonas)","0","0","1","0.290322"
"MAP1LC3A","microtubule-associated protein 1 light chain 3 alpha","0","0","1","0.290322"
"MAP3K10","mitogen-activated protein kinase kinase kinase 10","1","1","1","0.290322"
"MAP4K3","mitogen-activated protein kinase kinase kinase kinase 3","1","1","3","0.290322"
"MED6","mediator of RNA polymerase II transcription, subunit 6 homolog (yeast)","0","0","1","0.290322"
"NDFIP1","Nedd4 family interacting protein 1","0","0","1","0.290322"
"NOL6","nucleolar protein family 6 (RNA-associated)","0","0","2","0.290322"
"NRM","nurim (nuclear envelope membrane protein)","0","0","1","0.290322"
"PXK","PX domain containing serine/threonine kinase","0","0","2","0.290322"
"RAD17","RAD17 homolog (S. pombe)","0","1","1","0.290322"
"SOX13","SRY-box containing gene 13","0","0","2","0.290322"
"SOX30","SRY-box containing gene 30","0","0","2","0.290322"
"TRPM6","transient receptor potential cation channel, subfamily M, member 6","0","0","1","0.290322"
"ZFAND2B","zinc finger, AN1 type domain 2B","0","0","1","0.290322"
"ZFHX2","zinc finger homeobox 2","0","0","2","0.290322"
"ZFP583","zinc finger protein 583","0","0","1","0.290322"
"NMNAT2","nicotinamide nucleotide adenylyltransferase 2","2","0","7","0.288991"
"SLC12A2","solute carrier family 12, member 2","2","0","6","0.28877"
"SRSF2IP","serine/arginine-rich splicing factor 2, interacting protein","0","0","6","0.28877"
"FCHSD2","FCH and double SH3 domains 2","0","0","5","0.288461"
"SEMA4F","sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain","1","0","5","0.288461"
"CASC3","cancer susceptibility candidate 3","1","0","4","0.288"
"IGSF1","immunoglobulin superfamily, member 1","0","0","4","0.288"
"KLF11","Kruppel-like factor 11","0","0","4","0.288"
"NCALD","neurocalcin delta","0","0","4","0.288"
"PPARGC1A","peroxisome proliferative activated receptor, gamma, coactivator 1 alpha","3","3","4","0.288"
"STX3","syntaxin 3","1","0","4","0.288"
"SATB2","special AT-rich sequence binding protein 2","0","0","7","0.287671"
"BTRC","beta-transducin repeat containing protein","5","2","6","0.287234"
"CACNB3","calcium channel, voltage-dependent, beta 3 subunit","5","0","3","0.287234"
"CTDSP1","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1","0","0","3","0.287234"
"ETF1","eukaryotic translation termination factor 1","0","0","6","0.287234"
"FOXF2","forkhead box F2","0","0","3","0.287234"
"MATR3","matrin 3","0","0","3","0.287234"
"SRSF2","serine/arginine-rich splicing factor 2","1","0","3","0.287234"
"UBQLN2","ubiquilin 2","1","0","3","0.287234"
"CEP350","centrosomal protein 350","0","0","8","0.286852"
"GABRA1","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1","1","1","5","0.286624"
"KCNK2","potassium channel, subfamily K, member 2","1","0","5","0.286624"
"NTNG1","netrin G1","1","0","5","0.286624"
"CCDC88A","coiled coil domain containing 88A","0","0","7","0.286364"
"PAPPA","pregnancy-associated plasma protein A","0","0","9","0.286219"
"ATG2A","ATG2 autophagy related 2 homolog A (S. cerevisiae)","0","0","2","0.285714"
"CTNNA1","catenin (cadherin associated protein), alpha 1","7","1","2","0.285714"
"DNAJA2","DnaJ (Hsp40) homolog, subfamily A, member 2","1","0","4","0.285714"
"ERMP1","endoplasmic reticulum metallopeptidase 1","0","0","4","0.285714"
"IPO11","importin 11","0","0","4","0.285714"
"LRIG1","leucine-rich repeats and immunoglobulin-like domains 1","0","0","4","0.285714"
"MED26","mediator complex subunit 26","0","0","2","0.285714"
