"CATEGORY","TERM","TERM_ID","URL","TOTAL_GENES_OF_THE_TERM","UNION_TARGETS_IN_THE_TERM","MIRS_IN_THE_TERM","SCORE"
"KEGG","ENDOMETRIAL_CANCER","5213","http://www.kegg.jp/kegg-bin/show_pathway?mmu05213+mmu:109880+mmu:110157+mmu:11789+mmu:12005+mmu:12006+mmu:12385+mmu:12387+mmu:12550+mmu:13712+mmu:15461+mmu:16653+mmu:16842+mmu:18176+mmu:18607+mmu:18707+mmu:18708+mmu:18710+mmu:19211+mmu:20662+mmu:20663+mmu:21416+mmu:23797+mmu:26395+mmu:26413+mmu:56484+mmu:56637+mmu:74769","52","27","49","0.902"
"KEGG","B_CELL_RECEPTOR_SIGNALING_PATHWAY","4662","http://www.kegg.jp/kegg-bin/show_pathway?mmu04662+mmu:108723+mmu:110157+mmu:12675+mmu:14281+mmu:15461+mmu:16476+mmu:16653+mmu:18019+mmu:18021+mmu:18033+mmu:18035+mmu:18176+mmu:18707+mmu:18708+mmu:18710+mmu:18751+mmu:19055+mmu:19056+mmu:19057+mmu:19058+mmu:19353+mmu:19697+mmu:20662+mmu:20663+mmu:23797+mmu:240168+mmu:26377+mmu:26395+mmu:26413+mmu:54446+mmu:56398+mmu:56637+mmu:57257+mmu:74769","76","34","49","0.900"
"KEGG","OOCYTE_MEIOSIS","4114","http://www.kegg.jp/kegg-bin/show_pathway?mmu04114+mmu:103583+mmu:108058+mmu:110651+mmu:11512+mmu:12234+mmu:12313+mmu:12314+mmu:12315+mmu:12322+mmu:12323+mmu:12325+mmu:12447+mmu:12448+mmu:12877+mmu:13006+mmu:16000+mmu:16001+mmu:16438+mmu:16440+mmu:17222+mmu:18749+mmu:19045+mmu:19046+mmu:19047+mmu:19052+mmu:19053+mmu:19055+mmu:19056+mmu:19057+mmu:19058+mmu:20112+mmu:210044+mmu:21402+mmu:217232+mmu:224129+mmu:225849+mmu:22627+mmu:22628+mmu:22629+mmu:22630+mmu:22631+mmu:226849+mmu:26395+mmu:26413+mmu:26931+mmu:26932+mmu:26965+mmu:30939+mmu:432530+mmu:51792+mmu:52563+mmu:54401+mmu:56150+mmu:56398+mmu:67071+mmu:69957+mmu:73699","112","57","50","0.890"
"KEGG","FC_GAMMA_R-MEDIATED_PHAGOCYTOSIS","4666","http://www.kegg.jp/kegg-bin/show_pathway?mmu04666+mmu:103967+mmu:110157+mmu:11845+mmu:12540+mmu:12631+mmu:12632+mmu:12928+mmu:12929+mmu:13196+mmu:13429+mmu:13430+mmu:16885+mmu:17118+mmu:17357+mmu:17909+mmu:18479+mmu:18707+mmu:18708+mmu:18710+mmu:18717+mmu:18720+mmu:18751+mmu:18753+mmu:18754+mmu:18803+mmu:18805+mmu:19353+mmu:218038+mmu:23797+mmu:242687+mmu:245880+mmu:26395+mmu:26413+mmu:56632+mmu:57257+mmu:67771+mmu:67916+mmu:68089+mmu:72508+mmu:73178+mmu:74006+mmu:74192+mmu:74769+mmu:83767","90","44","50","0.872"
"KEGG","NON-SMALL_CELL_LUNG_CANCER","5223","http://www.kegg.jp/kegg-bin/show_pathway?mmu05223+mmu:109880+mmu:110157+mmu:12571+mmu:13555+mmu:13557+mmu:15461+mmu:16653+mmu:18176+mmu:18607+mmu:18707+mmu:18708+mmu:18710+mmu:18751+mmu:18803+mmu:19645+mmu:20182+mmu:20662+mmu:20663+mmu:21802+mmu:218772+mmu:23797+mmu:242705+mmu:26395+mmu:26413+mmu:54354+mmu:56289+mmu:56484+mmu:58231+mmu:74769","54","29","46","0.871"
"BIOCARTA","BIOCARTA_CREB_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_CREB_PATHWAY","27","17","44","0.866"
"KEGG","CHEMOKINE_SIGNALING_PATHWAY","4062","http://www.kegg.jp/kegg-bin/show_pathway?mmu04062+mmu:109689+mmu:109880+mmu:109905+mmu:110157+mmu:110355+mmu:11512+mmu:11848+mmu:12540+mmu:12675+mmu:12767+mmu:12928+mmu:12929+mmu:140580+mmu:14083+mmu:14677+mmu:14678+mmu:14679+mmu:14688+mmu:14693+mmu:14701+mmu:14702+mmu:14704+mmu:14773+mmu:15461+mmu:16428+mmu:16452+mmu:16653+mmu:17329+mmu:18033+mmu:18035+mmu:18176+mmu:18479+mmu:18707+mmu:18708+mmu:18710+mmu:18749+mmu:18751+mmu:18753+mmu:18762+mmu:18795+mmu:19303+mmu:19353+mmu:19395+mmu:19697+mmu:19877+mmu:19878+mmu:20299+mmu:20315+mmu:20416+mmu:20662+mmu:20663+mmu:20851+mmu:210044+mmu:215449+mmu:21844+mmu:224129+mmu:23797+mmu:24001+mmu:26385+mmu:26395+mmu:26413+mmu:271849+mmu:432530+mmu:55985+mmu:56484+mmu:56637+mmu:57257+mmu:73178+mmu:74769+mmu:93742","187","70","55","0.856"
"KEGG","GNRH_SIGNALING_PATHWAY","4912","http://www.kegg.jp/kegg-bin/show_pathway?mmu04912+mmu:108058+mmu:110157+mmu:11512+mmu:12288+mmu:12289+mmu:12313+mmu:12314+mmu:12315+mmu:12322+mmu:12323+mmu:12325+mmu:12540+mmu:13712+mmu:14308+mmu:14682+mmu:15200+mmu:15461+mmu:16438+mmu:16440+mmu:16476+mmu:16653+mmu:17387+mmu:18176+mmu:18749+mmu:18751+mmu:18753+mmu:18795+mmu:18805+mmu:20662+mmu:20663+mmu:20779+mmu:210044+mmu:224129+mmu:23939+mmu:26395+mmu:26397+mmu:26398+mmu:26399+mmu:26400+mmu:26401+mmu:26405+mmu:26406+mmu:26407+mmu:26413+mmu:26414+mmu:26416+mmu:26420+mmu:432530","99","48","51","0.851"
"BIOCARTA","BIOCARTA_GPCR_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_GPCR_PATHWAY","35","25","46","0.827"
"BIOCARTA","BIOCARTA_KERATINOCYTE_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_KERATINOCYTE_PATHWAY","46","29","46","0.812"
"KEGG","CHAGAS_DISEASE","5142","http://www.kegg.jp/kegg-bin/show_pathway?mmu05142+mmu:12317+mmu:12675+mmu:14103+mmu:14281+mmu:14677+mmu:14678+mmu:14679+mmu:14680+mmu:14681+mmu:14682+mmu:15978+mmu:16153+mmu:16179+mmu:16476+mmu:17126+mmu:17127+mmu:18033+mmu:18035+mmu:18707+mmu:18708+mmu:18710+mmu:18787+mmu:18795+mmu:19052+mmu:19053+mmu:19697+mmu:21808+mmu:21809+mmu:21812+mmu:21813+mmu:21898+mmu:21926+mmu:22034+mmu:23797+mmu:26398+mmu:26413+mmu:26414+mmu:26416+mmu:26420+mmu:269643+mmu:432530+mmu:51792+mmu:71978+mmu:73699+mmu:74769","102","45","51","0.810"
"KEGG","PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM","4070","http://www.kegg.jp/kegg-bin/show_pathway?mmu04070+mmu:104015+mmu:104418+mmu:107650+mmu:108083+mmu:110197+mmu:110911+mmu:114663+mmu:117150+mmu:12313+mmu:12314+mmu:12315+mmu:13139+mmu:16332+mmu:16438+mmu:16440+mmu:18707+mmu:18708+mmu:18710+mmu:18711+mmu:18717+mmu:18718+mmu:18720+mmu:18751+mmu:18795+mmu:18803+mmu:19211+mmu:212111+mmu:217480+mmu:217837+mmu:234515+mmu:240752+mmu:320127+mmu:320634+mmu:380921+mmu:56077+mmu:67073+mmu:74596+mmu:74769+mmu:75678+mmu:84095","78","40","42","0.795"
"KEGG","BACTERIAL_INVASION_OF_EPITHELIAL_CELLS","5100","http://www.kegg.jp/kegg-bin/show_pathway?mmu05100+mmu:103967+mmu:11465+mmu:11848+mmu:12385+mmu:12387+mmu:12389+mmu:12390+mmu:12391+mmu:12402+mmu:12488+mmu:12540+mmu:12550+mmu:12757+mmu:12928+mmu:12929+mmu:13429+mmu:13430+mmu:140580+mmu:14083+mmu:14268+mmu:14388+mmu:16402+mmu:17295+mmu:18707+mmu:18708+mmu:18710+mmu:19303+mmu:19353+mmu:20416+mmu:20779+mmu:208650+mmu:22330+mmu:242687+mmu:271849+mmu:330662+mmu:56212+mmu:622434+mmu:67300+mmu:67771+mmu:68089+mmu:73178+mmu:74006+mmu:74192+mmu:74325+mmu:74769+mmu:83767","71","46","46","0.792"
"BIOCARTA","BIOCARTA_MET_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_MET_PATHWAY","37","22","43","0.786"
"BIOCARTA","BIOCARTA_AT1R_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_AT1R_PATHWAY","34","22","45","0.772"
"KEGG","TIGHT_JUNCTION","4530","http://www.kegg.jp/kegg-bin/show_pathway?mmu04530+mmu:109711+mmu:11465+mmu:11848+mmu:12361+mmu:12385+mmu:12387+mmu:12540+mmu:12695+mmu:12737+mmu:12738+mmu:12995+mmu:13000+mmu:13821+mmu:13822+mmu:13823+mmu:14677+mmu:14678+mmu:14679+mmu:14924+mmu:15461+mmu:16653+mmu:17475+mmu:17532+mmu:17886+mmu:18176+mmu:18260+mmu:18417+mmu:18751+mmu:18753+mmu:18754+mmu:18759+mmu:18761+mmu:18762+mmu:19052+mmu:19053+mmu:19211+mmu:192195+mmu:20130+mmu:20742+mmu:20779+mmu:21872+mmu:21873+mmu:22612+mmu:23797+mmu:242653+mmu:269587+mmu:269643+mmu:30960+mmu:50791+mmu:51792+mmu:56217+mmu:56449+mmu:58220+mmu:65964+mmu:66922+mmu:69908+mmu:71978+mmu:73699+mmu:74094+mmu:75723+mmu:77579+mmu:93742","135","62","54","0.761"
"KEGG","VEGF_SIGNALING_PATHWAY","4370","http://www.kegg.jp/kegg-bin/show_pathway?mmu04370+mmu:102626+mmu:110157+mmu:12540+mmu:14083+mmu:15461+mmu:16542+mmu:16653+mmu:18019+mmu:18021+mmu:18176+mmu:18707+mmu:18708+mmu:18710+mmu:18751+mmu:18803+mmu:19055+mmu:19056+mmu:19057+mmu:19058+mmu:19225+mmu:19303+mmu:19353+mmu:20779+mmu:22339+mmu:23797+mmu:26395+mmu:26413+mmu:26416+mmu:27371+mmu:54446+mmu:56398+mmu:56632+mmu:74769","76","33","47","0.757"
"BIOCARTA","BIOCARTA_ALK_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_ALK_PATHWAY","37","25","41","0.752"
"KEGG","PROTEIN_PROCESSING_IN_ENDOPLASMIC_RETICULUM","4141","http://www.kegg.jp/kegg-bin/show_pathway?mmu04141+mmu:105245+mmu:107513+mmu:109815+mmu:110616+mmu:116891+mmu:12043+mmu:12282+mmu:12317+mmu:12330+mmu:12334+mmu:12954+mmu:13002+mmu:13198+mmu:13418+mmu:13665+mmu:13666+mmu:140740+mmu:14827+mmu:14828+mmu:15512+mmu:16430+mmu:17155+mmu:17156+mmu:18024+mmu:18453+mmu:18786+mmu:192193+mmu:19358+mmu:19359+mmu:20014+mmu:20224+mmu:20334+mmu:20338+mmu:21402+mmu:216080+mmu:216197+mmu:217365+mmu:218793+mmu:218811+mmu:22027+mmu:22193+mmu:22194+mmu:223455+mmu:22433+mmu:226418+mmu:226641+mmu:230815+mmu:23802+mmu:26400+mmu:26414+mmu:26420+mmu:269523+mmu:26965+mmu:270669+mmu:50527+mmu:50907+mmu:54197+mmu:54609+mmu:56085+mmu:56228+mmu:56445+mmu:56550+mmu:56709+mmu:56812+mmu:57377+mmu:57743+mmu:63958+mmu:64209+mmu:66105+mmu:66397+mmu:66890+mmu:66967+mmu:67128+mmu:67437+mmu:67475+mmu:67819+mmu:68292+mmu:69276+mmu:69608+mmu:70361+mmu:71853+mmu:72265+mmu:74126+mmu:77371+mmu:78943+mmu:81489+mmu:81910+mmu:99683","167","88","48","0.748"
"BIOCARTA","BIOCARTA_PDGF_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_PDGF_PATHWAY","32","20","46","0.747"
"KEGG","ACUTE_MYELOID_LEUKEMIA","5221","http://www.kegg.jp/kegg-bin/show_pathway?mmu05221+mmu:109880+mmu:110157+mmu:12394+mmu:12395+mmu:12606+mmu:12675+mmu:15461+mmu:16480+mmu:16590+mmu:16653+mmu:16842+mmu:18033+mmu:18176+mmu:18707+mmu:18708+mmu:18710+mmu:18712+mmu:18715+mmu:19401+mmu:19697+mmu:20662+mmu:20663+mmu:20851+mmu:21416+mmu:23797+mmu:26395+mmu:26413+mmu:56717+mmu:72508+mmu:74769","57","30","50","0.740"
"BIOCARTA","BIOCARTA_P38MAPK_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_P38MAPK_PATHWAY","40","24","50","0.734"
"KEGG","SMALL_CELL_LUNG_CANCER","5222","http://www.kegg.jp/kegg-bin/show_pathway?mmu05222+mmu:11783+mmu:11798+mmu:12043+mmu:12048+mmu:12447+mmu:12448+mmu:12571+mmu:12576+mmu:12675+mmu:12826+mmu:12829+mmu:13555+mmu:13557+mmu:14083+mmu:14268+mmu:16400+mmu:16403+mmu:16410+mmu:17187+mmu:17344+mmu:18033+mmu:18035+mmu:18707+mmu:18708+mmu:18710+mmu:19211+mmu:19225+mmu:19645+mmu:19697+mmu:20182+mmu:218772+mmu:22031+mmu:22032+mmu:22034+mmu:226519+mmu:229615+mmu:23797+mmu:242705+mmu:27401+mmu:54124+mmu:56469+mmu:74769","85","42","49","0.730"
"KEGG","PROGESTERONE-MEDIATED_OOCYTE_MATURATION","4914","http://www.kegg.jp/kegg-bin/show_pathway?mmu04914+mmu:109880+mmu:110157+mmu:110651+mmu:11512+mmu:12428+mmu:12531+mmu:12877+mmu:14677+mmu:14678+mmu:14679+mmu:16000+mmu:16001+mmu:16653+mmu:17222+mmu:18707+mmu:18708+mmu:18710+mmu:18749+mmu:20112+mmu:210044+mmu:217232+mmu:224129+mmu:23797+mmu:26395+mmu:26413+mmu:26414+mmu:26416+mmu:26420+mmu:432530+mmu:52563+mmu:56150+mmu:67071+mmu:69957+mmu:74769","87","34","52","0.720"
"BIOCARTA","BIOCARTA_FCER1_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_FCER1_PATHWAY","39","23","39","0.679"
"BIOCARTA","BIOCARTA_PYK2_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_PYK2_PATHWAY","29","20","40","0.669"
"BIOCARTA","BIOCARTA_CHREBP2_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_CHREBP2_PATHWAY","44","26","45","0.664"
"KEGG","FC_EPSILON_RI_SIGNALING_PATHWAY","4664","http://www.kegg.jp/kegg-bin/show_pathway?mmu04664+mmu:110157+mmu:14360+mmu:15461+mmu:16163+mmu:16187+mmu:16653+mmu:16822+mmu:18176+mmu:18707+mmu:18708+mmu:18710+mmu:18751+mmu:18753+mmu:18754+mmu:18803+mmu:19353+mmu:20662+mmu:20663+mmu:21926+mmu:228026+mmu:23797+mmu:26395+mmu:26397+mmu:26398+mmu:26399+mmu:26400+mmu:26413+mmu:26414+mmu:26416+mmu:26420+mmu:57257+mmu:74769","80","32","49","0.663"
"KEGG","ADIPOCYTOKINE_SIGNALING_PATHWAY","4920","http://www.kegg.jp/kegg-bin/show_pathway?mmu04920+mmu:105787+mmu:108079+mmu:108097+mmu:108099+mmu:12675+mmu:14081+mmu:14377+mmu:16367+mmu:16370+mmu:16452+mmu:16846+mmu:18033+mmu:18035+mmu:18761+mmu:19013+mmu:19017+mmu:19247+mmu:19697+mmu:20182+mmu:20525+mmu:20528+mmu:207565+mmu:216739+mmu:21926+mmu:21938+mmu:23797+mmu:26414+mmu:26420+mmu:50790+mmu:56717+mmu:68465+mmu:74205+mmu:74551","68","33","47","0.661"
"KEGG","CELL_CYCLE","4110","http://www.kegg.jp/kegg-bin/show_pathway?mmu04110+mmu:12428+mmu:12444+mmu:12445+mmu:12447+mmu:12448+mmu:12531+mmu:12571+mmu:12576+mmu:12577+mmu:12649+mmu:13006+mmu:13197+mmu:13555+mmu:13557+mmu:13559+mmu:17126+mmu:17127+mmu:17128+mmu:17222+mmu:18393+mmu:19357+mmu:19645+mmu:19650+mmu:19651+mmu:20842+mmu:20843+mmu:211586+mmu:21402+mmu:217232+mmu:21808+mmu:21809+mmu:218294+mmu:22390+mmu:22627+mmu:22628+mmu:22629+mmu:22630+mmu:22631+mmu:229776+mmu:23834+mmu:242705+mmu:26428+mmu:26429+mmu:26965+mmu:27401+mmu:30939+mmu:328572+mmu:52563+mmu:54401+mmu:56150+mmu:56637+mmu:69957","125","52","48","0.661"
"BIOCARTA","BIOCARTA_EGF_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_EGF_PATHWAY","31","18","42","0.659"
"KEGG","LONG-TERM_DEPRESSION","4730","http://www.kegg.jp/kegg-bin/show_pathway?mmu04730+mmu:108071+mmu:109880+mmu:110157+mmu:12286+mmu:12918+mmu:12921+mmu:14677+mmu:14678+mmu:14679+mmu:14681+mmu:14682+mmu:14687+mmu:14799+mmu:14800+mmu:14816+mmu:15461+mmu:16000+mmu:16001+mmu:16438+mmu:16440+mmu:16653+mmu:18125+mmu:18176+mmu:18751+mmu:18795+mmu:19051+mmu:19052+mmu:19053+mmu:19091+mmu:26395+mmu:26413+mmu:51792+mmu:53623+mmu:54195+mmu:73699","72","35","48","0.623"
"BIOCARTA","BIOCARTA_NFAT_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_NFAT_PATHWAY","54","31","45","0.610"
"KEGG","CALCIUM_SIGNALING_PATHWAY","4020","http://www.kegg.jp/kegg-bin/show_pathway?mmu04020+mmu:102093+mmu:107589+mmu:108058+mmu:108071+mmu:110891+mmu:11607+mmu:11938+mmu:11941+mmu:12286+mmu:12288+mmu:12289+mmu:12290+mmu:12291+mmu:12313+mmu:12314+mmu:12315+mmu:12322+mmu:12323+mmu:12325+mmu:12426+mmu:12669+mmu:12671+mmu:13488+mmu:13618+mmu:13867+mmu:14680+mmu:14682+mmu:14816+mmu:15560+mmu:15562+mmu:15566+mmu:16438+mmu:16440+mmu:18125+mmu:18439+mmu:18574+mmu:18575+mmu:18595+mmu:18749+mmu:18751+mmu:18795+mmu:18803+mmu:18821+mmu:19055+mmu:19056+mmu:19057+mmu:19058+mmu:19220+mmu:20191+mmu:20541+mmu:210044+mmu:21338+mmu:22045+mmu:22333+mmu:22334+mmu:239556+mmu:432530+mmu:56398+mmu:56632+mmu:67972","178","60","51","0.609"
"KEGG","GASTRIC_ACID_SECRETION","4971","http://www.kegg.jp/kegg-bin/show_pathway?mmu04971+mmu:107589+mmu:108058+mmu:11512+mmu:11928+mmu:11931+mmu:11932+mmu:11933+mmu:12313+mmu:12314+mmu:12315+mmu:12322+mmu:12323+mmu:12325+mmu:12349+mmu:12426+mmu:12671+mmu:14677+mmu:14678+mmu:14679+mmu:14682+mmu:16438+mmu:16440+mmu:16516+mmu:16518+mmu:16526+mmu:18749+mmu:18751+mmu:18795+mmu:20544+mmu:210044+mmu:22350+mmu:224129+mmu:432530+mmu:67821+mmu:72258","73","35","44","0.598"
"BIOCARTA","BIOCARTA_BAD_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_BAD_PATHWAY","26","14","38","0.596"
"KEGG","DILATED_CARDIOMYOPATHY","5414","http://www.kegg.jp/kegg-bin/show_pathway?mmu05414+mmu:104099+mmu:11464+mmu:11465+mmu:11512+mmu:11938+mmu:12288+mmu:12289+mmu:12293+mmu:12296+mmu:12297+mmu:12298+mmu:13138+mmu:13405+mmu:16000+mmu:16400+mmu:16402+mmu:16403+mmu:16410+mmu:16420+mmu:18749+mmu:18821+mmu:20191+mmu:20541+mmu:210044+mmu:213119+mmu:21808+mmu:21809+mmu:21926+mmu:22138+mmu:224129+mmu:24051+mmu:24052+mmu:241226+mmu:319480+mmu:320910+mmu:432530+mmu:56808+mmu:59069","89","38","44","0.593"
"BIOCARTA","BIOCARTA_TCR_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_TCR_PATHWAY","47","26","41","0.583"
"BIOCARTA","BIOCARTA_AGR_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_AGR_PATHWAY","36","20","42","0.580"
"BIOCARTA","BIOCARTA_PPARA_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_PPARA_PATHWAY","58","26","43","0.577"
"KEGG","HYPERTROPHIC_CARDIOMYOPATHY_(HCM)","5410","http://www.kegg.jp/kegg-bin/show_pathway?mmu05410+mmu:104099+mmu:105787+mmu:108079+mmu:108097+mmu:108099+mmu:11464+mmu:11465+mmu:11938+mmu:12288+mmu:12289+mmu:12293+mmu:12296+mmu:12297+mmu:12298+mmu:13138+mmu:13405+mmu:13614+mmu:13615+mmu:16000+mmu:16400+mmu:16402+mmu:16403+mmu:16410+mmu:16420+mmu:20191+mmu:20541+mmu:213119+mmu:21808+mmu:21809+mmu:21926+mmu:22138+mmu:24051+mmu:24052+mmu:241226+mmu:319480+mmu:320910+mmu:56808+mmu:59069","87","38","43","0.566"
"BIOCARTA","BIOCARTA_EDG1_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_EDG1_PATHWAY","27","16","37","0.563"
"KEGG","ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_(ARVC)","5412","http://www.kegg.jp/kegg-bin/show_pathway?mmu05412+mmu:104099+mmu:109711+mmu:11465+mmu:11938+mmu:12288+mmu:12289+mmu:12293+mmu:12296+mmu:12297+mmu:12298+mmu:12385+mmu:12387+mmu:12558+mmu:13138+mmu:13405+mmu:13506+mmu:14609+mmu:16400+mmu:16402+mmu:16403+mmu:16410+mmu:16420+mmu:16480+mmu:16842+mmu:20191+mmu:20541+mmu:213119+mmu:21416+mmu:24051+mmu:24052+mmu:241226+mmu:319480+mmu:320910+mmu:56808","74","34","45","0.550"
"KEGG","CYTOKINE-CYTOKINE_RECEPTOR_INTERACTION","4060","http://www.kegg.jp/kegg-bin/show_pathway?mmu04060+mmu:11477+mmu:11479+mmu:11480+mmu:12156+mmu:12166+mmu:12167+mmu:12168+mmu:12767+mmu:12778+mmu:12804+mmu:12977+mmu:12978+mmu:13607+mmu:13608+mmu:14103+mmu:14205+mmu:14254+mmu:14563+mmu:14600+mmu:15978+mmu:16153+mmu:16154+mmu:16163+mmu:16164+mmu:16175+mmu:16184+mmu:16187+mmu:16195+mmu:16196+mmu:16324+mmu:16542+mmu:16590+mmu:16846+mmu:16878+mmu:16880+mmu:17295+mmu:17311+mmu:17329+mmu:18383+mmu:18590+mmu:18591+mmu:18595+mmu:18654+mmu:20299+mmu:20315+mmu:21808+mmu:21809+mmu:21812+mmu:21813+mmu:21926+mmu:21938+mmu:21943+mmu:22339+mmu:22340+mmu:22341+mmu:242316+mmu:54635+mmu:55985+mmu:56708+mmu:60505+mmu:94185","262","61","52","0.537"
"KEGG","VASOPRESSIN-REGULATED_WATER_REABSORPTION","4962","http://www.kegg.jp/kegg-bin/show_pathway?mmu04962+mmu:11512+mmu:11829+mmu:12912+mmu:13426+mmu:13427+mmu:18195+mmu:18749+mmu:192662+mmu:19326+mmu:19344+mmu:19345+mmu:208647+mmu:20909+mmu:22318+mmu:231991+mmu:234663+mmu:26427+mmu:271457+mmu:53869+mmu:68097+mmu:78284","43","21","41","0.534"
"KEGG","HEPATITIS_C","5160","http://www.kegg.jp/kegg-bin/show_pathway?mmu05160+mmu:109880+mmu:110157+mmu:12675+mmu:12737+mmu:12738+mmu:13665+mmu:13666+mmu:15461+mmu:16362+mmu:16653+mmu:16835+mmu:17344+mmu:18033+mmu:18035+mmu:18176+mmu:18260+mmu:18417+mmu:18707+mmu:18708+mmu:18710+mmu:19013+mmu:19052+mmu:19053+mmu:19192+mmu:19697+mmu:19766+mmu:20662+mmu:20663+mmu:21926+mmu:22031+mmu:22034+mmu:228026+mmu:228607+mmu:229615+mmu:23797+mmu:242653+mmu:26413+mmu:26414+mmu:26416+mmu:26420+mmu:269643+mmu:51792+mmu:56469+mmu:56480+mmu:56637+mmu:71978+mmu:73699+mmu:74769","137","48","50","0.532"
"KEGG","INOSITOL_PHOSPHATE_METABOLISM","562","http://www.kegg.jp/kegg-bin/show_pathway?mmu00562+mmu:104015+mmu:107650+mmu:108083+mmu:114663+mmu:117150+mmu:16332+mmu:17330+mmu:18707+mmu:18711+mmu:18717+mmu:18718+mmu:18720+mmu:18795+mmu:18803+mmu:19211+mmu:212111+mmu:217837+mmu:234515+mmu:240752+mmu:320634+mmu:67073+mmu:69718+mmu:74769+mmu:75678+mmu:84095","57","25","37","0.531"
"KEGG","VASCULAR_SMOOTH_MUSCLE_CONTRACTION","4270","http://www.kegg.jp/kegg-bin/show_pathway?mmu04270+mmu:107589+mmu:109624+mmu:109880+mmu:110157+mmu:11512+mmu:11535+mmu:11607+mmu:11848+mmu:12288+mmu:12289+mmu:12313+mmu:12314+mmu:12315+mmu:13614+mmu:13615+mmu:14682+mmu:16438+mmu:16440+mmu:16531+mmu:16801+mmu:17931+mmu:18749+mmu:18751+mmu:18753+mmu:18754+mmu:18761+mmu:18795+mmu:19045+mmu:19046+mmu:19047+mmu:19091+mmu:19877+mmu:19878+mmu:210044+mmu:213498+mmu:224129+mmu:26395+mmu:26413+mmu:432530+mmu:54195+mmu:54598+mmu:69632+mmu:72413","133","43","45","0.531"
"KEGG","ALDOSTERONE-REGULATED_SODIUM_REABSORPTION","4960","http://www.kegg.jp/kegg-bin/show_pathway?mmu04960+mmu:110784+mmu:11928+mmu:11931+mmu:11932+mmu:11933+mmu:15484+mmu:16000+mmu:16337+mmu:16367+mmu:16370+mmu:16653+mmu:18607+mmu:18707+mmu:18708+mmu:18710+mmu:18751+mmu:20393+mmu:26413+mmu:65962+mmu:67821+mmu:74769+mmu:83814","44","22","42","0.518"
"KEGG","HEDGEHOG_SIGNALING_PATHWAY","4340","http://www.kegg.jp/kegg-bin/show_pathway?mmu04340+mmu:103236+mmu:103583+mmu:104318+mmu:12156+mmu:12234+mmu:13363+mmu:14633+mmu:14634+mmu:14725+mmu:15245+mmu:16147+mmu:18749+mmu:19206+mmu:19335+mmu:20423+mmu:214897+mmu:216795+mmu:22408+mmu:22410+mmu:22411+mmu:22412+mmu:22414+mmu:22416+mmu:22418+mmu:22421+mmu:22422+mmu:22772+mmu:24069+mmu:27373+mmu:56637+mmu:70425+mmu:93687","54","32","40","0.515"
"KEGG","LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION","4670","http://www.kegg.jp/kegg-bin/show_pathway?mmu04670+mmu:109711+mmu:109905+mmu:11465+mmu:11848+mmu:12385+mmu:12387+mmu:12388+mmu:12540+mmu:12562+mmu:12737+mmu:12738+mmu:12767+mmu:13058+mmu:14083+mmu:14677+mmu:14678+mmu:14679+mmu:16428+mmu:17698+mmu:18260+mmu:18417+mmu:18613+mmu:18707+mmu:18708+mmu:18710+mmu:18751+mmu:18803+mmu:19247+mmu:19303+mmu:19353+mmu:19877+mmu:19878+mmu:20315+mmu:215449+mmu:22330+mmu:22350+mmu:232906+mmu:242653+mmu:26416+mmu:54354+mmu:57257+mmu:69524+mmu:74769","120","43","47","0.509"
"BIOCARTA","BIOCARTA_GH_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_GH_PATHWAY","28","15","38","0.506"
