"CATEGORY","TERM","TERM_ID","URL","TOTAL_GENES_OF_THE_TERM","UNION_TARGETS_IN_THE_TERM","MIRS_IN_THE_TERM","SCORE"
"KEGG","ENDOCYTOSIS","4144","http://www.kegg.jp/kegg-bin/show_pathway?mmu04144+mmu:103967+mmu:107305+mmu:109689+mmu:110355+mmu:11555+mmu:11556+mmu:11771+mmu:11845+mmu:11848+mmu:12390+mmu:13196+mmu:13660+mmu:13854+mmu:13855+mmu:13858+mmu:13867+mmu:14184+mmu:14254+mmu:16001+mmu:16396+mmu:16542+mmu:16835+mmu:17126+mmu:17127+mmu:17131+mmu:17295+mmu:17999+mmu:18595+mmu:18762+mmu:18805+mmu:19326+mmu:19334+mmu:194309+mmu:19713+mmu:20479+mmu:20779+mmu:20844+mmu:208650+mmu:216238+mmu:216963+mmu:21809+mmu:21812+mmu:21813+mmu:218441+mmu:22034+mmu:22042+mmu:234353+mmu:234852+mmu:245666+mmu:26431+mmu:268451+mmu:347722+mmu:53869+mmu:54673+mmu:57440+mmu:58194+mmu:58220+mmu:66251+mmu:68942+mmu:69780+mmu:70160+mmu:70527+mmu:71770+mmu:72543+mmu:72685+mmu:74002+mmu:74006+mmu:74998+mmu:75608+mmu:75788+mmu:77038+mmu:78287+mmu:78618+mmu:83814+mmu:84092+mmu:98366","219","76","18","0.979"
"KEGG","NON-SMALL_CELL_LUNG_CANCER","5223","http://www.kegg.jp/kegg-bin/show_pathway?mmu05223+mmu:109880+mmu:12443+mmu:12571+mmu:13555+mmu:13557+mmu:16653+mmu:18176+mmu:18607+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18751+mmu:18803+mmu:19645+mmu:20183+mmu:20662+mmu:20663+mmu:21802+mmu:218772+mmu:23797+mmu:242705+mmu:26395+mmu:56484+mmu:58231+mmu:74769","54","26","14","0.974"
"BIOCARTA","BIOCARTA_CHREBP2_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_CHREBP2_PATHWAY","44","21","14","0.955"
"KEGG","ACUTE_MYELOID_LEUKEMIA","5221","http://www.kegg.jp/kegg-bin/show_pathway?mmu05221+mmu:109880+mmu:12394+mmu:12395+mmu:12443+mmu:12606+mmu:12675+mmu:13685+mmu:16653+mmu:18176+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18712+mmu:18715+mmu:19401+mmu:20662+mmu:20663+mmu:20848+mmu:20851+mmu:21414+mmu:21416+mmu:235320+mmu:23797+mmu:26395+mmu:56717+mmu:72508+mmu:74769","57","28","16","0.940"
"BIOCARTA","BIOCARTA_ALK_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_ALK_PATHWAY","37","20","13","0.922"
"KEGG","PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM","4070","http://www.kegg.jp/kegg-bin/show_pathway?mmu04070+mmu:104015+mmu:104418+mmu:107650+mmu:108083+mmu:117150+mmu:12313+mmu:13139+mmu:16438+mmu:18704+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18711+mmu:18718+mmu:18751+mmu:18795+mmu:18803+mmu:19211+mmu:20975+mmu:212111+mmu:217480+mmu:217837+mmu:234515+mmu:320127+mmu:320634+mmu:56077+mmu:67073+mmu:74596+mmu:74769+mmu:75678+mmu:84095","78","32","13","0.914"
"KEGG","CHAGAS_DISEASE","5142","http://www.kegg.jp/kegg-bin/show_pathway?mmu05142+mmu:12675+mmu:14102+mmu:14103+mmu:14677+mmu:14678+mmu:14679+mmu:14680+mmu:14681+mmu:14682+mmu:16153+mmu:16193+mmu:16476+mmu:17126+mmu:17127+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18787+mmu:18795+mmu:19052+mmu:21809+mmu:21812+mmu:21813+mmu:21926+mmu:22034+mmu:23797+mmu:26398+mmu:26414+mmu:26416+mmu:269643+mmu:29857+mmu:432530+mmu:71978+mmu:72930+mmu:73699+mmu:74769","102","37","17","0.900"
"KEGG","ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_(ARVC)","5412","http://www.kegg.jp/kegg-bin/show_pathway?mmu05412+mmu:104099+mmu:109711+mmu:11465+mmu:11938+mmu:12288+mmu:12289+mmu:12294+mmu:12296+mmu:12298+mmu:12387+mmu:12558+mmu:13138+mmu:13405+mmu:13506+mmu:14609+mmu:16402+mmu:16403+mmu:16404+mmu:16416+mmu:16420+mmu:192897+mmu:20191+mmu:20541+mmu:21414+mmu:21416+mmu:24051+mmu:241226+mmu:319480+mmu:320910","74","29","15","0.893"
"KEGG","DILATED_CARDIOMYOPATHY","5414","http://www.kegg.jp/kegg-bin/show_pathway?mmu05414+mmu:104099+mmu:11464+mmu:11465+mmu:11512+mmu:11938+mmu:12288+mmu:12289+mmu:12294+mmu:12296+mmu:12298+mmu:13138+mmu:13405+mmu:16000+mmu:16402+mmu:16403+mmu:16404+mmu:16416+mmu:16420+mmu:18749+mmu:192897+mmu:20191+mmu:20541+mmu:210044+mmu:21809+mmu:21926+mmu:22138+mmu:24051+mmu:241226+mmu:319480+mmu:320910+mmu:432530+mmu:59069","89","32","17","0.886"
"KEGG","TIGHT_JUNCTION","4530","http://www.kegg.jp/kegg-bin/show_pathway?mmu04530+mmu:109711+mmu:11465+mmu:11848+mmu:12361+mmu:12387+mmu:12738+mmu:12995+mmu:13000+mmu:13043+mmu:13821+mmu:13823+mmu:14677+mmu:14678+mmu:14679+mmu:14924+mmu:16653+mmu:17475+mmu:17532+mmu:17879+mmu:17880+mmu:17882+mmu:17884+mmu:18176+mmu:18260+mmu:18417+mmu:18751+mmu:18753+mmu:18761+mmu:18762+mmu:19052+mmu:19211+mmu:192195+mmu:20742+mmu:20779+mmu:21872+mmu:22612+mmu:23797+mmu:269587+mmu:269643+mmu:30960+mmu:50791+mmu:56217+mmu:56449+mmu:58220+mmu:66922+mmu:69908+mmu:71978+mmu:72930+mmu:73699+mmu:74094+mmu:75723+mmu:77579","135","52","16","0.884"
"BIOCARTA","BIOCARTA_CREB_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_CREB_PATHWAY","27","17","12","0.883"
"BIOCARTA","BIOCARTA_MET_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_MET_PATHWAY","37","21","14","0.863"
"BIOCARTA","BIOCARTA_PDGF_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_PDGF_PATHWAY","32","19","13","0.854"
"KEGG","B_CELL_RECEPTOR_SIGNALING_PATHWAY","4662","http://www.kegg.jp/kegg-bin/show_pathway?mmu04662+mmu:12517+mmu:12675+mmu:16476+mmu:16653+mmu:170758+mmu:18021+mmu:18036+mmu:18176+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18751+mmu:19055+mmu:19056+mmu:19058+mmu:19353+mmu:20662+mmu:20663+mmu:23797+mmu:26395+mmu:54446+mmu:56398+mmu:56637+mmu:57257+mmu:74769","76","26","15","0.847"
"BIOCARTA","BIOCARTA_BAD_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_BAD_PATHWAY","26","11","13","0.838"
"KEGG","VEGF_SIGNALING_PATHWAY","4370","http://www.kegg.jp/kegg-bin/show_pathway?mmu04370+mmu:14083+mmu:16542+mmu:16653+mmu:170758+mmu:18021+mmu:18176+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18751+mmu:18803+mmu:19055+mmu:19056+mmu:19058+mmu:19225+mmu:19303+mmu:19353+mmu:20779+mmu:22339+mmu:237625+mmu:23797+mmu:26395+mmu:26416+mmu:29857+mmu:54446+mmu:56398+mmu:56632+mmu:74769","76","29","15","0.838"
"BIOCARTA","BIOCARTA_GPCR_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_GPCR_PATHWAY","35","18","13","0.829"
"BIOCARTA","BIOCARTA_P38MAPK_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_P38MAPK_PATHWAY","40","19","13","0.821"
"KEGG","CELL_CYCLE","4110","http://www.kegg.jp/kegg-bin/show_pathway?mmu04110+mmu:11350+mmu:12428+mmu:12443+mmu:12444+mmu:12447+mmu:12448+mmu:12530+mmu:12571+mmu:12575+mmu:13197+mmu:13555+mmu:13557+mmu:13559+mmu:15182+mmu:17126+mmu:17127+mmu:17128+mmu:18393+mmu:19645+mmu:20842+mmu:20843+mmu:21402+mmu:217232+mmu:21809+mmu:22627+mmu:22628+mmu:22631+mmu:229776+mmu:23834+mmu:242705+mmu:26428+mmu:26429+mmu:27401+mmu:328572+mmu:52563+mmu:54401+mmu:56150+mmu:56637+mmu:59008+mmu:66671","125","40","18","0.819"
"BIOCARTA","BIOCARTA_PAR1_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_PAR1_PATHWAY","37","21","13","0.807"
"BIOCARTA","BIOCARTA_AGR_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_AGR_PATHWAY","36","17","14","0.789"
"KEGG","GNRH_SIGNALING_PATHWAY","4912","http://www.kegg.jp/kegg-bin/show_pathway?mmu04912+mmu:108058+mmu:11512+mmu:12288+mmu:12289+mmu:12313+mmu:12322+mmu:12323+mmu:12325+mmu:13712+mmu:14682+mmu:15200+mmu:16438+mmu:16476+mmu:16653+mmu:18176+mmu:18749+mmu:18751+mmu:18753+mmu:18795+mmu:18805+mmu:19229+mmu:20662+mmu:20663+mmu:20779+mmu:210044+mmu:237625+mmu:23939+mmu:26395+mmu:26398+mmu:26401+mmu:26405+mmu:26406+mmu:26414+mmu:26416+mmu:29857+mmu:432530","99","36","16","0.770"
"BIOCARTA","BIOCARTA_NFAT_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_NFAT_PATHWAY","54","25","13","0.769"
"BIOCARTA","BIOCARTA_EGF_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_EGF_PATHWAY","31","17","13","0.763"
"KEGG","HEDGEHOG_SIGNALING_PATHWAY","4340","http://www.kegg.jp/kegg-bin/show_pathway?mmu04340+mmu:103583+mmu:12234+mmu:14633+mmu:14634+mmu:14725+mmu:16147+mmu:18749+mmu:19335+mmu:20423+mmu:214897+mmu:216795+mmu:22408+mmu:22410+mmu:22412+mmu:22414+mmu:22418+mmu:22421+mmu:22422+mmu:24069+mmu:269209+mmu:56637+mmu:70425+mmu:93687","54","23","14","0.745"
"KEGG","P53_SIGNALING_PATHWAY","4115","http://www.kegg.jp/kegg-bin/show_pathway?mmu04115+mmu:107831+mmu:11783+mmu:12367+mmu:12443+mmu:12444+mmu:12447+mmu:12448+mmu:12450+mmu:12452+mmu:12571+mmu:12575+mmu:13197+mmu:140742+mmu:14102+mmu:16000+mmu:170770+mmu:18787+mmu:19211+mmu:20135+mmu:20437+mmu:20438+mmu:21825+mmu:22401+mmu:230784+mmu:26374+mmu:382985+mmu:67874+mmu:68428","69","28","14","0.737"
"KEGG","INOSITOL_PHOSPHATE_METABOLISM","562","http://www.kegg.jp/kegg-bin/show_pathway?mmu00562+mmu:104015+mmu:107650+mmu:108083+mmu:117150+mmu:18704+mmu:18707+mmu:18711+mmu:18718+mmu:18795+mmu:18803+mmu:19211+mmu:20975+mmu:212111+mmu:217837+mmu:234515+mmu:320634+mmu:67073+mmu:69718+mmu:74769+mmu:75678+mmu:84095","57","21","13","0.729"
"BIOCARTA","BIOCARTA_AT1R_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_AT1R_PATHWAY","34","19","13","0.726"
"KEGG","CALCIUM_SIGNALING_PATHWAY","4020","http://www.kegg.jp/kegg-bin/show_pathway?mmu04020+mmu:108058+mmu:108071+mmu:110891+mmu:11550+mmu:11555+mmu:11556+mmu:11740+mmu:11938+mmu:11941+mmu:12288+mmu:12289+mmu:12290+mmu:12313+mmu:12322+mmu:12323+mmu:12325+mmu:12426+mmu:13617+mmu:13618+mmu:13867+mmu:14680+mmu:14682+mmu:15558+mmu:15560+mmu:15562+mmu:15566+mmu:16438+mmu:18436+mmu:18573+mmu:18595+mmu:18596+mmu:18749+mmu:18751+mmu:18795+mmu:18803+mmu:19055+mmu:19056+mmu:19058+mmu:19220+mmu:19229+mmu:20191+mmu:20541+mmu:210044+mmu:22045+mmu:22333+mmu:239556+mmu:381290+mmu:432530+mmu:56398+mmu:56632+mmu:67972","178","51","15","0.720"
"KEGG","GAP_JUNCTION","4540","http://www.kegg.jp/kegg-bin/show_pathway?mmu04540+mmu:108071+mmu:11512+mmu:14609+mmu:14617+mmu:14677+mmu:14678+mmu:14679+mmu:14682+mmu:14745+mmu:15558+mmu:15560+mmu:16438+mmu:16653+mmu:18176+mmu:18590+mmu:18595+mmu:18596+mmu:18749+mmu:18751+mmu:18795+mmu:20662+mmu:20663+mmu:20779+mmu:210044+mmu:21872+mmu:23938+mmu:23939+mmu:26395+mmu:26405+mmu:432530","88","30","13","0.718"
"BIOCARTA","BIOCARTA_ERK_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_ERK_PATHWAY","28","14","15","0.716"
"BIOCARTA","BIOCARTA_PPARA_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_PPARA_PATHWAY","58","24","13","0.700"
"KEGG","HEPATITIS_C","5160","http://www.kegg.jp/kegg-bin/show_pathway?mmu05160+mmu:109880+mmu:12575+mmu:12675+mmu:12702+mmu:12738+mmu:13665+mmu:15976+mmu:16362+mmu:16451+mmu:16653+mmu:16835+mmu:18176+mmu:18260+mmu:18417+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:19052+mmu:19192+mmu:20662+mmu:20663+mmu:20848+mmu:21926+mmu:22031+mmu:22034+mmu:228026+mmu:229615+mmu:23797+mmu:26414+mmu:26416+mmu:269643+mmu:29857+mmu:56469+mmu:56480+mmu:56489+mmu:56637+mmu:71978+mmu:72930+mmu:73699+mmu:74769","137","41","17","0.693"
"BIOCARTA","BIOCARTA_HIVNEF_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_HIVNEF_PATHWAY","58","20","13","0.691"
"KEGG","LONG-TERM_DEPRESSION","4730","http://www.kegg.jp/kegg-bin/show_pathway?mmu04730+mmu:108071+mmu:109880+mmu:12918+mmu:14674+mmu:14677+mmu:14678+mmu:14679+mmu:14681+mmu:14682+mmu:14800+mmu:16000+mmu:16001+mmu:16438+mmu:16653+mmu:18176+mmu:18751+mmu:18795+mmu:19052+mmu:237625+mmu:26395+mmu:53623+mmu:73699","72","22","15","0.684"
"KEGG","ADIPOCYTOKINE_SIGNALING_PATHWAY","4920","http://www.kegg.jp/kegg-bin/show_pathway?mmu04920+mmu:105787+mmu:108079+mmu:108097+mmu:108099+mmu:12675+mmu:12702+mmu:14377+mmu:16367+mmu:16370+mmu:16452+mmu:16847+mmu:18036+mmu:18761+mmu:19017+mmu:19247+mmu:20183+mmu:20525+mmu:20848+mmu:216739+mmu:21926+mmu:21938+mmu:23797+mmu:26414+mmu:50790+mmu:56717+mmu:68465+mmu:74205","68","27","13","0.672"
"BIOCARTA","BIOCARTA_KERATINOCYTE_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_KERATINOCYTE_PATHWAY","46","19","12","0.671"
"BIOCARTA","BIOCARTA_CARM_ER_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_CARM_ER_PATHWAY","35","16","14","0.669"
"BIOCARTA","BIOCARTA_MPR_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_MPR_PATHWAY","34","17","13","0.664"
"BIOCARTA","BIOCARTA_FCER1_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_FCER1_PATHWAY","39","15","11","0.659"
"KEGG","ECM-RECEPTOR_INTERACTION","4512","http://www.kegg.jp/kegg-bin/show_pathway?mmu04512+mmu:104099+mmu:114249+mmu:12505+mmu:12814+mmu:12824+mmu:12826+mmu:12827+mmu:12831+mmu:12832+mmu:12843+mmu:13138+mmu:14268+mmu:15529+mmu:16402+mmu:16403+mmu:16404+mmu:16416+mmu:16420+mmu:16423+mmu:192897+mmu:19699+mmu:20969+mmu:20970+mmu:21825+mmu:21923+mmu:226519+mmu:241226+mmu:319480+mmu:320910+mmu:64176","83","30","14","0.655"
"KEGG","LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION","4670","http://www.kegg.jp/kegg-bin/show_pathway?mmu04670+mmu:109711+mmu:109905+mmu:11465+mmu:11848+mmu:12387+mmu:12388+mmu:12562+mmu:12738+mmu:14083+mmu:14677+mmu:14678+mmu:14679+mmu:17698+mmu:18260+mmu:18417+mmu:18613+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18751+mmu:18803+mmu:19229+mmu:19247+mmu:19303+mmu:19353+mmu:19877+mmu:19878+mmu:20315+mmu:215449+mmu:22330+mmu:26416+mmu:29857+mmu:57257+mmu:74769","120","35","16","0.653"
"KEGG","ALDOSTERONE-REGULATED_SODIUM_REABSORPTION","4960","http://www.kegg.jp/kegg-bin/show_pathway?mmu04960+mmu:110784+mmu:11931+mmu:11933+mmu:16000+mmu:16337+mmu:16367+mmu:16370+mmu:16653+mmu:18607+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18751+mmu:20276+mmu:20393+mmu:65962+mmu:67821+mmu:74769+mmu:83814+mmu:98660","44","21","14","0.651"
"KEGG","BLADDER_CANCER","5219","http://www.kegg.jp/kegg-bin/show_pathway?mmu05219+mmu:109880+mmu:12443+mmu:12575+mmu:13555+mmu:13557+mmu:14184+mmu:16653+mmu:18176+mmu:19645+mmu:21825+mmu:22339+mmu:22341+mmu:242705+mmu:26395+mmu:69635+mmu:73086","42","16","15","0.644"
"BIOCARTA","BIOCARTA_FAS_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_FAS_PATHWAY","30","14","11","0.641"
"KEGG","APOPTOSIS","4210","http://www.kegg.jp/kegg-bin/show_pathway?mmu04210+mmu:11783+mmu:11798+mmu:12043+mmu:12048+mmu:12367+mmu:12369+mmu:12675+mmu:14102+mmu:14103+mmu:16175+mmu:18049+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18749+mmu:19055+mmu:19056+mmu:19058+mmu:19084+mmu:19087+mmu:19088+mmu:21926+mmu:23797+mmu:56398+mmu:74769","86","26","14","0.640"
"BIOCARTA","BIOCARTA_TNFR1_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_TNFR1_PATHWAY","29","12","14","0.636"
"KEGG","JAK-STAT_SIGNALING_PATHWAY","4630","http://www.kegg.jp/kegg-bin/show_pathway?mmu04630+mmu:101809+mmu:114715+mmu:114716+mmu:12048+mmu:12443+mmu:12444+mmu:12700+mmu:12702+mmu:12703+mmu:12804+mmu:14600+mmu:15976+mmu:16153+mmu:16154+mmu:16163+mmu:16193+mmu:16194+mmu:16195+mmu:16197+mmu:16451+mmu:16452+mmu:16847+mmu:16878+mmu:16880+mmu:18414+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18712+mmu:19116+mmu:19247+mmu:20662+mmu:20663+mmu:20844+mmu:20848+mmu:20851+mmu:20852+mmu:208650+mmu:229615+mmu:23797+mmu:24066+mmu:328572+mmu:56468+mmu:56469+mmu:56708+mmu:74769","153","47","15","0.634"
"BIOCARTA","BIOCARTA_WNT_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_WNT_PATHWAY","26","14","11","0.629"
"KEGG","BASAL_CELL_CARCINOMA","5217","http://www.kegg.jp/kegg-bin/show_pathway?mmu05217+mmu:11789+mmu:12387+mmu:13543+mmu:14362+mmu:14366+mmu:14367+mmu:14369+mmu:14633+mmu:14634+mmu:20423+mmu:21414+mmu:21416+mmu:216795+mmu:22408+mmu:22410+mmu:22412+mmu:22414+mmu:22418+mmu:22421+mmu:22422+mmu:24069+mmu:269209+mmu:56637","55","23","15","0.629"
"BIOCARTA","BIOCARTA_HDAC_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_HDAC_PATHWAY","30","13","13","0.626"
"KEGG","TYPE_II_DIABETES_MELLITUS","4930","http://www.kegg.jp/kegg-bin/show_pathway?mmu04930+mmu:12288+mmu:12289+mmu:12290+mmu:12702+mmu:12703+mmu:15277+mmu:16337+mmu:16367+mmu:16370+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18753+mmu:18762+mmu:21926+mmu:26414+mmu:56717+mmu:74769","49","19","15","0.621"
"KEGG","NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","4650","http://www.kegg.jp/kegg-bin/show_pathway?mmu04650+mmu:109880+mmu:12367+mmu:14102+mmu:14103+mmu:14360+mmu:15976+mmu:16653+mmu:16822+mmu:170758+mmu:18021+mmu:18106+mmu:18176+mmu:18479+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18751+mmu:18803+mmu:19055+mmu:19056+mmu:19058+mmu:19229+mmu:19247+mmu:19353+mmu:20400+mmu:20416+mmu:20662+mmu:20663+mmu:21926+mmu:22177+mmu:26395+mmu:271849+mmu:54446+mmu:56398+mmu:57257+mmu:74769","150","37","16","0.619"
"KEGG","GASTRIC_ACID_SECRETION","4971","http://www.kegg.jp/kegg-bin/show_pathway?mmu04971+mmu:108058+mmu:11512+mmu:11931+mmu:11933+mmu:12313+mmu:12322+mmu:12323+mmu:12325+mmu:12349+mmu:12426+mmu:14677+mmu:14678+mmu:14679+mmu:14682+mmu:16438+mmu:16518+mmu:16526+mmu:18749+mmu:18751+mmu:18795+mmu:20544+mmu:210044+mmu:432530+mmu:67821+mmu:98660","73","25","14","0.612"
"BIOCARTA","BIOCARTA_G1_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_G1_PATHWAY","28","13","10","0.611"
"KEGG","FC_EPSILON_RI_SIGNALING_PATHWAY","4664","http://www.kegg.jp/kegg-bin/show_pathway?mmu04664+mmu:14360+mmu:16163+mmu:16653+mmu:16822+mmu:170758+mmu:18176+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18751+mmu:18753+mmu:18803+mmu:19353+mmu:20662+mmu:20663+mmu:21926+mmu:228026+mmu:237625+mmu:23797+mmu:26395+mmu:26398+mmu:26414+mmu:26416+mmu:29857+mmu:57257+mmu:74769","80","27","15","0.610"
"KEGG","NEUROACTIVE_LIGAND-RECEPTOR_INTERACTION","4080","http://www.kegg.jp/kegg-bin/show_pathway?mmu04080+mmu:107515+mmu:108069+mmu:108071+mmu:108073+mmu:11516+mmu:11517+mmu:11539+mmu:11550+mmu:11551+mmu:11552+mmu:11553+mmu:11555+mmu:11556+mmu:12311+mmu:12424+mmu:12426+mmu:12801+mmu:12918+mmu:13609+mmu:13614+mmu:13615+mmu:13617+mmu:13618+mmu:14394+mmu:14397+mmu:14399+mmu:14400+mmu:14401+mmu:14402+mmu:14600+mmu:14658+mmu:14745+mmu:14800+mmu:14802+mmu:14815+mmu:15550+mmu:15558+mmu:15560+mmu:15562+mmu:15566+mmu:16847+mmu:18167+mmu:18436+mmu:19116+mmu:19219+mmu:19220+mmu:208188+mmu:216643+mmu:21834+mmu:22045+mmu:22353+mmu:237213+mmu:239845+mmu:387285+mmu:53623+mmu:54598+mmu:65086+mmu:67405","320","58","15","0.610"
"BIOCARTA","BIOCARTA_VIP_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_VIP_PATHWAY","27","14","11","0.606"
"BIOCARTA","BIOCARTA_PYK2_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_PYK2_PATHWAY","29","15","12","0.605"
"BIOCARTA","BIOCARTA_MYOSIN_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_MYOSIN_PATHWAY","31","15","10","0.600"
"KEGG","AMOEBIASIS","5146","http://www.kegg.jp/kegg-bin/show_pathway?mmu05146+mmu:109711+mmu:12367+mmu:12814+mmu:12824+mmu:12826+mmu:12827+mmu:12831+mmu:12832+mmu:12843+mmu:14083+mmu:14268+mmu:14680+mmu:14682+mmu:16153+mmu:16193+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18749+mmu:18751+mmu:18795+mmu:21809+mmu:21926+mmu:22330+mmu:226519+mmu:432530+mmu:74769","115","28","14","0.596"
"BIOCARTA","BIOCARTA_TCR_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_TCR_PATHWAY","47","17","11","0.593"
"KEGG","CYTOKINE-CYTOKINE_RECEPTOR_INTERACTION","4060","http://www.kegg.jp/kegg-bin/show_pathway?mmu04060+mmu:11477+mmu:11479+mmu:11480+mmu:12166+mmu:12775+mmu:12804+mmu:12977+mmu:13607+mmu:13608+mmu:14102+mmu:14103+mmu:14254+mmu:14600+mmu:15234+mmu:15976+mmu:16153+mmu:16154+mmu:16163+mmu:16175+mmu:16193+mmu:16194+mmu:16195+mmu:16197+mmu:16324+mmu:16542+mmu:16847+mmu:16878+mmu:16880+mmu:17295+mmu:17311+mmu:18383+mmu:18414+mmu:18590+mmu:18595+mmu:18596+mmu:19116+mmu:20299+mmu:20306+mmu:20315+mmu:21809+mmu:21812+mmu:21813+mmu:21926+mmu:21938+mmu:21943+mmu:22164+mmu:22339+mmu:22341+mmu:242316+mmu:29820+mmu:56708","262","51","15","0.587"
"BIOCARTA","BIOCARTA_RHO_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_RHO_PATHWAY","32","15","11","0.586"
"BIOCARTA","BIOCARTA_GSK3_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_GSK3_PATHWAY","27","12","13","0.584"
"KEGG","VASCULAR_SMOOTH_MUSCLE_CONTRACTION","4270","http://www.kegg.jp/kegg-bin/show_pathway?mmu04270+mmu:109624+mmu:109880+mmu:11512+mmu:11535+mmu:11550+mmu:11848+mmu:12288+mmu:12289+mmu:12313+mmu:13614+mmu:13615+mmu:13617+mmu:14674+mmu:14682+mmu:16438+mmu:16531+mmu:16801+mmu:17540+mmu:17880+mmu:17931+mmu:18749+mmu:18751+mmu:18753+mmu:18761+mmu:18795+mmu:19045+mmu:19046+mmu:19047+mmu:19877+mmu:19878+mmu:210044+mmu:237625+mmu:26395+mmu:432530+mmu:54598+mmu:69632+mmu:72413","133","37","13","0.580"
"BIOCARTA","BIOCARTA_VEGF_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_VEGF_PATHWAY","29","14","9","0.579"
"KEGG","TOXOPLASMOSIS","5145","http://www.kegg.jp/kegg-bin/show_pathway?mmu05145+mmu:105675+mmu:11798+mmu:12043+mmu:12048+mmu:12265+mmu:12367+mmu:12675+mmu:12703+mmu:14677+mmu:14678+mmu:14679+mmu:14681+mmu:16153+mmu:16154+mmu:16403+mmu:16451+mmu:16452+mmu:16835+mmu:18036+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:20848+mmu:21809+mmu:21926+mmu:22034+mmu:226519+mmu:228026+mmu:237625+mmu:23797+mmu:26409+mmu:26414+mmu:26416+mmu:29857+mmu:68652+mmu:74769","128","37","17","0.577"
